"Top 3 values of operator_technology","dtime per 30 days","Median Latency (ms)"
Cable,"2019-03-15","52.426"
Cable,"2019-04-14","51.343"
Cable,"2019-05-14","46.094"
Cable,"2019-06-13","50.406"
Cable,"2019-07-13","52.273"
Cable,"2019-08-12","54.008"
Cable,"2019-09-11","50.91"
Cable,"2019-10-11","48.033"
Cable,"2019-11-10","47.152"
Cable,"2019-12-10","48.322"
Cable,"2020-01-09","48.463"
Cable,"2020-02-08","48.482"
Cable,"2020-03-09","49.002"
Cable,"2020-04-08","51.642"
Cable,"2020-05-08","51.433"
Cable,"2020-06-07","51.629"
Cable,"2020-07-07","53.24"
Cable,"2020-08-06","50.871"
Cable,"2020-09-05",null
Cable,"2020-10-05","49.303"
Cable,"2020-11-04","48.962"
Cable,"2020-12-04","48.92"
Cable,"2021-01-03","46.166"
Cable,"2021-02-02","45.645"
Cable,"2021-03-04","44.386"
Cable,"2021-04-03","44.594"
Cable,"2021-05-03","43.325"
Cable,"2021-06-02","43.559"
Cable,"2021-07-02","44.358"
Cable,"2021-08-01","42.774"
Cable,"2021-08-31","43.988"
Cable,"2021-09-30","43.693"
Cable,"2021-10-30","43.455"
Cable,"2021-11-29","41.837"
Cable,"2021-12-29","42.895"
Cable,"2022-01-28","45.063"
Cable,"2022-02-27","43.653"
Cable,"2022-03-29","42.611"
Cable,"2022-04-28","41.005"
Cable,"2022-05-28","41.411"
Cable,"2022-06-27","40.75"
Cable,"2022-07-27","40.2"
Cable,"2022-08-26","39.558"
Cable,"2022-09-25",null
Cable,"2022-10-25","38.728"
Cable,"2022-11-24","37.558"
Cable,"2022-12-24","36.84"
Cable,"2023-01-23","36.723"
Cable,"2023-02-22","35.762"
Cable,"2023-03-24","36.425"
Cable,"2023-04-23","37.417"
Cable,"2023-05-23","38.69"
Cable,"2023-06-22","38.129"
Cable,"2023-07-22","36.985"
DSL,"2010-12-27",null
DSL,"2011-01-26","121.012"
DSL,"2011-02-25","121.291"
DSL,"2011-03-27","124.905"
DSL,"2011-04-26","126.945"
DSL,"2011-05-26","133.576"
DSL,"2011-06-25","132.296"
DSL,"2011-07-25","128.963"
DSL,"2011-08-24","123.161"
DSL,"2011-09-23","132.263"
DSL,"2011-10-23","133.465"
DSL,"2011-11-22","134.528"
DSL,"2011-12-22","139.504"
DSL,"2012-01-21","138.17"
DSL,"2012-02-20","129.964"
DSL,"2012-03-21","130.875"
DSL,"2012-04-20","127.66"
DSL,"2012-05-20","132.693"
DSL,"2012-06-19","125.477"
DSL,"2012-07-19","130.842"
DSL,"2012-08-18","138.974"
DSL,"2012-09-17","137.749"
DSL,"2012-10-17","142.646"
DSL,"2012-11-16","136.979"
DSL,"2012-12-16","140.268"
DSL,"2013-01-15","143.654"
DSL,"2013-02-14","144.013"
DSL,"2013-03-16","148.561"
DSL,"2013-04-15","141.353"
DSL,"2013-05-15","135.427"
DSL,"2013-06-14","131.093"
DSL,"2013-07-14","135.161"
DSL,"2013-08-13","132.018"
DSL,"2013-09-12","128.68"
DSL,"2013-10-12","127.008"
DSL,"2013-11-11","123.561"
DSL,"2013-12-11","115.59"
DSL,"2014-01-10","115.121"
DSL,"2014-02-09","110.278"
DSL,"2014-03-11","109.383"
DSL,"2014-04-10","106.732"
DSL,"2014-05-10","107.091"
DSL,"2014-06-09","109.202"
DSL,"2014-07-09","106.378"
DSL,"2014-08-08","103.207"
DSL,"2014-09-07","95.864"
DSL,"2014-10-07","95.079"
DSL,"2014-11-06","93.501"
DSL,"2014-12-06","95.233"
DSL,"2015-01-05","130.568"
DSL,"2015-02-04","133.839"
DSL,"2015-03-06","131.606"
DSL,"2015-04-05","131.003"
DSL,"2015-05-05","133.378"
DSL,"2015-06-04","129.779"
DSL,"2015-07-04","126.828"
DSL,"2015-08-03","125.99"
DSL,"2015-09-02","126.296"
DSL,"2015-10-02","120.674"
DSL,"2015-11-01","121.205"
DSL,"2015-12-01","120.294"
DSL,"2015-12-31","84.998"
DSL,"2016-01-30","84.92"
DSL,"2016-02-29","84.745"
DSL,"2016-03-30","82.504"
DSL,"2016-04-29","82.086"
DSL,"2016-05-29","80.868"
DSL,"2016-06-28","85.403"
DSL,"2016-07-28","88.256"
DSL,"2016-08-27","90.599"
DSL,"2016-09-26","88.423"
DSL,"2016-10-26","88.301"
DSL,"2016-11-25","88.757"
DSL,"2016-12-25","106.716"
DSL,"2017-01-24","114.325"
DSL,"2017-02-23","113.842"
DSL,"2017-03-25","115.572"
DSL,"2017-04-24","114.816"
DSL,"2017-05-24","114.249"
DSL,"2017-06-23","113.577"
DSL,"2017-07-23","117.73"
DSL,"2017-08-22","117.854"
DSL,"2017-09-21","116.812"
DSL,"2017-10-21","113.034"
DSL,"2017-11-20","111.653"
DSL,"2017-12-20","103.881"
DSL,"2018-01-19","100.049"
DSL,"2018-02-18","99.059"
DSL,"2018-03-20","102.005"
DSL,"2018-04-19","101.542"
DSL,"2018-05-19","102.916"
DSL,"2018-06-18","100.867"
DSL,"2018-07-18","89.824"
DSL,"2018-08-17","92.1"
DSL,"2018-09-16","84.503"
DSL,"2018-10-16","83.627"
DSL,"2018-11-15","84.863"
DSL,"2018-12-15","84.597"
DSL,"2019-01-14","87.437"
DSL,"2019-02-13","87.035"
DSL,"2019-03-15","83.373"
DSL,"2019-04-14","80.716"
DSL,"2019-05-14","80.27"
DSL,"2019-06-13","81.322"
DSL,"2019-07-13","82.084"
DSL,"2019-08-12","82.696"
DSL,"2019-09-11","83.419"
DSL,"2019-10-11","79.291"
DSL,"2019-11-10","81.714"
DSL,"2019-12-10","83.038"
DSL,"2020-01-09","81.82"
DSL,"2020-02-08","80.799"
DSL,"2020-03-09","85.851"
DSL,"2020-04-08","83.677"
DSL,"2020-05-08","80.615"
DSL,"2020-06-07","80.971"
DSL,"2020-07-07","78.832"
DSL,"2020-08-06","69.781"
DSL,"2020-09-05",null
DSL,"2020-10-05","64.21"
DSL,"2020-11-04","65.477"
DSL,"2020-12-04","65.695"
DSL,"2021-01-03","61.72"
DSL,"2021-02-02","61.811"
DSL,"2021-03-04","61.185"
DSL,"2021-04-03","62.211"
DSL,"2021-05-03","65.082"
DSL,"2021-06-02","64.216"
DSL,"2021-07-02","63.629"
DSL,"2021-08-01","64.008"
DSL,"2021-08-31","64.292"
DSL,"2021-09-30","64.946"
DSL,"2021-10-30","63.568"
DSL,"2021-11-29","61.418"
DSL,"2021-12-29","61.393"
DSL,"2022-01-28","62.064"
DSL,"2022-02-27","62.711"
DSL,"2022-03-29","62.371"
DSL,"2022-04-28","62.304"
DSL,"2022-05-28","63.067"
DSL,"2022-06-27","62.422"
DSL,"2022-07-27","62.841"
DSL,"2022-08-26","63.026"
DSL,"2022-09-25",null
DSL,"2022-10-25","56.352"
DSL,"2022-11-24","56.311"
DSL,"2022-12-24","58.106"
DSL,"2023-01-23","58.227"
DSL,"2023-02-22","57.174"
DSL,"2023-03-24","56.183"
DSL,"2023-04-23","56.347"
DSL,"2023-05-23","57.813"
DSL,"2023-06-22","57.542"
DSL,"2023-07-22","56.769"
Fiber,"2010-12-27",null
Fiber,"2011-01-26","125.691"
Fiber,"2011-02-25","111.9"
Fiber,"2011-03-27","99.855"
Fiber,"2011-04-26","105.69"
Fiber,"2011-05-26","111.952"
Fiber,"2011-06-25","108.327"
Fiber,"2011-07-25","93.419"
Fiber,"2011-08-24","125.456"
Fiber,"2011-09-23","150.781"
Fiber,"2011-10-23","147.628"
Fiber,"2011-11-22","143.835"
Fiber,"2011-12-22","146.365"
Fiber,"2012-01-21","149.566"
Fiber,"2012-02-20","153.393"
Fiber,"2012-03-21","144.197"
Fiber,"2012-04-20","140.197"
Fiber,"2012-05-20","139.544"
Fiber,"2012-06-19","138.236"
Fiber,"2012-07-19","133.753"
Fiber,"2012-08-18","134.845"
Fiber,"2012-09-17","135.595"
Fiber,"2012-10-17","137.603"
Fiber,"2012-11-16","133.183"
Fiber,"2012-12-16","130.064"
Fiber,"2013-01-15","128.453"
Fiber,"2013-02-14","128.435"
Fiber,"2013-03-16","126.418"
Fiber,"2013-04-15","125.192"
Fiber,"2013-05-15","122.096"
Fiber,"2013-06-14","120.516"
Fiber,"2013-07-14","121.872"
Fiber,"2013-08-13","123.489"
Fiber,"2013-09-12","127.764"
Fiber,"2013-10-12","130.622"
Fiber,"2013-11-11","129.509"
Fiber,"2013-12-11","127.004"
Fiber,"2014-01-10","130.958"
Fiber,"2014-02-09","130.015"
Fiber,"2014-03-11","125.651"
Fiber,"2014-04-10","123.243"
Fiber,"2014-05-10","122.13"
Fiber,"2014-06-09","125.322"
Fiber,"2014-07-09","122.372"
Fiber,"2014-08-08","123.125"
Fiber,"2014-09-07","119.935"
Fiber,"2014-10-07","114.61"
Fiber,"2014-11-06","112.158"
Fiber,"2014-12-06","110.633"
Fiber,"2015-01-05","109.109"
Fiber,"2015-02-04","108.459"
Fiber,"2015-03-06","102.409"
Fiber,"2015-04-05","102.511"
Fiber,"2015-05-05","99.405"
Fiber,"2015-06-04","96.048"
Fiber,"2015-07-04","94.965"
Fiber,"2015-08-03","91.767"
Fiber,"2015-09-02","85.386"
Fiber,"2015-10-02","87.851"
Fiber,"2015-11-01","85.344"
Fiber,"2015-12-01","82.688"
Fiber,"2015-12-31","80.629"
Fiber,"2016-01-30","78.89"
Fiber,"2016-02-29","77.863"
Fiber,"2016-03-30","76.868"
Fiber,"2016-04-29","76.153"
Fiber,"2016-05-29","75.042"
Fiber,"2016-06-28","72.843"
Fiber,"2016-07-28","73.573"
Fiber,"2016-08-27","74.799"
Fiber,"2016-09-26","74.041"
Fiber,"2016-10-26","72.932"
Fiber,"2016-11-25","72.467"
Fiber,"2016-12-25","72.802"
Fiber,"2017-01-24","72.245"
Fiber,"2017-02-23","71.781"
Fiber,"2017-03-25","71.004"
Fiber,"2017-04-24","69.782"
Fiber,"2017-05-24","68.182"
Fiber,"2017-06-23","69.195"
Fiber,"2017-07-23","68.168"
Fiber,"2017-08-22","68.803"
Fiber,"2017-09-21","69.434"
Fiber,"2017-10-21","67.634"
Fiber,"2017-11-20","68.359"
Fiber,"2017-12-20","68.596"
Fiber,"2018-01-19","68.381"
Fiber,"2018-02-18","68.029"
Fiber,"2018-03-20","68.652"
Fiber,"2018-04-19","69.327"
Fiber,"2018-05-19","67.189"
Fiber,"2018-06-18","67.312"
Fiber,"2018-07-18","66.467"
Fiber,"2018-08-17","59.965"
Fiber,"2018-09-16","54.746"
Fiber,"2018-10-16","51.577"
Fiber,"2018-11-15","46.786"
Fiber,"2018-12-15","47.332"
Fiber,"2019-01-14","49.871"
Fiber,"2019-02-13","48.192"
Fiber,"2019-03-15","44.729"
Fiber,"2019-04-14","44.989"
Fiber,"2019-05-14","36.093"
Fiber,"2019-06-13","38.36"
Fiber,"2019-07-13","36.938"
Fiber,"2019-08-12","36.764"
Fiber,"2019-09-11","37.891"
Fiber,"2019-10-11","36.91"
Fiber,"2019-11-10","35.946"
Fiber,"2019-12-10","39.844"
Fiber,"2020-01-09","41.698"
Fiber,"2020-02-08","39.402"
Fiber,"2020-03-09","40.297"
Fiber,"2020-04-08","39.02"
Fiber,"2020-05-08","37.841"
Fiber,"2020-06-07","36.123"
Fiber,"2020-07-07","34.948"
Fiber,"2020-08-06","26.581"
Fiber,"2020-09-05",null
Fiber,"2020-10-05","22.312"
Fiber,"2020-11-04","26.724"
Fiber,"2020-12-04","28.724"
Fiber,"2021-01-03","28.557"
Fiber,"2021-02-02","27.921"
Fiber,"2021-03-04","28.084"
Fiber,"2021-04-03","28.896"
Fiber,"2021-05-03","26.791"
Fiber,"2021-06-02","20.871"
Fiber,"2021-07-02","20.361"
Fiber,"2021-08-01","20.124"
Fiber,"2021-08-31","20.553"
Fiber,"2021-09-30","21.506"
Fiber,"2021-10-30","20.074"
Fiber,"2021-11-29","19.946"
Fiber,"2021-12-29","19.767"
Fiber,"2022-01-28","19.079"
Fiber,"2022-02-27","19.765"
Fiber,"2022-03-29","19.848"
Fiber,"2022-04-28","20.331"
Fiber,"2022-05-28","19.936"
Fiber,"2022-06-27","19.816"
Fiber,"2022-07-27","19.928"
Fiber,"2022-08-26","19.23"
Fiber,"2022-09-25",null
Fiber,"2022-10-25","18.929"
Fiber,"2022-11-24","18.407"
Fiber,"2022-12-24","18.669"
Fiber,"2023-01-23","18.283"
Fiber,"2023-02-22","17.294"
Fiber,"2023-03-24","16.294"
Fiber,"2023-04-23","16.127"
Fiber,"2023-05-23","19.402"
Fiber,"2023-06-22","19.177"
Fiber,"2023-07-22","17.799"
