"dtime_local per 10 minutes","Average of rtt_max"
1688934000000,35.55300021294866
1688934600000,36.22272534894586
1688935200000,36.1816873006983
1688935800000,36.28699572527045
1688936400000,36.23789333957996
1688937000000,35.85235526551255
1688937600000,35.80046711540575
1688938200000,36.56784013474184
1688938800000,36.94519546576681
1688939400000,37.053575685547024
1688940000000,37.219780581260146
1688940600000,36.652647975505275
1688941200000,36.86555476944231
1688941800000,37.093567576148075
1688942400000,37.75027171388987
1688943000000,37.889999880969825
1688943600000,38.0010551867513
1688944200000,37.26516648858563
1688944800000,37.14122047502258
1688945400000,37.29216294630376
1688946000000,37.02765910365278
1688946600000,36.74133618406991
