Unit ID,ISP,Download,Upload,Technology,State,Region,Days,timezone_offset,timezone_offset_dst
6,Comcast,15,2,CABLE,UNKNOWN,UNKNOWN,30,-5,-4
11,Verizon,35,35,FIBER,MA,NORTHEAST,30,-5,-4
15,Verizon DSL,3,0.768,DSL,UNKNOWN,UNKNOWN,30,-5,-4
358,Comcast,105,10,CABLE,VA,SOUTH,30,-5,-4
360,Comcast,15,2,CABLE,VA,SOUTH,30,-5,-4
361,Cablevision,30,5,CABLE,NY,NORTHEAST,30,-5,-4
365,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
368,AT&T,6,1,DSL,UNKNOWN,UNKNOWN,16,-6,-5
372,Windstream,3,0.768,DSL,AR,SOUTH,30,-6,-5
373,TimeWarner,10,1,CABLE,TX,SOUTH,30,-6,-5
380,Charter,100,5,CABLE,MO,MIDWEST,30,-6,-5
381,CenturyLink,1.5,0.512,DSL,MO,MIDWEST,28,-6,-5
382,AT&T,0.768,0.128,DSL,SC,SOUTH,29,-5,-4
384,Verizon DSL,3,0.768,DSL,MD,SOUTH,30,-5,-4
386,Verizon,150,65,FIBER,ma,NORTHEAST,30,-5,-4
389,TimeWarner,10,1,CABLE,WI,MIDWEST,18,-6,-5
390,Verizon,15,5,FIBER,KY,SOUTH,30,-5,-4
395,TimeWarner,50,5,CABLE,NY,NORTHEAST,30,-5,-4
396,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
397,Verizon,50,25,FIBER,nJ,NORTHEAST,30,-5,-4
398,Comcast,15,2,CABLE,MI,MIDWEST,30,-5,-4
405,AT&T,3,0.512,DSL,IL,MIDWEST,30,-6,-5
408,Windstream,12,0.768,DSL,NC,SOUTH,30,-5,-4
409,CenturyLink,1.5,0.256,DSL,mo,MIDWEST,29,-6,-5
412,Verizon,15,5,FIBER,TX,SOUTH,27,-6,-5
414,Comcast,25,4,CABLE,WA,WEST,30,-8,-7
415,AT&T,6,0.512,DSL,GA,SOUTH,30,-5,-4
416,Qwest,12,0.896,DSL,nm,WEST,30,-7,-6
417,CenturyLink,3,0.64,DSL,FL,SOUTH,30,-5,-4
418,AT&T,0.768,0.384,DSL,OK,SOUTH,24,-6,-5
419,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
421,Comcast,25,4,CABLE,CA,WEST,20,-8,-7
422,Comcast,15,2,CABLE,WA,WEST,30,-8,-7
423,Cox,50,5,CABLE,CA,WEST,4,-8,-7
426,TimeWarner,10,1,CABLE,WA,WEST,30,-8,-7
429,Verizon,25,25,FIBER,CA,WEST,30,-8,-7
431,Verizon,15,5,FIBER,CA,WEST,30,-8,-7
434,Verizon,20,5,FIBER,MD,SOUTH,30,-5,-4
435,Verizon,25,25,FIBER,MD,SOUTH,30,-5,-4
439,Cox,18,2,CABLE,CA,WEST,4,-8,-7
440,Qwest,12,0.896,DSL,CO,WEST,30,-7,-6
444,Cox,15,2,CABLE,AZ,WEST,30,-7,-7
447,Verizon,35,35,FIBER,PA,NORTHEAST,30,-5,-4
448,AT&T,6,0.768,DSL,IN,MIDWEST,30,-5,-5
449,Verizon,15,5,FIBER,CA,WEST,25,-8,-7
452,Frontier,3,0.384,DSL,CA,WEST,30,-8,-7
454,Insight,10,1,CABLE,KY,SOUTH,30,-5,-4
456,Windstream,6,0.768,DSL,KY,SOUTH,30,-5,-4
457,TimeWarner,20,2,CABLE,TX,SOUTH,30,-6,-5
458,Cox,3,0.768,CABLE,NJ,NORTHEAST,30,-5,-4
460,Comcast,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
462,Cablevision,15,2,CABLE,NJ,NORTHEAST,29,-5,-4
464,AT&T,3,0.384,DSL,OH,MIDWEST,30,-5,-4
465,TimeWarner,20,2,CABLE,TX,SOUTH,30,-6,-5
468,Charter,30,4,CABLE,MO,MIDWEST,30,-6,-5
469,AT&T,18,1.5,DSL,NC,SOUTH,28,-5,-4
471,Comcast,15,2,CABLE,AZ,WEST,30,-7,-7
473,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
474,AT&T,6,0.768,DSL,CA,WEST,30,-8,-7
475,Comcast,3,0.768,CABLE,IL,MIDWEST,15,-6,-5
476,CenturyLink,0.512,0.256,DSL,AR,SOUTH,19,-6,-5
477,Verizon,35,35,FIBER,NJ,NORTHEAST,30,-5,-4
480,TimeWarner,30,5,CABLE,WI,MIDWEST,30,-6,-5
482,AT&T,3,0.512,DSL,CA,WEST,30,-8,-7
483,CenturyLink,3,0.64,DSL,WI,MIDWEST,30,-6,-5
484,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
485,AT&T,3,0.512,DSL,TX,SOUTH,30,-6,-5
488,Verizon DSL,3,0.768,DSL,cA,WEST,30,-8,-7
494,Cox,15,2,CABLE,VA,SOUTH,30,-5,-4
497,Comcast,25,4,CABLE,CA,WEST,1,-8,-7
499,Frontier,25,25,FIBER,OR,WEST,30,-8,-7
500,Cablevision,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
502,Comcast,25,4,CABLE,CA,WEST,23,-8,-7
503,Qwest,20,0.896,DSL,CO,WEST,30,-7,-6
504,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
507,AT&T,3,0.768,DSL,IL,MIDWEST,29,-6,-5
509,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
511,AT&T,1.5,0.384,DSL,MI,MIDWEST,30,-5,-4
515,CenturyLink,5,0.768,DSL,FL,SOUTH,30,-5,-4
516,AT&T,24,3,DSL,CA,WEST,7,-8,-7
517,Cox,22,5,CABLE,AZ,WEST,30,-7,-7
518,CenturyLink,3,0.64,DSL,NC,SOUTH,17,-5,-4
519,TimeWarner,10,1,CABLE,NC,SOUTH,30,-5,-4
520,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
521,Charter,100,5,CABLE,NV,WEST,30,-8,-7
522,Verizon,25,25,FIBER,VA,SOUTH,30,-5,-4
525,Qwest,1.5,0.896,DSL,AZ,WEST,30,-7,-7
529,Comcast,15,2,CABLE,IN,MIDWEST,30,-6,-5
532,Cox,15,1.5,CABLE,NY,NORTHEAST,30,-5,-4
534,AT&T,6,0.512,DSL,NC,SOUTH,30,-5,-4
536,Comcast,22,5,CABLE,Ga,SOUTH,30,-5,-4
537,AT&T,18,1.5,DSL,IL,MIDWEST,30,-6,-5
538,Verizon,25,25,FIBER,NY,NORTHEAST,29,-5,-4
540,AT&T,6,0.768,DSL,KS,MIDWEST,30,-6,-5
541,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
542,Charter,30,4,CABLE,MO,MIDWEST,30,-6,-5
543,Cox,22,5,CABLE,AZ,WEST,30,-7,-7
544,Verizon DSL,3,0.768,DSL,VA,SOUTH,30,-5,-4
545,Comcast,50,10,CABLE,NJ,NORTHEAST,30,-5,-4
546,Comcast,6,1,CABLE,MA,NORTHEAST,30,-5,-4
548,AT&T,18,1.5,DSL,CA,WEST,30,-8,-7
549,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
551,Comcast,25,4,CABLE,SC,SOUTH,30,-5,-4
553,Comcast,15,2,CABLE,MS,SOUTH,30,-6,-5
556,Verizon,75,35,FIBER,NY,NORTHEAST,30,-5,-4
557,TimeWarner,15,1,CABLE,OH,MIDWEST,17,-5,-4
559,Comcast,15,2,CABLE,UT,WEST,30,-7,-6
560,AT&T,18,1.5,DSL,TX,SOUTH,30,-6,-5
561,Verizon,35,35,FIBER,PA,NORTHEAST,30,-5,-4
562,Cox,22,5,CABLE,az,WEST,30,-7,-7
563,AT&T,3,1,DSL,CA,WEST,30,-8,-7
566,Comcast,15,2,CABLE,NH,NORTHEAST,30,-5,-4
567,Mediacom,20,2,CABLE,MO,MIDWEST,30,-6,-5
568,AT&T,12,1.5,DSL,GA,SOUTH,30,-5,-4
569,Cox,12,2,CABLE,OK,SOUTH,30,-6,-5
572,TimeWarner,15,2,CABLE,TX,SOUTH,30,-6,-5
573,TimeWarner,10,1,CABLE,TX,SOUTH,30,-6,-5
575,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
576,Verizon,25,25,FIBER,PA,NORTHEAST,30,-5,-4
588,Verizon,25,25,FIBER,nj,NORTHEAST,30,-5,-4
590,Qwest,12,0.896,DSL,UT,WEST,30,-7,-6
591,AT&T,12,1,DSL,CA,WEST,30,-8,-7
593,AT&T,3,0.512,DSL,IN,MIDWEST,30,-5,-5
594,CenturyLink,25,2,DSL,FL,SOUTH,30,-5,-4
595,Cablevision,15,2,CABLE,ny,NORTHEAST,30,-5,-4
596,AT&T,6,1,DSL,OH,MIDWEST,30,-5,-4
597,Charter,100,5,CABLE,MO,MIDWEST,15,-6,-5
598,Comcast,12,2,CABLE,ca,WEST,30,-8,-7
600,Charter,15,3,CABLE,MN,MIDWEST,30,-6,-5
602,Qwest,1.5,0.896,DSL,CO,WEST,30,-7,-6
605,Wildblue/ViaSat,REMOVE,REMOVE,SATELLITE,TX,SOUTH,10,-6,-5
607,AT&T,0.768,0.384,DSL,AL,SOUTH,30,-6,-5
612,Charter,25,3,CABLE,MI,MIDWEST,23,-5,-4
613,AT&T,3,0.512,DSL,TX,SOUTH,28,-6,-5
615,Comcast,15,2,CABLE,PA,NORTHEAST,30,-5,-4
616,Comcast,15,2,CABLE,VA,SOUTH,30,-5,-4
617,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
619,Cox,20,2,CABLE,NV,WEST,30,-8,-7
621,Verizon,25,25,FIBER,PA,NORTHEAST,30,-5,-4
622,Verizon,15,5,FIBER,CA,WEST,30,-8,-7
623,AT&T,12,1.5,DSL,MI,MIDWEST,19,-5,-4
624,Cox,28,5,CABLE,GA,SOUTH,30,-5,-4
626,Windstream,3,0.768,DSL,TX,SOUTH,30,-6,-5
627,Comcast,15,2,CABLE,AL,SOUTH,30,-6,-5
628,Cablevision,30,5,CABLE,NJ,NORTHEAST,30,-5,-4
629,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
631,Insight,10,1,CABLE,KY,SOUTH,30,-5,-4
634,AT&T,12,1.5,DSL,NJ,NORTHEAST,30,-5,-4
635,Cox,15,2,CABLE,VA,SOUTH,30,-5,-4
636,Verizon,35,35,FIBER,TX,SOUTH,30,-6,-5
638,Comcast,15,2,CABLE,PA,NORTHEAST,30,-5,-4
639,Cablevision,30,5,CABLE,nj,NORTHEAST,30,-5,-4
640,Qwest,1.5,0.896,DSL,OR,WEST,30,-8,-7
641,Comcast,15,2,CABLE,MA,NORTHEAST,30,-5,-4
648,TimeWarner,10,1,CABLE,CA,WEST,22,-8,-7
650,Comcast,15,2,CABLE,IL,MIDWEST,29,-6,-5
651,Insight,20,1.5,CABLE,KY,SOUTH,30,-5,-4
653,Cox,REMOVE,REMOVE,CABLE,LA,SOUTH,30,-6,-5
654,TimeWarner,10,1,CABLE,NC,SOUTH,28,-5,-4
655,Comcast,15,2,CABLE,AZ,WEST,19,-7,-7
657,Verizon DSL,3,0.768,DSL,MA,NORTHEAST,30,-5,-4
659,TimeWarner,3,1,CABLE,FL,SOUTH,4,-5,-4
660,Comcast,15,2,CABLE,IN,MIDWEST,30,-5,-5
661,AT&T,6,1,DSL,MI,MIDWEST,22,-5,-4
662,AT&T,12,1.5,DSL,AR,SOUTH,30,-6,-5
664,Qwest,5,0.896,DSL,OR,WEST,30,-8,-7
665,Mediacom,20,2,CABLE,IA,MIDWEST,30,-6,-5
666,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
669,Comcast,15,2,CABLE,MN,MIDWEST,30,-6,-5
671,Qwest,40,5,DSL,CO,WEST,30,-7,-6
676,Windstream,3,0.768,DSL,AR,SOUTH,26,-6,-5
677,CenturyLink,6,0.768,DSL,FL,SOUTH,30,-5,-4
681,Comcast,15,2,CABLE,OR,WEST,2,-8,-7
683,CenturyLink,10,0.768,DSL,Al,SOUTH,30,-6,-5
685,Cox,15,2,CABLE,AZ,WEST,30,-7,-7
687,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
688,AT&T,1.5,0.384,DSL,tx,SOUTH,30,-6,-5
689,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
691,CenturyLink,1.5,0.512,DSL,OH,MIDWEST,30,-5,-4
694,Comcast,12,2,CABLE,MD,SOUTH,30,-5,-4
695,Comcast,15,2,CABLE,IN,MIDWEST,30,-5,-5
697,Comcast,10,2,CABLE,MN,MIDWEST,28,-6,-5
698,Qwest,1.5,0.896,DSL,AZ,WEST,30,-7,-7
700,Cablevision,30,5,CABLE,NJ,NORTHEAST,30,-5,-4
702,Cox,15,2,CABLE,AZ,WEST,30,-7,-7
703,Verizon,25,25,FIBER,PA,NORTHEAST,30,-5,-4
705,Cox,3,0.768,CABLE,LA,SOUTH,30,-6,-5
706,Comcast,15,2,CABLE,WA,WEST,30,-8,-7
708,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
709,Frontier,35,35,FIBER,OR,WEST,30,-8,-7
711,Cox,15,2,CABLE,AZ,WEST,30,-7,-7
712,Qwest,20,0.896,DSL,co,WEST,29,-7,-6
715,Verizon,35,35,FIBER,NY,NORTHEAST,30,-5,-4
720,Verizon,25,25,FIBER,CA,WEST,30,-8,-7
721,Qwest,7,0.896,DSL,CO,WEST,30,-7,-6
723,AT&T,24,3,DSL,SC,SOUTH,30,-5,-4
724,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
727,Windstream,3,0.768,DSL,Fl,SOUTH,30,-5,-4
731,AT&T,18,1.5,DSL,TX,SOUTH,30,-6,-5
733,Comcast,15,2,CABLE,PA,NORTHEAST,30,-5,-4
734,AT&T,18,1.5,DSL,OH,MIDWEST,30,-5,-4
737,TimeWarner,10,1,CABLE,NC,SOUTH,30,-5,-4
738,Cox,22,5,CABLE,AZ,WEST,30,-7,-7
739,Insight,50,5,CABLE,KY,SOUTH,30,-5,-4
744,Comcast,15,2,CABLE,Mi,MIDWEST,30,-5,-4
745,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
746,AT&T,12,1.5,DSL,NV,WEST,30,-8,-7
750,Comcast,15,2,CABLE,WA,WEST,30,-8,-7
751,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
752,TimeWarner,10,1,CABLE,MO,MIDWEST,30,-6,-5
753,Cablevision,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
757,AT&T,3,0.512,DSL,IL,MIDWEST,30,-6,-5
758,Comcast,25,4,CABLE,MN,MIDWEST,30,-6,-5
760,TimeWarner,20,2,CABLE,NY,NORTHEAST,30,-5,-4
762,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
763,Verizon,20,20,FIBER,MD,SOUTH,30,-5,-4
764,Comcast,15,2,CABLE,CO,WEST,30,-7,-6
765,AT&T,24,3,DSL,CA,WEST,29,-8,-7
767,Comcast,15,2,CABLE,CO,WEST,30,-7,-6
769,AT&T,12,1,DSL,TX,SOUTH,30,-6,-5
770,Charter,30,4,CABLE,MI,MIDWEST,30,-5,-4
772,AT&T,12,1.5,DSL,IL,MIDWEST,18,-6,-5
773,TimeWarner,10,1,CABLE,TX,SOUTH,15,-7,-6
778,Verizon,35,35,FIBER,CA,WEST,30,-8,-7
782,CenturyLink,10,0.896,DSL,FL,SOUTH,24,-5,-4
783,Comcast,15,2,CABLE,PA,NORTHEAST,30,-5,-4
784,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
785,Verizon,20,10,FIBER,CA,WEST,30,-8,-7
786,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
787,CenturyLink,10,0.768,DSL,AR,SOUTH,29,-6,-5
789,Cablevision,50,8,CABLE,NJ,NORTHEAST,30,-5,-4
790,AT&T,6,0.768,DSL,CA,WEST,30,-8,-7
791,Comcast,15,2,CABLE,CA,WEST,30,-8,-7
793,CenturyLink,3,0.64,DSL,OH,MIDWEST,30,-5,-4
794,Verizon,50,25,FIBER,NY,NORTHEAST,11,-5,-4
795,Comcast,15,2,CABLE,KS,MIDWEST,30,-6,-5
798,Insight,50,5,CABLE,KY,SOUTH,30,-5,-4
800,TimeWarner,10,1,CABLE,WI,MIDWEST,30,-6,-5
801,Charter,15,3,CABLE,Mi,MIDWEST,29,-5,-4
802,TimeWarner,10,1,CABLE,OH,MIDWEST,24,-5,-4
803,TimeWarner,10,1,CABLE,OH,MIDWEST,30,-5,-4
804,Qwest,7,0.896,DSL,MN,MIDWEST,30,-6,-5
805,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
810,Comcast,6,1,CABLE,MA,NORTHEAST,30,-5,-4
813,CenturyLink,10,0.896,DSL,NC,SOUTH,23,-5,-4
820,TimeWarner,10,1,CABLE,ME,NORTHEAST,30,-5,-4
823,Qwest,12,0.896,DSL,WA,WEST,30,-8,-7
827,Verizon,50,25,FIBER,NJ,NORTHEAST,30,-5,-4
828,Comcast,15,2,CABLE,IL,MIDWEST,30,-6,-5
829,Comcast,3,0.768,CABLE,MD,SOUTH,30,-5,-4
830,Comcast,15,2,CABLE,ga,SOUTH,30,-5,-4
831,TimeWarner,15,2,CABLE,CA,WEST,20,-8,-7
834,TimeWarner,15,2,CABLE,CA,WEST,30,-8,-7
835,Verizon DSL,7,0.768,DSL,CA,WEST,19,-8,-7
836,Frontier,25,25,FIBER,WA,WEST,30,-8,-7
838,AT&T,6,0.512,DSL,FL,SOUTH,30,-5,-4
839,Qwest,20,0.896,DSL,CO,WEST,30,-7,-6
840,AT&T,18,1.5,DSL,IL,MIDWEST,10,-6,-5
843,Comcast,25,4,CABLE,FL,SOUTH,30,-5,-4
844,Comcast,15,2,CABLE,PA,NORTHEAST,30,-5,-4
846,AT&T,12,1.5,DSL,IN,MIDWEST,30,-5,-5
847,Comcast,15,2,CABLE,MA,NORTHEAST,30,-5,-4
848,Charter,30,4,CABLE,MI,MIDWEST,30,-5,-4
851,TimeWarner,3,1,CABLE,NY,NORTHEAST,30,-5,-4
852,AT&T,12,1.5,DSL,MI,MIDWEST,30,-5,-4
857,Cox,15,1.5,CABLE,La,SOUTH,30,-6,-5
858,Verizon,10,2,FIBER,VA,SOUTH,30,-5,-4
859,Charter,15,3,CABLE,MI,MIDWEST,16,-5,-4
861,Comcast,25,4,CABLE,MI,MIDWEST,30,-5,-4
862,Verizon,25,25,FIBER,TX,SOUTH,30,-6,-5
863,TimeWarner,10,1,CABLE,OH,MIDWEST,30,-5,-4
865,Cox,18,2,CABLE,GA,SOUTH,30,-5,-4
866,Comcast,15,2,CABLE,ct,NORTHEAST,30,-5,-4
867,CenturyLink,5,0.768,DSL,FL,SOUTH,30,-5,-4
870,Verizon DSL,5,0.768,DSL,FL,SOUTH,30,-5,-4
871,AT&T,0.768,0.384,DSL,CA,WEST,30,-8,-7
872,Verizon,35,35,FIBER,NY,NORTHEAST,2,-5,-4
873,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
874,Charter,30,4,CABLE,WI,MIDWEST,30,-6,-5
875,AT&T,12,1.5,DSL,Al,SOUTH,30,-6,-5
877,TimeWarner,15,2,CABLE,CA,WEST,30,-8,-7
878,Comcast,25,4,CABLE,Tx,SOUTH,17,-6,-5
879,TimeWarner,20,2,CABLE,VA,SOUTH,22,-5,-4
881,Frontier,15,5,FIBER,WA,WEST,30,-8,-7
882,AT&T,6,0.768,DSL,TX,SOUTH,17,-6,-5
883,Frontier,25,25,FIBER,OR,WEST,30,-8,-7
885,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
886,TimeWarner,15,2,CABLE,CA,WEST,30,-8,-7
887,CenturyLink,3,0.512,DSL,MO,MIDWEST,29,-6,-5
889,CenturyLink,8,0.768,DSL,KS,MIDWEST,30,-6,-5
894,Comcast,25,4,CABLE,NH,NORTHEAST,30,-5,-4
895,Mediacom,20,2,CABLE,MO,MIDWEST,30,-6,-5
896,CenturyLink,10,0.768,DSL,Wi,MIDWEST,30,-6,-5
897,Verizon DSL,10,1,DSL,PA,NORTHEAST,30,-5,-4
898,CenturyLink,10,0.896,DSL,AL,SOUTH,30,-6,-5
899,Cox,15,2,CABLE,NV,WEST,30,-8,-7
900,AT&T,18,1.5,DSL,IL,MIDWEST,30,-6,-5
901,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
902,Verizon DSL,3,0.768,DSL,PA,NORTHEAST,29,-5,-4
903,TimeWarner,20,2,CABLE,FL,SOUTH,30,-5,-4
906,AT&T,3,0.512,DSL,ny,NORTHEAST,30,-5,-4
908,TimeWarner,50,5,CABLE,KS,MIDWEST,15,-6,-5
909,Frontier,25,25,FIBER,WA,WEST,28,-8,-7
910,AT&T,6,0.768,DSL,IL,MIDWEST,30,-6,-5
911,Cox,25,3,CABLE,VA,SOUTH,30,-5,-4
912,Comcast,15,2,CABLE,pa,NORTHEAST,30,-5,-4
913,Charter,30,4,CABLE,MN,MIDWEST,30,-6,-5
914,Cablevision,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
916,TimeWarner,10,1,CABLE,ny,NORTHEAST,7,-5,-4
918,Charter,30,4,CABLE,MN,MIDWEST,20,-6,-5
922,Charter,15,3,CABLE,Tx,SOUTH,30,-6,-5
924,Comcast,15,2,CABLE,CA,WEST,30,-8,-7
925,CenturyLink,3,0.512,DSL,MO,MIDWEST,30,-6,-5
926,Qwest,20,0.896,DSL,NM,WEST,28,-7,-6
927,TimeWarner,10,1,CABLE,CA,WEST,30,-8,-7
928,Cox,25,5,CABLE,OK,SOUTH,29,-6,-5
929,AT&T,6,0.768,DSL,CO,WEST,23,-7,-6
930,Charter,15,3,CABLE,NE,MIDWEST,30,-6,-5
931,Comcast,15,2,CABLE,WA,WEST,16,-8,-7
933,AT&T,6,0.768,DSL,IN,MIDWEST,30,-5,-5
934,TimeWarner,30,5,CABLE,NC,SOUTH,23,-5,-4
935,Comcast,15,2,CABLE,MS,SOUTH,29,-6,-5
937,Comcast,25,4,CABLE,CO,WEST,30,-7,-6
939,TimeWarner,10,1,CABLE,ca,WEST,30,-8,-7
940,Charter,30,4,CABLE,MI,MIDWEST,29,-6,-5
941,Verizon,35,35,FIBER,TX,SOUTH,21,-6,-5
943,Comcast,15,2,CABLE,IL,MIDWEST,30,-6,-5
944,Comcast,15,2,CABLE,IL,MIDWEST,30,-6,-5
945,Windstream,6,0.768,DSL,GA,SOUTH,30,-5,-4
946,Insight,10,1,CABLE,ky,SOUTH,30,-5,-4
948,Insight,20,1.5,CABLE,KY,SOUTH,30,-5,-4
949,TimeWarner,10,1,CABLE,OH,MIDWEST,30,-5,-4
950,Comcast,25,4,CABLE,FL,SOUTH,30,-5,-4
954,Cablevision,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
955,Comcast,15,2,CABLE,GA,SOUTH,30,-5,-4
956,AT&T,6,0.768,DSL,CA,WEST,30,-8,-7
957,TimeWarner,10,1,CABLE,NY,NORTHEAST,30,-5,-4
958,Mediacom,12,1,CABLE,IA,MIDWEST,30,-6,-5
963,Mediacom,12,1,CABLE,il,MIDWEST,26,-6,-5
964,Comcast,15,2,CABLE,IL,MIDWEST,2,-6,-5
965,Verizon,35,35,FIBER,VA,SOUTH,30,-5,-4
967,Verizon,35,35,FIBER,VA,SOUTH,30,-5,-4
969,Verizon DSL,3,0.768,DSL,CA,WEST,30,-8,-7
970,Verizon,20,5,FIBER,VA,SOUTH,30,-5,-4
972,AT&T,18,1.5,DSL,FL,SOUTH,7,-5,-4
973,Comcast,15,2,CABLE,MA,NORTHEAST,30,-5,-4
976,Comcast,15,2,CABLE,NM,WEST,30,-7,-6
977,Comcast,15,2,CABLE,AL,SOUTH,30,-6,-5
978,Cox,25,3,CABLE,VA,SOUTH,30,-5,-4
979,TimeWarner,10,1,CABLE,ID,WEST,30,-8,-7
981,Comcast,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
983,Cablevision,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
986,TimeWarner,10,1,CABLE,Wi,MIDWEST,30,-6,-5
987,Charter,15,3,CABLE,MA,NORTHEAST,15,-5,-4
988,AT&T,12,1.5,DSL,NC,SOUTH,30,-5,-4
989,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
992,Windstream,12,0.768,DSL,GA,SOUTH,30,-5,-4
993,Verizon,50,25,FIBER,MA,NORTHEAST,6,-5,-4
995,Comcast,25,4,CABLE,AZ,WEST,7,-7,-7
997,Comcast,15,2,CABLE,TN,SOUTH,30,-5,-4
998,Verizon,15,5,FIBER,PA,NORTHEAST,29,-5,-4
999,Charter,25,3,CABLE,MO,MIDWEST,29,-6,-5
1000,Comcast,15,2,CABLE,CT,NORTHEAST,30,-5,-4
1001,Charter,15,3,CABLE,MI,MIDWEST,30,-5,-4
1004,Cablevision,15,2,CABLE,NY,NORTHEAST,30,-5,-4
1008,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
1009,Verizon DSL,5,0.768,DSL,DE,SOUTH,25,-5,-4
1011,Verizon DSL,10,1,DSL,ca,WEST,30,-8,-7
1012,TimeWarner,10,1,CABLE,CA,WEST,28,-8,-7
1013,Mediacom,12,1,CABLE,IL,MIDWEST,29,-6,-5
1014,Verizon,35,35,FIBER,NJ,NORTHEAST,30,-5,-4
1015,Windstream,6,0.768,DSL,KY,SOUTH,29,-5,-4
1016,TimeWarner,10,1,CABLE,ca,WEST,30,-8,-7
1020,Comcast,50,10,CABLE,va,SOUTH,30,-5,-4
1021,Cablevision,50,8,CABLE,NY,NORTHEAST,30,-5,-4
1023,TimeWarner,30,5,CABLE,OH,MIDWEST,4,-5,-4
1025,Charter,30,4,CABLE,CA,WEST,30,-8,-7
1026,Verizon,25,25,FIBER,CA,WEST,30,-8,-7
1027,TimeWarner,3,1,CABLE,OH,MIDWEST,30,-5,-4
1028,Cablevision,30,5,CABLE,NY,NORTHEAST,29,-5,-4
1030,Comcast,15,2,CABLE,NJ,NORTHEAST,30,-5,-4
1031,Verizon,50,25,FIBER,CA,WEST,30,-8,-7
1032,Charter,30,4,CABLE,CA,WEST,30,-6,-5
1033,Cox,12,2,CABLE,OK,SOUTH,30,-6,-5
1035,Comcast,15,2,CABLE,CO,WEST,30,-7,-6
1037,Insight,10,1,CABLE,KY,SOUTH,30,-5,-4
1038,Insight,20,1.5,CABLE,ky,SOUTH,30,-5,-4
1040,AT&T,12,1.5,DSL,CA,WEST,30,-8,-7
1041,TimeWarner,10,1,CABLE,ca,WEST,30,-8,-7
1042,TimeWarner,10,1,CABLE,NC,SOUTH,30,-5,-4
1043,Verizon,50,25,FIBER,VA,SOUTH,30,-5,-4
1044,AT&T,3,0.512,DSL,MO,MIDWEST,28,-6,-5
1047,AT&T,3,1,DSL,Fl,SOUTH,30,-5,-4
1052,Cox,15,2,CABLE,VA,SOUTH,30,-5,-4
1053,Charter,15,3,CABLE,WI,MIDWEST,30,-6,-5
1054,AT&T,3,0.512,DSL,oh,MIDWEST,12,-5,-4
1055,Mediacom,50,5,CABLE,IA,MIDWEST,30,-6,-5
1058,TimeWarner,20,2,CABLE,NC,SOUTH,30,-5,-4
1059,Cablevision,30,5,CABLE,NY,NORTHEAST,30,-5,-4
1060,Comcast,15,2,CABLE,DC,SOUTH,30,-5,-4
1061,Verizon,35,35,FIBER,NY,NORTHEAST,30,-5,-4
1064,TimeWarner,10,1,CABLE,WI,MIDWEST,30,-6,-5
1065,Charter,15,3,CABLE,MO,MIDWEST,30,-6,-5
1067,AT&T,6,0.768,DSL,IL,MIDWEST,8,-6,-5
1070,Charter,30,4,CABLE,MI,MIDWEST,30,-5,-4
1071,Comcast,50,10,CABLE,VA,SOUTH,24,-5,-4
1072,Cox,25,3,CABLE,VA,SOUTH,27,-5,-4
1073,Verizon,15,5,FIBER,MA,NORTHEAST,30,-5,-4
