Unit ID,ISP,Technology,State,Census,timezone_offset,timezone_offset_dst,Download,Download - Lower Bound,Download - Upper Bound,Upload,WB Model,Whitebox can support download speed,Whitebox can support upload speed
12517,Verizon ,DSL,PA,Northeast,-5 hr,-4 hr,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WNR3500L,Yes,Yes
1002378,Verizon ,DSL,PA,Northeast,-5 hr,-4 hr,[1.1 - 3.0],1.1,3,[0.384 - 0.768],SK Whitebox 8.0,Yes,Yes
146224,Verizon ,DSL,NY,Northeast,-5 hr,-4 hr,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WR741NDv4,Yes,Yes
12926,Verizon ,DSL,VA,South,-5 hr,-4 hr,[1.1 - 3.0],1.1,3,[0.384 - 0.768],WNR3500L,Yes,Yes
5571,AT&T,IPBB,sc,South,-5 hr,-4 hr,3,,,0.512,WNR3500L,Yes,Yes
1006296,CenturyLink,DSL,NC,South,-5 hr,-4 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
1006354,CenturyLink,DSL,TX,South,-6 hr,-5 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
1006300,CenturyLink,DSL,NJ,Northeast,-5 hr,-4 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1006380,CenturyLink,DSL,AL,South,-6 hr,-5 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
658468,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,WDR3600,Yes,Yes
999447,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
1009250,CenturyLink,DSL,NM,West,-7 hr,-6 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1001800,AT&T,IPBB,OK,South,-6 hr,-5 hr,3,,,0.768,SK Whitebox 8.0,Yes,Yes
1009232,CenturyLink,DSL,AR,South,-6 hr,-5 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
901658,CenturyLink,DSL,NC,South,-5 hr,-4 hr,3,,,0.512,WR1043ND,Yes,Yes
1001802,AT&T,IPBB,TN,South,-6 hr,-5 hr,3,,,0.768,SK Whitebox 8.0,Yes,Yes
901850,CenturyLink,DSL,VA,South,-5 hr,-4 hr,3,,,0.512,WR1043ND,Yes,Yes
1009370,CenturyLink,DSL,WI,Midwest,-6 hr,-5 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
801264,CenturyLink,DSL,CO,West,-7 hr,-6 hr,3,,,0.64,WR741NDv4,Yes,Yes
1006884,CenturyLink,DSL,VA,South,-5 hr,-4 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
901892,CenturyLink,DSL,IN,Midwest,-5 hr,-4 hr,3,,,0.512,WR1043ND,Yes,Yes
901822,CenturyLink,DSL,WI,Midwest,-6 hr,-5 hr,3,,,0.512,WR1043ND,Yes,Yes
901840,CenturyLink,DSL,VA,South,-5 hr,-4 hr,3,,,0.64,WR1043ND,Yes,Yes
5559,CenturyLink,DSL,AL,South,-6 hr,-5 hr,3,,,0.512,WNR3500L,Yes,Yes
994221,AT&T,IPBB,TN,South,-5 hr,-4 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
1009234,CenturyLink,DSL,MO,Midwest,-6 hr,-5 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
26340,Frontier ,DSL,NY,Northeast,-5 hr,-4 hr,3,,,0.384,WR741ND,Yes,Yes
1006878,CenturyLink,DSL,UT,West,-7 hr,-6 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1006872,CenturyLink,DSL,MN,Midwest,-6 hr,-5 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1009218,CenturyLink,DSL,WA,West,-8 hr,-7 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1009224,CenturyLink,DSL,MN,Midwest,-6 hr,-5 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1001810,AT&T,IPBB,AL,South,-6 hr,-5 hr,3,,,0.768,SK Whitebox 8.0,Yes,Yes
925864,Cincinnati Bell ,DSL,KY,South,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
915702,Cincinnati Bell ,DSL,KY,South,-5 hr,-4 hr,30,,,3,WR1043ND,Yes,Yes
1001812,AT&T,IPBB,CA,West,-8 hr,-7 hr,3,,,0.768,SK Whitebox 8.0,Yes,Yes
1006786,AT&T,IPBB,MO,Midwest,-6 hr,-5 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
1009360,Hughes,Satellite,OH,Midwest,-5 hr,-4 hr,5,,,1,SK Whitebox 8.0,Yes,Yes
1006882,CenturyLink,DSL,IA,Midwest,-6 hr,-5 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
994259,AT&T,IPBB,OK,South,-6 hr,-5 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
806274,AT&T,IPBB,IL,Midwest,-6 hr,-5 hr,3,,,0.512,WR741NDv4,Yes,Yes
901848,CenturyLink,DSL,TN,South,-5 hr,-4 hr,4,,,0.512,WR1043ND,Yes,Yes
806020,AT&T,IPBB,MI,Midwest,-5 hr,-4 hr,3,,,0.512,WR741NDv4,Yes,Yes
999653,AT&T,IPBB,LA,South,-6 hr,-5 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
7674,CenturyLink,DSL,AZ,West,-7 hr,-7 hr,5,,,0.896,WNR3500L,Yes,Yes
614034,AT&T,IPBB,GA,South,-5 hr,-4 hr,3,,,0.512,WR741NDv4,Yes,Yes
806238,AT&T,IPBB,GA,South,-5 hr,-4 hr,3,,,0.512,WDR3600,Yes,Yes
999675,AT&T,IPBB,NC,South,-5 hr,-4 hr,3,,,0.512,SK Whitebox 8.0,Yes,Yes
599794,AT&T,IPBB,GA,South,-5 hr,-4 hr,3,,,0.512,WR741NDv4,Yes,Yes
1006174,AT&T,IPBB,FL,South,-5 hr,-4 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
805312,AT&T,IPBB,MS,South,-6 hr,-5 hr,3,,,0.512,WR741NDv4,Yes,Yes
999125,AT&T,IPBB,IL,Midwest,-6 hr,-5 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
999805,Hughes,Satellite,OH,Midwest,-5 hr,-4 hr,25,,,3,SK Whitebox 8.0,Yes,Yes
805534,AT&T,IPBB,WI,Midwest,-6 hr,-5 hr,3,,,0.512,WR741NDv4,Yes,Yes
997359,CenturyLink,DSL,CO,West,-7 hr,-6 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1009290,CenturyLink,DSL,CO,West,-7 hr,-6 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
805610,AT&T,IPBB,TN,South,-6 hr,-5 hr,3,,,0.512,WR741NDv4,Yes,Yes
999461,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
13305,CenturyLink,DSL,NC,South,-5 hr,-4 hr,4,,,0.512,WNR3500L,Yes,Yes
1006338,CenturyLink,DSL,WA,West,-8 hr,-7 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1006460,AT&T,IPBB,AR,South,-6 hr,-5 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
1006382,CenturyLink,DSL,WA,West,-8 hr,-7 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
1009984,CenturyLink,DSL,IA,Midwest,-6 hr,-5 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
806158,AT&T,IPBB,TX,South,-6 hr,-5 hr,24,,,3,WR741NDv4,Yes,Yes
901844,CenturyLink,DSL,AZ,West,-7 hr,-7 hr,5,,,0.896,WR1043ND,Yes,Yes
940798,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
941696,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,AC1750v2,Yes,Yes
214684,CenturyLink,DSL,MO,Midwest,-5 hr,-4 hr,4,,,0.512,WR741NDv4,Yes,Yes
940822,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
1006798,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,30,,,3,SK Whitebox 8.0,Yes,Yes
942836,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
32398,Wildblue/ViaSat,Satellite,IN,Midwest,-5 hr,-4 hr,12,,,3,WR741ND,Yes,Yes
1006784,AT&T,IPBB,IN,Midwest,-5 hr,-4 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
1268,CenturyLink,DSL,MO,Midwest,-6 hr,-5 hr,4,,,0.512,WNR3500L,Yes,Yes
805208,AT&T,IPBB,CA,West,-8 hr,-7 hr,3,,,0.512,WR741NDv4,Yes,Yes
948654,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,10,,,1,SK Whitebox 8.0,Yes,Yes
999489,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
805782,AT&T,IPBB,CA,West,-8 hr,-7 hr,3,,,1,WR741NDv4,Yes,Yes
1009318,CenturyLink,DSL,ID,West,-7 hr,-6 hr,5,,,0.896,SK Whitebox 8.0,Yes,Yes
806024,AT&T,IPBB,MO,Midwest,-6 hr,-5 hr,3,,,1,WR741NDv4,Yes,Yes
658571,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,WDR3600,Yes,Yes
1006142,AT&T,IPBB,CA,West,-8 hr,-7 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
12281,AT&T,IPBB,CA,West,-8 hr,-7 hr,45,,,6,WNR3500L,Yes,Yes
210436,CenturyLink,DSL,CO,West,-7 hr,-6 hr,5,,,0.896,WR741NDv4,Yes,Yes
806008,AT&T,IPBB,MI,Midwest,-5 hr,-4 hr,3,,,2,WR741NDv4,Yes,Yes
1009256,CenturyLink,DSL,IN,Midwest,-5 hr,-4 hr,10,,,0.768,SK Whitebox 8.0,Yes,Yes
599850,CenturyLink,DSL,MO,Midwest,-6 hr,-5 hr,4,,,0.512,WR741NDv4,Yes,Yes
1010468,Cincinnati Bell ,DSL,KY,South,-5 hr,-4 hr,5,,,0.768,SK Whitebox 8.0,Yes,Yes
1006144,AT&T,IPBB,MI,Midwest,-5 hr,-4 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
942636,AT&T,IPBB,OH,Midwest,-5 hr,-4 hr,3,,,1,AC1750v2,Yes,Yes
805296,AT&T,IPBB,IL,Midwest,-6 hr,-5 hr,3,,,1,WR741NDv4,Yes,Yes
1006782,AT&T,IPBB,KY,South,-5 hr,-4 hr,3,,,1,SK Whitebox 8.0,Yes,Yes
1000571,Frontier ,DSL,WA,West,-8 hr,-7 hr,3,,,0.384,SK Whitebox 8.0,Yes,Yes
210444,CenturyLink,DSL,AZ,West,-7 hr,-7 hr,5,,,0.896,WR741NDv4,Yes,Yes
664658,Wildblue/ViaSat,Satellite,CO,West,-7 hr,-6 hr,12,,,3,WDR3600,Yes,Yes
948836,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,SK Whitebox 8.0,Yes,Yes
890426,Cincinnati Bell ,DSL,KY,South,-5 hr,-4 hr,5,,,0.768,WR741NDv4,Yes,Yes
940832,Cincinnati Bell ,DSL,KY,South,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
10262,Wildblue/ViaSat,Satellite,KY,South,-5 hr,-4 hr,12,,,3,WNR3500L,Yes,Yes
941704,Cincinnati Bell ,DSL,KY,South,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
948958,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
805292,AT&T,IPBB,FL,South,-5 hr,-4 hr,5,,,1,WR741NDv4,Yes,Yes
805448,CenturyLink,DSL,AZ,West,-7 hr,-7 hr,7,,,0.896,WR741NDv4,Yes,Yes
940756,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
948136,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
1009456,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,SK Whitebox 8.0,Yes,Yes
915646,CenturyLink,DSL,WA,West,-8 hr,-7 hr,3,,,0.512,WR1043ND,Yes,Yes
8799,CenturyLink,DSL,MN,Midwest,-6 hr,-5 hr,5,,,0.896,WNR3500L,Yes,Yes
12522,CenturyLink,DSL,MN,Midwest,-6 hr,-5 hr,5,,,0.896,WNR3500L,Yes,Yes
941748,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
1006646,CenturyLink,DSL,AZ,West,-7 hr,-7 hr,5,,,0.896,SK Whitebox 8.0,Yes,Yes
1009468,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,SK Whitebox 8.0,Yes,Yes
999487,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
999801,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,SK Whitebox 8.0,Yes,Yes
998963,Cincinnati Bell ,Fiber,OH,Midwest,-5 hr,-4 hr,50,,,10,SK Whitebox 8.0,Yes,Yes
940722,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
1009470,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,SK Whitebox 8.0,Yes,Yes
999025,CenturyLink,DSL,VA,South,-5 hr,-4 hr,6,,,0.512,SK Whitebox 8.0,Yes,Yes
1009236,CenturyLink,DSL,OR,West,-8 hr,-7 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
940674,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
915824,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,WR1043ND,Yes,Yes
948830,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,SK Whitebox 8.0,Yes,Yes
943230,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
915630,CenturyLink,DSL,NM,West,-7 hr,-6 hr,7,,,0.896,WR1043ND,Yes,Yes
1006886,CenturyLink,DSL,IA,Midwest,-6 hr,-5 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
915624,AT&T,IPBB,SC,South,-5 hr,-4 hr,6,,,0.512,WR1043ND,Yes,Yes
925938,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
12460,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,WNR3500L,Yes,Yes
997383,CenturyLink,DSL,IA,Midwest,-6 hr,-5 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
925944,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
999375,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
940780,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,5,,,0.768,AC1750v2,Yes,Yes
1006432,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,10,,,1,SK Whitebox 8.0,Yes,Yes
999515,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
999663,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
805384,AT&T,IPBB,TX,South,-6 hr,-5 hr,6,,,0.512,WDR3600,Yes,Yes
29686,CenturyLink,DSL,NM,West,-7 hr,-6 hr,5,,,0.896,WR1043ND,Yes,Yes
9328,Wildblue/ViaSat,Satellite,MO,Midwest,-6 hr,-5 hr,12,,,3,WNR3500L,Yes,Yes
665186,CenturyLink,DSL,MO,Midwest,-6 hr,-5 hr,6,,,0.512,WDR3600,Yes,Yes
6426,Cincinnati Bell ,Fiber,KY,South,-5 hr,-4 hr,100,,,20,WNR3500L,Yes,Yes
8157,Charter,Cable,FL,South,-5 hr,-4 hr,20,,,2,WNR3500L,Yes,Yes
599798,Charter,Cable,FL,South,-5 hr,-4 hr,100,,,20,WR1043ND,Yes,Yes
32468,CenturyLink,DSL,MN,Midwest,-5 hr,-4 hr,5,,,0.896,WNR3500L,Yes,Yes
806086,AT&T,IPBB,OH,Midwest,-5 hr,-4 hr,6,,,0.768,WR741NDv4,Yes,Yes
901894,CenturyLink,DSL,MI,Midwest,-5 hr,-4 hr,6,,,0.512,WR1043ND,Yes,Yes
658442,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,11,,,1,WDR3600,Yes,Yes
901686,CenturyLink,DSL,AZ,West,-7 hr,-7 hr,7,,,0.896,WR1043ND,Yes,Yes
1010524,CenturyLink,DSL,IA,Midwest,-6 hr,-5 hr,5,,,0.896,SK Whitebox 8.0,Yes,Yes
1006642,CenturyLink,DSL,CO,West,-7 hr,-6 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
901904,CenturyLink,DSL,MN,Midwest,-6 hr,-5 hr,7,,,0.896,WR1043ND,Yes,Yes
1006634,CenturyLink,DSL,UT,West,-7 hr,-6 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
849888,Frontier ,DSL,CA,West,-8 hr,-7 hr,6,,,0.768,WR741NDv4,Yes,Yes
999471,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,11,,,1,SK Whitebox 8.0,Yes,Yes
939196,CenturyLink,DSL,NM,West,-7 hr,-6 hr,7,,,0.896,AC1750v2,Yes,Yes
615428,Charter,Cable,FL,South,-5 hr,-4 hr,100,,,20,WR1043ND,Yes,Yes
925826,CenturyLink,DSL,CO,West,-7 hr,-6 hr,7,,,0.896,AC1750v2,Yes,Yes
9298,Charter,Cable,FL,South,-5 hr,-4 hr,100,,,10,WNR3500L,Yes,Yes
12141,AT&T,IPBB,FL,South,-5 hr,-4 hr,6,,,0.512,WNR3500L,Yes,Yes
1009534,Hughes,Satellite,VA,South,-5 hr,-4 hr,25,,,3,SK Whitebox 8.0,Yes,Yes
26713,CenturyLink,DSL,NC,South,-5 hr,-4 hr,4,,,0.512,WR741ND,Yes,Yes
1006364,CenturyLink,DSL,NM,West,-7 hr,-6 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
215662,CenturyLink,DSL,PA,Northeast,-5 hr,-4 hr,6,,,0.512,WR741NDv4,Yes,Yes
28761,AT&T,IPBB,WI,Midwest,-6 hr,-5 hr,6,,,0.768,WR741ND,Yes,Yes
9575,Frontier ,DSL,DC,South,-6 hr,-5 hr,6,,,0.768,WNR3500L,Yes,Yes
999629,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
32401,Wildblue/ViaSat,Satellite,KS,Midwest,-6 hr,-5 hr,12,,,3,WR741ND,Yes,Yes
999831,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
941984,CenturyLink,DSL,WA,West,-8 hr,-7 hr,7,,,0.896,AC1750v2,Yes,Yes
27080,CenturyLink,DSL,WA,West,-8 hr,-7 hr,7,,,0.896,WR741ND,Yes,Yes
1009316,CenturyLink,DSL,UT,West,-7 hr,-6 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
27355,Frontier ,DSL,IL,Midwest,-6 hr,-5 hr,10,,,1,WR1043ND,Yes,Yes
1006936,CenturyLink,DSL,WA,West,-8 hr,-7 hr,6,,,0.512,SK Whitebox 8.0,Yes,Yes
805804,AT&T,IPBB,CA,West,-8 hr,-7 hr,6,,,0.768,WR741NDv4,Yes,Yes
999207,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
9953,AT&T,IPBB,MS,South,-6 hr,-5 hr,6,,,0.768,WNR3500L,Yes,Yes
32384,Wildblue/ViaSat,Satellite,LA,South,-6 hr,-5 hr,12,,,3,WR741ND,Yes,Yes
5542,CenturyLink,DSL,MO,Midwest,-7 hr,-6 hr,5,,,0.896,WNR3500L,Yes,Yes
1010074,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
10579,Wildblue/ViaSat,Satellite,TX,South,-6 hr,-5 hr,12,,,3,WNR3500L,Yes,Yes
805270,AT&T,IPBB,WI,Midwest,-6 hr,-5 hr,6,,,0.768,WR741NDv4,Yes,Yes
925896,Cincinnati Bell ,DSL,OH,Midwest,-5 hr,-4 hr,10,,,1,AC1750v2,Yes,Yes
797582,Comcast,Cable,CA,West,-8 hr,-7 hr,75,,,5,WR741NDv4,Yes,Yes
1001874,Frontier ,DSL,WV,South,-5 hr,-4 hr,6,,,1,SK Whitebox 8.0,Yes,Yes
995139,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
1006940,CenturyLink,DSL,AZ,West,-7 hr,-7 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
1009286,CenturyLink,DSL,NE,Midwest,-7 hr,-6 hr,10,,,0.768,SK Whitebox 8.0,Yes,Yes
1115,CenturyLink,DSL,OH,Midwest,-5 hr,-4 hr,6,,,0.512,WNR3500L,Yes,Yes
8452,CenturyLink,DSL,UT,West,-7 hr,-6 hr,5,,,0.896,WNR3500L,Yes,Yes
1001824,Cincinnati Bell ,DSL,KY,South,-5 hr,-4 hr,5,,,0.768,SK Whitebox 8.0,Yes,Yes
1006822,Frontier ,DSL,PA,Northeast,-5 hr,-4 hr,6,,,0.768,SK Whitebox 8.0,Yes,Yes
999569,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
32551,Wildblue/ViaSat,Satellite,MO,Midwest,-6 hr,-5 hr,12,,,3,WR741NDv4,Yes,Yes
995123,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
949082,Hughes,Satellite,MI,Midwest,-5 hr,-4 hr,10,,,1,AC1750v2,Yes,Yes
901628,CenturyLink,DSL,IA,Midwest,-6 hr,-5 hr,7,,,0.896,WR1043ND,Yes,Yes
614084,CenturyLink,DSL,IA,Midwest,-6 hr,-5 hr,5,,,0.896,WR741NDv4,Yes,Yes
614196,Hughes,Satellite,OR,West,-8 hr,-7 hr,5,,,1,WR741NDv4,Yes,Yes
901852,CenturyLink,DSL,AL,South,-6 hr,-5 hr,3,,,0.512,WR1043ND,Yes,Yes
1010426,CenturyLink,DSL,OR,West,-8 hr,-7 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
805996,AT&T,IPBB,MI,Midwest,-5 hr,-4 hr,6,,,0.768,WR741NDv4,Yes,Yes
999767,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,11,,,1,SK Whitebox 8.0,Yes,Yes
999567,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
797746,AT&T,IPBB,WI,Midwest,-6 hr,-5 hr,6,,,0.768,WDR3600,Yes,Yes
649218,Wildblue/ViaSat,Satellite,IL,Midwest,-6 hr,-5 hr,12,,,3,WR741NDv4,Yes,Yes
849838,CenturyLink,DSL,MA,Northeast,-5 hr,-4 hr,5,,,0.896,WR741NDv4,Yes,Yes
805874,AT&T,IPBB,AL,South,-6 hr,-5 hr,6,,,1,WDR3600,Yes,Yes
7918,CenturyLink,DSL,VA,South,-5 hr,-4 hr,8,,,0.768,WNR3500L,Yes,Yes
806096,AT&T,IPBB,OK,South,-6 hr,-5 hr,6,,,1,WR741NDv4,Yes,Yes
999069,AT&T,IPBB,CA,West,-8 hr,-7 hr,5,,,1,SK Whitebox 8.0,Yes,Yes
1006898,CenturyLink,DSL,OR,West,-8 hr,-7 hr,3,,,0.64,SK Whitebox 8.0,Yes,Yes
32416,Wildblue/ViaSat,Satellite,MS,South,-6 hr,-5 hr,12,,,3,WR741NDv4,Yes,Yes
994225,AT&T,IPBB,TX,South,-6 hr,-5 hr,6,,,0.768,SK Whitebox 8.0,Yes,Yes
1006866,CenturyLink,DSL,OR,West,-8 hr,-7 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
28177,CenturyLink,DSL,AZ,West,-7 hr,-7 hr,7,,,0.896,WR741ND,Yes,Yes
805538,AT&T,IPBB,CA,West,-8 hr,-7 hr,6,,,0.768,WR741NDv4,Yes,Yes
999437,AT&T,IPBB,CA,West,-8 hr,-7 hr,6,,,0.768,SK Whitebox 8.0,Yes,Yes
599880,CenturyLink,DSL,TX,South,-6 hr,-5 hr,4,,,0.512,WR741NDv4,Yes,Yes
805984,AT&T,IPBB,KY,South,-5 hr,-4 hr,6,,,0.768,WR741NDv4,Yes,Yes
32549,AT&T,IPBB,KY,South,-5 hr,-4 hr,6,,,0.768,WR741NDv4,Yes,Yes
32379,Wildblue/ViaSat,Satellite,AL,South,-6 hr,-5 hr,12,,,3,WR741ND,Yes,Yes
805760,AT&T,IPBB,AR,South,-6 hr,-5 hr,6,,,0.768,WR741NDv4,Yes,Yes
805754,AT&T,IPBB,AR,South,-6 hr,-5 hr,6,,,0.768,WR741NDv4,Yes,Yes
999423,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
797804,Wildblue/ViaSat,Satellite,NY,Northeast,-5 hr,-4 hr,12,,,3,WR741NDv4,Yes,Yes
999475,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
12957,CenturyLink,DSL,WA,West,-8 hr,-7 hr,8,,,0.768,WNR3500L,Yes,Yes
999963,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
1009492,Cincinnati Bell ,DSL,IN,Midwest,-5 hr,-4 hr,10,,,1,SK Whitebox 8.0,Yes,Yes
6663,CenturyLink,DSL,PA,Northeast,-5 hr,-4 hr,10,,,0.768,WNR3500L,Yes,Yes
806330,AT&T,IPBB,OK,South,-6 hr,-5 hr,6,,,0.768,WR741NDv4,Yes,Yes
999613,Hawaiian Telcom,DSL,HI,West,-10 hr,-10 hr,7,,,1,SK Whitebox 8.0,Yes,Yes
1006688,CenturyLink,DSL,UT,West,-7 hr,-6 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
10037,AT&T,IPBB,OH,Midwest,-5 hr,-4 hr,6,,,0.768,WNR3500L,Yes,Yes
948974,AT&T,IPBB,SC,South,-5 hr,-4 hr,6,,,1,AC1750v2,Yes,Yes
806322,AT&T,IPBB,OH,Midwest,-5 hr,-4 hr,6,,,0.768,WR741NDv4,Yes,Yes
10559,AT&T,IPBB,CA,West,-8 hr,-7 hr,6,,,0.768,WNR3500L,Yes,Yes
806320,AT&T,IPBB,KY,South,-5 hr,-4 hr,6,,,0.768,WR741NDv4,Yes,Yes
7669,AT&T,IPBB,CA,West,-8 hr,-7 hr,6,,,0.768,WNR3500L,Yes,Yes
948710,CenturyLink,DSL,MN,Midwest,-6 hr,-5 hr,7,,,0.896,SK Whitebox 8.0,Yes,Yes
