Unit ID,ISP,STATUS,Download,Upload,timezone_offset,timezone_offset_dst,STATE,REGION,Technology
241887,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
210358,Comcast,VALID DATA,20,4,-5,-4,#N/A,#N/A,CABLE
214332,Comcast,VALID DATA,20,4,-5,-4,MA,NORTHEAST,CABLE
213646,Comcast,VALID DATA,20,4,-8,-7,OR,WEST,CABLE
11544,Comcast,VALID DATA,20,4,-6,-5,NJ,NORTHEAST,CABLE
6775,Comcast,VALID DATA,20,4,-5,-4,NJ,NORTHEAST,CABLE
6018,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
12692,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
32456,Comcast,VALID DATA,20,4,-6,-5,MD,SOUTH,CABLE
12647,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
216120,Comcast,VALID DATA,20,4,-5,-5,MD,SOUTH,CABLE
6241,Comcast,VALID DATA,20,4,-6,-5,CT,NORTHEAST,CABLE
1097,Comcast,VALID DATA,20,4,-5,-4,NJ,NORTHEAST,CABLE
6828,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
5193,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
222083,Comcast,VALID DATA,20,4,-5,-5,CT,NORTHEAST,CABLE
11638,Comcast,VALID DATA,20,4,-6,-5,CT,NORTHEAST,CABLE
10204,Comcast,VALID DATA,20,4,-6,-5,NH,NORTHEAST,CABLE
6877,Comcast,VALID DATA,20,4,-6,-5,NH,NORTHEAST,CABLE
9498,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
10676,Comcast,VALID DATA,20,4,-5,-4,NY,NORTHEAST,CABLE
1000,Comcast,VALID DATA,20,4,-5,-4,CT,NORTHEAST,CABLE
232368,Comcast,VALID DATA,20,4,-5,-5,MA,NORTHEAST,CABLE
6153,Comcast,VALID DATA,20,4,-5,-4,MA,NORTHEAST,CABLE
5388,Comcast,VALID DATA,20,4,-6,-5,ME,NORTHEAST,CABLE
844,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
12582,Comcast,VALID DATA,20,4,-5,-4,VA,SOUTH,CABLE
30140,Comcast,VALID DATA,20,4,-6,-5,#N/A,#N/A,CABLE
8850,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
12772,Comcast,VALID DATA,20,4,-5,-4,VA,SOUTH,CABLE
13123,Comcast,VALID DATA,20,4,-5,-4,VA,SOUTH,CABLE
1095,Comcast,VALID DATA,20,4,-8,-7,CA,WEST,CABLE
8376,Comcast,VALID DATA,20,4,-6,-5,NJ,NORTHEAST,CABLE
360,Comcast,VALID DATA,20,4,-5,-4,VA,SOUTH,CABLE
9010,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
28054,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
9585,Comcast,VALID DATA,20,4,-6,-5,CT,NORTHEAST,CABLE
232424,Comcast,VALID DATA,20,4,-5,-5,MD,SOUTH,CABLE
216696,Comcast,VALID DATA,20,4,-6,-5,VA,SOUTH,CABLE
5969,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
5915,Comcast,VALID DATA,20,4,-6,-5,CT,NORTHEAST,CABLE
847,Comcast,VALID DATA,20,4,-5,-4,MA,NORTHEAST,CABLE
214336,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
6669,Comcast,VALID DATA,20,4,-8,-7,CT,NORTHEAST,CABLE
11299,Comcast,VALID DATA,20,4,-5,-4,MA,NORTHEAST,CABLE
5219,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
214404,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
5772,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
9353,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
26471,Comcast,VALID DATA,20,4,-5,-4,MA,NORTHEAST,CABLE
6077,Comcast,VALID DATA,20,4,-5,-4,VA,SOUTH,CABLE
5438,Comcast,VALID DATA,20,4,-6,-5,NH,NORTHEAST,CABLE
5509,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
6604,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
18284,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
6737,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
13025,Comcast,VALID DATA,20,4,-6,-5,WI,MIDWEST,CABLE
5533,Comcast,VALID DATA,20,4,-5,-4,ME,NORTHEAST,CABLE
11271,Comcast,VALID DATA,20,4,-6,-5,NH,NORTHEAST,CABLE
6185,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
1159,Comcast,VALID DATA,20,4,-5,-4,CT,NORTHEAST,CABLE
8719,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
6235,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
10346,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
11035,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
11287,Comcast,VALID DATA,20,4,-6,-5,NJ,NORTHEAST,CABLE
1145,Comcast,VALID DATA,20,4,-5,-4,NJ,NORTHEAST,CABLE
6749,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
13376,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
162428,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
9514,Comcast,VALID DATA,20,4,-6,-5,NH,NORTHEAST,CABLE
9495,Comcast,VALID DATA,20,4,-6,-5,NJ,NORTHEAST,CABLE
616,Comcast,VALID DATA,20,4,-5,-4,VA,SOUTH,CABLE
7721,Comcast,VALID DATA,20,4,-6,-5,NH,NORTHEAST,CABLE
9565,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
5347,Comcast,VALID DATA,20,4,-6,-5,CT,NORTHEAST,CABLE
7306,Comcast,VALID DATA,20,4,-5,-4,DE,SOUTH,CABLE
241885,Comcast,VALID DATA,20,4,-6,-5,NJ,NORTHEAST,CABLE
5779,Comcast,VALID DATA,20,4,-5,-4,NJ,NORTHEAST,CABLE
566,Comcast,VALID DATA,20,4,-5,-4,NH,NORTHEAST,CABLE
1264,Comcast,VALID DATA,20,4,-7,-6,UT,WEST,CABLE
9729,Comcast,VALID DATA,20,4,-6,-5,NJ,NORTHEAST,CABLE
6,Comcast,VALID DATA,20,4,-6,-5, , ,CABLE
6007,Comcast,VALID DATA,20,4,-5,-4,DC,SOUTH,CABLE
6092,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
6307,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
6408,Comcast,VALID DATA,20,4,-5,-4,NH,NORTHEAST,CABLE
6556,Comcast,VALID DATA,20,4,-6,-5,ME,NORTHEAST,CABLE
11936,Comcast,VALID DATA,20,4,-6,-5,WV,SOUTH,CABLE
10004,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
9853,Comcast,VALID DATA,20,4,-5,-4,DE,SOUTH,CABLE
810,Comcast,VALID DATA,20,4,-5,-4,MA,NORTHEAST,CABLE
9335,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
5312,Comcast,VALID DATA,20,4,-5,-4,NJ,NORTHEAST,CABLE
668,Comcast,VALID DATA,20,4,-5,-4,CT,NORTHEAST,CABLE
10390,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
21593,Comcast,VALID DATA,20,4,-5,-4,VA,SOUTH,CABLE
13525,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
9310,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
12477,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
981,Comcast,VALID DATA,20,4,-5,-4,NJ,NORTHEAST,CABLE
783,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
5635,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
9165,Comcast,VALID DATA,20,4,-5,-4,MA,NORTHEAST,CABLE
615,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
9199,Comcast,VALID DATA,20,4,-5,-4,NJ,NORTHEAST,CABLE
9108,Comcast,VALID DATA,20,4,-5,-4,DE,SOUTH,CABLE
10984,Comcast,VALID DATA,20,4,-6,-5,NJ,NORTHEAST,CABLE
9535,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
5543,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
5952,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
11891,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
10011,Comcast,VALID DATA,20,4,-5,-4,NY,NORTHEAST,CABLE
5210,Comcast,VALID DATA,20,4,-5,-4,NH,NORTHEAST,CABLE
12261,Comcast,VALID DATA,20,4,-5,-4,NY,NORTHEAST,CABLE
8839,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
9209,Comcast,VALID DATA,20,4,-6,-5,NJ,NORTHEAST,CABLE
6407,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
638,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
6363,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
1060,Comcast,VALID DATA,20,4,-5,-4,DC,SOUTH,CABLE
5417,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
5440,Comcast,VALID DATA,20,4,-5,-4,MD,SOUTH,CABLE
5749,Comcast,VALID DATA,20,4,-6,-5,CT,NORTHEAST,CABLE
26715,Comcast,VALID DATA,20,4,-5,-4,GA,SOUTH,CABLE
216646,Comcast,VALID DATA,20,4,-5,-5,DC,SOUTH,CABLE
5455,Comcast,VALID DATA,20,4,-5,-4,NY,NORTHEAST,CABLE
5056,Comcast,VALID DATA,20,4,-6,-5, , ,CABLE
9229,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
26061,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
211212,Comcast,VALID DATA,20,4,-5,-5,PA,NORTHEAST,CABLE
733,Comcast,VALID DATA,20,4,-5,-4,PA,NORTHEAST,CABLE
213586,Comcast,VALID DATA,20,4,-7,-6,NM,WEST,CABLE
29698,Comcast,VALID DATA,20,4,-5,-4,AZ,WEST,CABLE
6795,Comcast,VALID DATA,20,4,-5,-4,MI,MIDWEST,CABLE
6740,Comcast,VALID DATA,20,4,-6,-5,MA,NORTHEAST,CABLE
13127,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
6851,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
150602,Comcast,VALID DATA,25,5,-6,-5,CA,WEST,CABLE
6590,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
214516,Comcast,VALID DATA,25,5,-5,-5,MI,MIDWEST,CABLE
27819,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
9009,Comcast,VALID DATA,25,5,-5,-4,CT,NORTHEAST,CABLE
6173,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
29679,Comcast,VALID DATA,25,5,-7,-6,NM,WEST,CABLE
5354,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
5746,Comcast,VALID DATA,25,5,-6,-5,MN,MIDWEST,CABLE
216104,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
213654,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
6673,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
5230,Comcast,VALID DATA,25,5,-8,-7,OR,WEST,CABLE
7869,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
214342,Comcast,VALID DATA,25,5,-6,-5,VT,NORTHEAST,CABLE
216118,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
215214,Comcast,VALID DATA,25,5,-6,-5,WA,WEST,CABLE
8942,Comcast,VALID DATA,25,5,-6,-5,LA,SOUTH,CABLE
216156,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
13247,Comcast,VALID DATA,25,5,-6,-5,TN,SOUTH,CABLE
10745,Comcast,VALID DATA,25,5,-7,-6,UT,WEST,CABLE
6657,Comcast,VALID DATA,25,5,-8,-7,ID,WEST,CABLE
244812,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
11625,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
924,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
1208,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
10800,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
216222,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
216244,Comcast,VALID DATA,25,5,-8,-7,OR,WEST,CABLE
216740,Comcast,VALID DATA,25,5,-5,-5,GA,SOUTH,CABLE
27156,Comcast,VALID DATA,25,5,-7,-6,UT,WEST,CABLE
931,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
7924,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
27657,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
980,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
29657,Comcast,VALID DATA,25,5,-7,-6,UT,WEST,CABLE
12352,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
11079,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
216184,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
6088,Comcast,VALID DATA,25,5,-6,-5,TN,SOUTH,CABLE
5636,Comcast,VALID DATA,25,5,-7,-6,NM,WEST,CABLE
6309,Comcast,VALID DATA,25,5,-8,-7,OR,WEST,CABLE
830,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
7896,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
9458,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
215200,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
9306,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
9153,Comcast,VALID DATA,25,5,-6,-5,WI,MIDWEST,CABLE
216208,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
10718,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
5465,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
7696,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
27932,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
5297,Comcast,VALID DATA,25,5,-6,-5,MN,MIDWEST,CABLE
28970,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
7786,Comcast,VALID DATA,25,5,-7,-6,NM,WEST,CABLE
13383,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
6615,Comcast,VALID DATA,25,5,-5,-4,TN,SOUTH,CABLE
10286,Comcast,VALID DATA,25,5,-6,-5,MA,NORTHEAST,CABLE
6808,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
11057,Comcast,VALID DATA,25,5,-6,-5,NJ,NORTHEAST,CABLE
8847,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
10703,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
9668,Comcast,VALID DATA,25,5,-7,-6,IL,MIDWEST,CABLE
11395,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
9147,Comcast,VALID DATA,25,5,-6,-5,LA,SOUTH,CABLE
9546,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
9230,Comcast,VALID DATA,25,5,-6,-5,AR,SOUTH,CABLE
214010,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
9109,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
12444,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
11203,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
214510,Comcast,VALID DATA,25,5,-5,-5,MI,MIDWEST,CABLE
7644,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
7509,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
27032,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
6800,Comcast,VALID DATA,25,5,-7,-7,AZ,WEST,CABLE
213540,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
207624,Comcast,VALID DATA,25,5,-8,-7,AZ,WEST,CABLE
7858,Comcast,VALID DATA,25,5,-7,-6,#N/A,#N/A,CABLE
7816,Comcast,VALID DATA,25,5,-6,-5,OK,SOUTH,CABLE
14663,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
5235,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
29645,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
213384,Comcast,VALID DATA,25,5,-5,-5,GA,SOUTH,CABLE
9969,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
955,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
5741,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
11889,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
6361,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
1067,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
9421,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
13392,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
9485,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
6867,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
13138,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
5909,Comcast,VALID DATA,25,5,-7,-6,UT,WEST,CABLE
7854,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
14786,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
213406,Comcast,VALID DATA,25,5,-5,-5,FL,SOUTH,CABLE
5217,Comcast,VALID DATA,25,5,-5,-4,NH,NORTHEAST,CABLE
7636,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
214008,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
9003,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
11975,Comcast,VALID DATA,25,5,-6,-5,#N/A,#N/A,CABLE
5782,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
9843,Comcast,VALID DATA,25,5,-8,-7,OR,WEST,CABLE
6261,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
5302,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
7323,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
210466,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
14656,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
27700,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
13129,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
7377,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
7104,Comcast,VALID DATA,25,5,-6,-5,AL,SOUTH,CABLE
6071,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
6599,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
10224,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
214150,Comcast,VALID DATA,25,5,-5,-5,FL,SOUTH,CABLE
6127,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
232446,Comcast,VALID DATA,25,5,-6,-5,MN,MIDWEST,CABLE
5375,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
10706,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
18286,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
12511,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
7785,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
5222,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
6170,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
9763,Comcast,VALID DATA,25,5,-6,-5,MS,SOUTH,CABLE
8806,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
6602,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
943,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
217162,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
211512,Comcast,VALID DATA,25,5,-5,-5,FL,SOUTH,CABLE
5265,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
26960,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
10098,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
5760,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
7217,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
215346,Comcast,VALID DATA,25,5,-6,-5,MN,MIDWEST,CABLE
232454,Comcast,VALID DATA,25,5,-5,-4,TN,SOUTH,CABLE
216678,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
805,Comcast,VALID DATA,25,5,-5,-4,NY,NORTHEAST,CABLE
6413,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
12648,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
215314,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
6818,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
213608,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
7525,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
7579,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
215282,Comcast,VALID DATA,25,5,-7,-6,UT,WEST,CABLE
7213,Comcast,VALID DATA,25,5,-7,-6,NM,WEST,CABLE
5806,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
207312,Comcast,VALID DATA,25,5,-5,-5,MI,MIDWEST,CABLE
11018,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
6771,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
7291,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
216058,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
26959,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
216150,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
5215,Comcast,VALID DATA,25,5,-7,-6,CO,WEST,CABLE
214438,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
214418,Comcast,VALID DATA,25,5,-5,-5,VA,SOUTH,CABLE
5927,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
12183,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
215656,Comcast,VALID DATA,25,5,-5,-5,FL,SOUTH,CABLE
8595,Comcast,VALID DATA,25,5,-7,-6,NM,WEST,CABLE
6396,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
234220,Comcast,VALID DATA,25,5,-7,-6,UT,WEST,CABLE
14649,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
13366,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
12335,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
214500,Comcast,VALID DATA,25,5,-5,-5,IN,MIDWEST,CABLE
9761,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
6026,Comcast,VALID DATA,25,5,-6,-5,TN,SOUTH,CABLE
5986,Comcast,VALID DATA,25,5,-5,-4,WV,SOUTH,CABLE
10053,Comcast,VALID DATA,25,5,-5,-4,GA,SOUTH,CABLE
7984,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
6459,Comcast,VALID DATA,25,5,-7,-6,NM,WEST,CABLE
6719,Comcast,VALID DATA,25,5,-7,-6,NM,WEST,CABLE
11495,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
5605,Comcast,VALID DATA,25,5,-6,-5,IL,MIDWEST,CABLE
7398,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
8194,Comcast,VALID DATA,25,5,-7,-7,AZ,WEST,CABLE
5526,Comcast,VALID DATA,25,5,-6,-5,MO,MIDWEST,CABLE
215210,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
6100,Comcast,VALID DATA,25,5,-6,-5,FL,SOUTH,CABLE
695,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
977,Comcast,VALID DATA,25,5,-6,-5,AL,SOUTH,CABLE
6099,Comcast,VALID DATA,25,5,-8,-7,OR,WEST,CABLE
232402,Comcast,VALID DATA,25,5,-5,-4,IN,MIDWEST,CABLE
14645,Comcast,VALID DATA,25,5,-6,-5, , ,CABLE
7772,Comcast,VALID DATA,25,5,-6,-5,MN,MIDWEST,CABLE
9866,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
184428,Comcast,VALID DATA,25,5,-6,-5,AL,SOUTH,CABLE
7853,Comcast,VALID DATA,25,5,-6,-5,MN,MIDWEST,CABLE
529,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
11434,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
744,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
5225,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
935,Comcast,VALID DATA,25,5,-6,-5,MS,SOUTH,CABLE
9339,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
13065,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
214602,Comcast,VALID DATA,25,5,-6,-5, , ,CABLE
14734,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
5572,Comcast,VALID DATA,25,5,-8,-7,WA,WEST,CABLE
9507,Comcast,VALID DATA,25,5,-6,-5,MN,MIDWEST,CABLE
9688,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
213382,Comcast,VALID DATA,25,5,-5,-5,SC,SOUTH,CABLE
5935,Comcast,VALID DATA,25,5,-6,-5,TX,SOUTH,CABLE
5677,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
6074,Comcast,VALID DATA,25,5,-6,-5,IN,MIDWEST,CABLE
976,Comcast,VALID DATA,25,5,-7,-6,NM,WEST,CABLE
8621,Comcast,VALID DATA,25,5,-5,-4,FL,SOUTH,CABLE
10589,Comcast,VALID DATA,25,5,-7,-6,UT,WEST,CABLE
5872,Comcast,VALID DATA,25,5,-8,-7,CA,WEST,CABLE
6097,Comcast,VALID DATA,25,5,-5,-4,MI,MIDWEST,CABLE
