Unit ID,ISP,Download,Upload,Technology,STATE,REGION,VALIDATED BY,DAYS,timezone_offset,timezone_offset_dst
9753,Comcast,3,0.768,CABLE,MA,NORTHEAST,SK / ISP,4,-5,-5
9754,Charter,15,3,CABLE,MO,MIDWEST,ISP,26,-6,-5
9755,Charter,15,3,CABLE,MI,MIDWEST,SK,30,-5,-4
9756,Charter,3,0.384,CABLE,TX,SOUTH,SK,15,-6,-5
9759,Comcast,15,2,CABLE,TX,SOUTH,ISP,30,-6,-5
9760,Comcast,15,2,CABLE,MN,MIDWEST,ISP,30,-6,-5
9761,Comcast,6,1,CABLE,IL,MIDWEST,SK / ISP,15,-6,-5
9762,Comcast,8,2,CABLE,CT,NORTHEAST,ISP,30,-5,-5
9763,Comcast,15,2,CABLE,MS,SOUTH,SK / ISP,30,-6,-5
9764,Comcast,25,4,CABLE,MN,MIDWEST,ISP,30,-6,-5
9767,Insight,20,1.5,CABLE,KY,SOUTH,ISP,24,-5,-4
9768,Comcast,12,2,CABLE,NH,NORTHEAST,SK,14,-5,-5
9770,Comcast,15,2,CABLE,va,SOUTH,ISP,30,-5,-4
9787,Comcast,3,0.768,CABLE,Fl,SOUTH,ISP,30,-5,-4
9788,Verizon,35,35,FIBER,PA,NORTHEAST,ISP,30,-5,-4
9843,Frontier,15,5,FIBER,OR,WEST,ISP,26,-8,-7
9844,Qwest,7,0.896,DSL,AZ,WEST,ISP,29,-7,-7
9847,Mediacom,15,1,CABLE,AL,SOUTH,ISP,26,-6,-5
9848,AT&T,3,0.512,DSL,MI,MIDWEST,ISP,30,-5,-4
9849,AT&T,3,1,DSL,WI,MIDWEST,ISP,30,-6,-5
9851,TimeWarner,15,1,CABLE,OH,MIDWEST,SK / ISP,19,-5,-4
9852,Frontier,25,25,FIBER,IN,MIDWEST,SK / ISP,27,-5,-5
9853,Comcast,15,2,CABLE,DE,SOUTH,ISP,30,-5,-4
9854,TimeWarner,10,1,CABLE,CA,WEST,SK / ISP,29,-8,-7
9855,TimeWarner,10,1,CABLE,WI,MIDWEST,SK,30,-6,-5
9856,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
9857,Verizon DSL,3,0.768,DSL,NY,NORTHEAST,ISP,30,-5,-4
9858,AT&T,12,1.5,DSL,CA,WEST,ISP,26,-8,-7
9859,AT&T,3,0.384,DSL,GA,SOUTH,SK,18,-5,-4
9860,TimeWarner,20,2,CABLE,NY,NORTHEAST,SK / ISP,29,-5,-4
9861,TimeWarner,10,1,CABLE,NY,NORTHEAST,ISP,30,-5,-4
9862,TimeWarner,15,1,CABLE,KY,SOUTH,ISP,30,-5,-4
9863,TimeWarner,50,5,CABLE,WI,MIDWEST,SK / ISP,30,-6,-5
9865,Verizon,25,25,FIBER,PA,NORTHEAST,ISP,29,-5,-4
9866,AT&T,3,0.384,DSL,FL,SOUTH,ISP,30,-5,-4
9867,TimeWarner,30,5,CABLE,OH,MIDWEST,SK,30,-5,-4
9868,Verizon,20,5,FIBER,PA,NORTHEAST,ISP,30,-5,-4
9869,Verizon DSL,0.768,0.128,DSL,NJ,NORTHEAST,ISP,30,-5,-5
9870,Verizon DSL,0.768,0.128,DSL,NY,NORTHEAST,ISP,20,-5,-4
9872,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9873,CenturyLink,10,0.768,DSL,IL,MIDWEST,SK,30,-6,-5
9875,Windstream,12,0.768,DSL,TX,SOUTH,ISP,24,-6,-5
9876,Frontier,3,0.384,DSL,NY,NORTHEAST,ISP,30,-5,-4
9877,Windstream,12,0.768,DSL,TX,SOUTH,ISP,9,-6,-5
9878,Comcast,15,2,CABLE,PA,NORTHEAST,ISP,30,-5,-4
9881,Windstream,6,0.768,DSL,AR,SOUTH,ISP,30,-6,-5
9882,AT&T,18,1.5,DSL,IL,MIDWEST,SK / ISP,19,-6,-5
9883,Frontier,3,0.512,DSL,NY,NORTHEAST,ISP,30,-5,-4
9884,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-6,-5
9885,AT&T,3,0.384,DSL,GA,SOUTH,ISP,30,-5,-4
9886,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9887,Cox,12,2,CABLE,OK,SOUTH,ISP,30,-6,-5
9888,Windstream,12,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9889,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,1,-6,-5
9890,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9891,Windstream,6,0.768,DSL,AL,SOUTH,ISP,30,-6,-5
9892,Qwest,12,0.896,DSL,ID,WEST,ISP,23,-7,-6
9894,Windstream,12,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
9897,Frontier,3,0.768,DSL,IL,MIDWEST,ISP,30,-6,-5
9898,AT&T,3,1,DSL,TX,SOUTH,ISP,30,-6,-5
9899,Windstream,6,0.768,DSL,OK,SOUTH,ISP,30,-6,-5
9900,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9902,Windstream,3,0.768,DSL,OK,SOUTH,ISP,29,-6,-5
9903,TimeWarner,10,1,CABLE,NC,SOUTH,ISP,29,-5,-4
9905,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9907,Clearwire,9,1,WIRELESS,IL,MIDWEST,SK,30,-6,-5
9909,TimeWarner,20,2,CABLE,SC,SOUTH,SK,30,-5,-4
9912,Windstream,3,0.768,DSL,OK,SOUTH,ISP,30,-6,-5
9913,TimeWarner,10,1,CABLE,NC,SOUTH,ISP,30,-5,-4
9914,Frontier,1.5,0.768,DSL,WA,WEST,ISP,25,-8,-7
9915,AT&T,6,0.512,DSL,FL,SOUTH,SK / ISP,11,-5,-4
9916,Mediacom,12,1,CABLE,IL,MIDWEST,ISP,30,-6,-5
9917,Windstream,3,0.768,DSL,OK,SOUTH,ISP,30,-6,-5
9918,Windstream,1.5,0.384,DSL,TX,SOUTH,ISP,30,-6,-5
9920,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9922,Comcast,25,4,CABLE,ID,WEST,ISP,30,-7,-6
9923,Windstream,6,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
9924,Windstream,6,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
9925,Miscellaneous,0,0,N/A,MN,MIDWEST,ISP,30,-6,-5
9926,Windstream,3,0.768,DSL,KY,SOUTH,ISP,30,-6,-5
9929,Charter,30,4,CABLE,NC,SOUTH,ISP,30,-5,-4
9930,Windstream,6,0.768,DSL,TX,SOUTH,ISP,30,-6,-5
9931,TimeWarner,10,1,CABLE,NC,SOUTH,SK / ISP,30,-5,-4
9932,Frontier,3,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
9933,Windstream,6,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
9935,Windstream,6,0.768,DSL,FL,SOUTH,ISP,27,-5,-4
9936,Verizon DSL,1.5,0.384,DSL,MA,NORTHEAST,ISP,30,-5,-5
9937,TimeWarner,15,2,CABLE,TX,SOUTH,ISP,30,-6,-5
9938,Insight,10,1,CABLE,KY,SOUTH,ISP,30,-5,-4
9939,Windstream,6,0.768,DSL,KY,SOUTH,SK,30,-5,-4
9940,Mediacom,12,1,CABLE,MO,MIDWEST,ISP,30,-6,-5
9943,Cablevision,15,2,CABLE,CT,NORTHEAST,SK,30,-5,-4
9944,Charter,30,4,CABLE,MO,MIDWEST,ISP,24,-6,-5
9945,Windstream,3,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
9946,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
9948,Comcast,25,4,CABLE,NJ,NORTHEAST,SK / ISP,4,-5,-5
9949,TimeWarner,30,5,CABLE,NC,SOUTH,SK / ISP,6,-5,-4
9950,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
9953,AT&T,3,0.512,DSL,MS,SOUTH,ISP,30,-6,-5
9954,Comcast,8,2,CABLE,WV,SOUTH,ISP,1,-5,-4
9955,AT&T,12,1,DSL,CA,WEST,SK / ISP,25,-8,-7
9956,Mediacom,12,1,CABLE,IL,MIDWEST,ISP,23,-6,-5
9957,Charter,15,3,CABLE,MN,MIDWEST,ISP,30,-6,-5
9958,Windstream,1.5,0.768,DSL,OK,SOUTH,SK,8,-6,-5
9960,TimeWarner,10,1,CABLE,NY,NORTHEAST,SK / ISP,30,-5,-4
9961,Mediacom,12,1,CABLE,MO,MIDWEST,ISP,30,-6,-5
9962,Windstream,6,0.768,DSL,KY,SOUTH,ISP,30,-6,-5
9965,TimeWarner,40,5,CABLE,FL,SOUTH,SK,30,-5,-4
9967,Windstream,12,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
9968,Windstream,3,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
9969,Windstream,12,0.768,DSL,TX,SOUTH,ISP,30,-6,-5
9970,Cox,22,5,CABLE,AZ,WEST,SK,30,-7,-7
9975,Verizon,35,35,FIBER,VA,SOUTH,SK / ISP,30,-5,-4
9977,AT&T,6,0.512,DSL,GA,SOUTH,ISP,30,-5,-4
9978,Windstream,12,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9979,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
9980,Verizon DSL,10,2,DSL,VA,SOUTH,SK / ISP,30,-5,-4
9982,Windstream,12,0.768,DSL,GA,SOUTH,ISP,17,-6,-5
9984,Windstream,12,0.768,DSL,SC,SOUTH,ISP,30,-5,-4
9985,Frontier,3,0.384,DSL,MN,MIDWEST,ISP,30,-6,-5
9987,Insight,30,3,CABLE,KY,SOUTH,SK / ISP,30,-5,-4
9988,Windstream,12,0.768,DSL,GA,SOUTH,SK,30,-5,-4
9990,TimeWarner,20,2,CABLE,NY,NORTHEAST,ISP,30,-5,-4
9991,TimeWarner,10,1,CABLE,FL,SOUTH,SK / ISP,30,-5,-4
9992,Verizon DSL,3,0.768,DSL,MA,NORTHEAST,ISP,29,-5,-5
9993,Charter,15,3,CABLE,WI,MIDWEST,ISP,30,-6,-5
9994,Windstream,1.5,0.384,DSL,KY,SOUTH,SK,3,-5,-4
9997,TimeWarner,20,2,CABLE,NY,NORTHEAST,SK / ISP,22,-5,-4
10002,Cablevision,50,8,CABLE,NY,NORTHEAST,SK,30,-5,-4
10005,Windstream,12,0.768,DSL,TX,SOUTH,SK,30,-6,-5
10006,Windstream,3,0.768,DSL,NC,SOUTH,ISP,7,-5,-4
10007,TimeWarner,7,0.512,CABLE,OH,MIDWEST,SK / ISP,26,-5,-4
10009,Windstream,12,0.768,DSL,NC,SOUTH,ISP,22,-5,-4
10010,Windstream,1.5,0.384,DSL,GA,SOUTH,ISP,30,-5,-4
10013,AT&T,0.768,0.384,DSL,IL,MIDWEST,ISP,24,-6,-5
10014,AT&T,18,1.5,DSL,IN,MIDWEST,ISP,20,-5,-5
10016,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10017,Windstream,3,0.768,DSL,TX,SOUTH,ISP,30,-6,-5
10018,Cox,12,2,CABLE,MI,MIDWEST,SK,30,-5,-4
10020,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
10022,Windstream,12,0.768,DSL,TX,SOUTH,ISP,30,-6,-5
10023,Mediacom,12,1,CABLE,IL,MIDWEST,ISP,30,-6,-5
10024,Windstream,12,0.768,DSL,KY,SOUTH,SK,30,-5,-4
10026,Windstream,1.5,0.768,DSL,GA,SOUTH,ISP,29,-5,-4
10027,Cox,15,2,CABLE,AZ,WEST,ISP,30,-7,-7
10028,Clearwire,12,1,WIRELESS,OH,MIDWEST,SK,26,-5,-4
10029,Windstream,6,0.768,DSL,SC,SOUTH,ISP,30,-5,-4
10030,Windstream,12,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10031,Qwest,1.5,0.896,DSL,IA,MIDWEST,ISP,30,-6,-5
10033,TimeWarner,10,1,CABLE,NY,NORTHEAST,SK / ISP,30,-5,-4
10034,Windstream,6,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
10035,Cox,50,5,CABLE,AZ,WEST,ISP,30,-7,-7
10036,Verizon,35,35,FIBER,TX,SOUTH,ISP,30,-6,-5
10037,AT&T,3,0.512,DSL,OH,MIDWEST,ISP,30,-5,-4
10038,Verizon,20,5,FIBER,MD,SOUTH,ISP,30,-5,-4
10039,Windstream,3,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10044,Charter,30,4,CABLE,MI,MIDWEST,ISP,29,-5,-4
10046,Windstream,6,0.768,DSL,FL,SOUTH,ISP,30,-5,-4
10049,Windstream,3,0.768,DSL,FL,SOUTH,ISP,30,-5,-4
10050,AT&T,6,0.768,DSL,SC,SOUTH,ISP,30,-5,-4
10051,Windstream,6,0.768,DSL,KY,SOUTH,ISP,30,-6,-5
10052,Qwest,7,0.896,DSL,UT,WEST,ISP,26,-7,-6
10053,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10054,AT&T,6,0.768,DSL,OH,MIDWEST,ISP,30,-5,-4
10055,TimeWarner,10,0.512,CABLE,CA,WEST,ISP,30,-8,-7
10057,Windstream,6,0.768,DSL,NC,SOUTH,SK,28,-5,-4
10060,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
10061,Windstream,12,0.768,DSL,TX,SOUTH,ISP,24,-6,-5
10062,Windstream,3,0.768,DSL,AL,SOUTH,ISP,30,-6,-5
10063,Windstream,12,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10065,TimeWarner,30,5,CABLE,TX,SOUTH,SK / ISP,4,-6,-5
10066,Windstream,12,0.768,DSL,TX,SOUTH,ISP,30,-6,-5
10067,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10068,Windstream,3,0.768,DSL,FL,SOUTH,ISP,30,-5,-4
10069,Cox,12,2,CABLE,OK,SOUTH,ISP,30,-6,-5
10071,Cablevision,50,8,CABLE,NY,NORTHEAST,SK,12,-5,-4
10072,Windstream,12,0.768,DSL,GA,SOUTH,ISP,28,-5,-4
10073,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10074,CenturyLink,10,0.896,DSL,NJ,NORTHEAST,SK,30,-5,-4
10075,Frontier,25,25,FIBER,OR,WEST,ISP,26,-8,-7
10076,Windstream,12,0.768,DSL,OK,SOUTH,ISP,30,-6,-5
10078,TimeWarner,30,5,CABLE,MO,MIDWEST,SK / ISP,30,-6,-5
10079,Insight,10,1,CABLE,KY,SOUTH,ISP,30,-5,-4
10081,Clearwire,6,1,WIRELESS,CA,WEST,SK,15,-8,-7
10083,Windstream,6,0.768,DSL,NC,SOUTH,SK,30,-5,-4
10085,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
10086,Mediacom,50,5,CABLE,IA,MIDWEST,ISP,30,-6,-5
10090,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
10093,Miscellaneous,0,0,N/A,NC,SOUTH,ISP,27,-5,-4
10096,Windstream,3,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
10097,Windstream,1.5,0.384,DSL,AR,SOUTH,SK,30,-6,-5
10098,Comcast,15,2,CABLE,TX,SOUTH,ISP,30,-6,-5
10100,Qwest,7,0.896,DSL,IA,MIDWEST,ISP,30,-6,-5
10101,Cablevision,30,5,CABLE,CT,NORTHEAST,SK,30,-5,-4
10104,AT&T,18,1.5,DSL,OH,MIDWEST,ISP,30,-5,-4
10106,Cox,25,2,CABLE,CA,WEST,ISP,25,-8,-7
10110,TimeWarner,10,1,CABLE,NC,SOUTH,SK,27,-5,-4
10111,Cablevision,15,2,CABLE,CT,NORTHEAST,SK,30,-5,-4
10112,Windstream,12,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10114,TimeWarner,10,1,CABLE,ME,NORTHEAST,SK / ISP,17,-5,-5
10116,TimeWarner,10,1,CABLE,ME,NORTHEAST,SK / ISP,30,-5,-4
10117,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
10120,Windstream,3,0.768,DSL,TX,SOUTH,ISP,23,-6,-5
10121,Cox,22,5,CABLE,AZ,WEST,ISP,30,-7,-7
10122,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10123,Windstream,12,0.768,DSL,TX,SOUTH,ISP,27,-6,-5
10124,TimeWarner,10,1,CABLE,OH,MIDWEST,SK / ISP,30,-5,-4
10125,AT&T,6,0.512,DSL,TN,SOUTH,ISP,30,-6,-5
10127,TimeWarner,10,1,CABLE,CA,WEST,ISP,30,-8,-7
10128,Windstream,12,0.768,DSL,GA,SOUTH,ISP,8,-5,-4
10129,TimeWarner,10,1,CABLE,OH,MIDWEST,ISP,30,-5,-4
10131,TimeWarner,40,5,CABLE,CA,WEST,SK / ISP,16,-8,-7
10132,Charter,30,4,CABLE,MN,MIDWEST,SK,26,-6,-5
10134,Comcast,15,2,CABLE,CA,WEST,ISP,13,-8,-7
10135,Cox,3,0.768,CABLE,VA,SOUTH,ISP,27,-5,-4
10137,AT&T,12,1.5,DSL,CA,WEST,ISP,26,-8,-7
10138,Comcast,15,2,CABLE,WA,WEST,ISP,30,-8,-7
10139,Cox,22,5,CABLE,AZ,WEST,ISP,30,-7,-7
10140,Cox,1,0.384,CABLE,NE,MIDWEST,SK,30,-6,-5
10141,Comcast,25,4,CABLE,CO,WEST,ISP,8,-7,-6
10144,Cox,18,5,CABLE,CT,NORTHEAST,SK,30,-5,-5
10145,Windstream,6,0.768,DSL,AL,SOUTH,SK,30,-6,-5
10146,Mediacom,20,2,CABLE,IA,MIDWEST,ISP,30,-6,-5
10147,Windstream,3,0.768,DSL,PA,NORTHEAST,ISP,30,-5,-4
10148,Windstream,3,0.768,DSL,KY,SOUTH,SK,9,-5,-4
10149,Windstream,3,0.768,DSL,KY,SOUTH,ISP,30,-6,-5
10151,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10152,Windstream,1.5,0.384,DSL,NY,NORTHEAST,ISP,30,-5,-4
10153,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10154,Cablevision,50,8,CABLE,TX,SOUTH,SK,16,-6,-5
10155,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10156,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10157,Windstream,3,0.768,DSL,FL,SOUTH,ISP,30,-5,-4
10158,Windstream,1.5,0.384,DSL,KY,SOUTH,ISP,30,-6,-5
10159,Mediacom,12,1,CABLE,IL,MIDWEST,ISP,19,-6,-5
10163,CenturyLink,1.5,0.256,DSL,CO,WEST,SK,26,-7,-6
10164,TimeWarner,10,1,CABLE,CA,WEST,ISP,28,-8,-7
10165,Windstream,6,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10166,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
10167,Windstream,6,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10169,Windstream,3,0.768,DSL,SC,SOUTH,ISP,30,-5,-4
10171,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-6,-5
10172,Windstream,12,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10173,Qwest,1.5,0.64,DSL,OR,WEST,ISP,30,-8,-7
10181,Mediacom,12,1,CABLE,IL,MIDWEST,ISP,30,-6,-5
10182,Comcast,6,1,CABLE,CO,WEST,SK / ISP,30,-7,-6
10183,Comcast,20,4,CABLE,CA,WEST,SK,26,-8,-7
10184,Windstream,1.5,0.384,DSL,KY,SOUTH,ISP,30,-5,-4
10185,Windstream,1.5,0.384,DSL,NC,SOUTH,ISP,30,-5,-4
10187,Windstream,6,0.768,DSL,NY,NORTHEAST,ISP,30,-5,-4
10188,Comcast,25,4,CABLE,CA,WEST,ISP,26,-8,-7
10189,Windstream,3,0.768,DSL,PA,NORTHEAST,ISP,30,-5,-4
10190,CenturyLink,1.5,0.256,DSL,OR,WEST,SK,25,-8,-7
10191,TimeWarner,20,2,CABLE,NC,SOUTH,SK / ISP,30,-5,-4
10192,Windstream,3,0.768,DSL,GA,SOUTH,SK,26,-5,-4
10194,Comcast,8,2,CABLE,KY,SOUTH,SK / ISP,19,-5,-4
10195,Windstream,6,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10196,Windstream,6,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10199,Charter,30,4,CABLE,CA,WEST,ISP,30,-8,-7
10200,Windstream,3,0.768,DSL,AR,SOUTH,ISP,30,-6,-5
10201,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10202,TimeWarner,10,1,CABLE,NE,MIDWEST,ISP,30,-6,-5
10204,Comcast,15,2,CABLE,NH,NORTHEAST,ISP,30,-5,-5
10205,Windstream,6,0.768,DSL,FL,SOUTH,ISP,30,-5,-4
10209,Windstream,3,0.768,DSL,OH,MIDWEST,ISP,30,-5,-4
10210,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10211,Windstream,3,0.768,DSL,OK,SOUTH,ISP,30,-6,-5
10212,Windstream,3,0.768,DSL,AL,SOUTH,ISP,30,-6,-5
10214,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10215,Windstream,6,0.768,DSL,PA,NORTHEAST,ISP,27,-5,-4
10216,Windstream,12,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10217,Cablevision,15,2,CABLE,NY,NORTHEAST,SK,30,-5,-4
10218,AT&T,1.5,0.384,DSL,OK,SOUTH,ISP,26,-6,-5
10219,Comcast,15,2,CABLE,NY,NORTHEAST,ISP,30,-5,-4
10220,Cox,18,2,CABLE,GA,SOUTH,ISP,30,-5,-4
10221,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10223,Windstream,3,0.768,DSL,GA,SOUTH,ISP,7,-5,-4
10224,Comcast,15,2,CABLE,CA,WEST,ISP,26,-8,-7
10225,AT&T,12,1.5,DSL,MI,MIDWEST,ISP,30,-5,-4
10226,Verizon,15,5,FIBER,RI,NORTHEAST,ISP,30,-5,-5
10227,TimeWarner,10,1,CABLE,OH,MIDWEST,ISP,28,-5,-4
10228,Comcast,15,2,CABLE,WA,WEST,ISP,30,-8,-7
10229,Comcast,25,4,CABLE,VT,NORTHEAST,ISP,30,-5,-4
10230,Windstream,12,0.768,DSL,AL,SOUTH,ISP,24,-6,-5
10231,Windstream,3,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10232,Windstream,3,0.768,DSL,AR,SOUTH,ISP,30,-6,-5
10233,Windstream,12,0.768,DSL,OK,SOUTH,ISP,30,-6,-5
10234,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10235,Comcast,12,2,CABLE,WA,WEST,SK,30,-8,-7
10237,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10238,Windstream,6,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
10239,Windstream,12,0.768,DSL,GA,SOUTH,SK,30,-5,-4
10240,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-6,-5
10241,Windstream,3,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
10243,AT&T,12,1,DSL,OH,MIDWEST,ISP,14,-5,-4
10244,Cox,15,1.5,CABLE,LA,SOUTH,ISP,30,-6,-5
10245,Windstream,6,0.768,DSL,KY,SOUTH,ISP,28,-5,-4
10247,Windstream,6,0.768,DSL,TX,SOUTH,ISP,20,-6,-5
10249,Windstream,6,0.768,DSL,FL,SOUTH,ISP,29,-5,-4
10250,Cox,18,5,CABLE,OH,MIDWEST,SK,14,-5,-4
10251,Windstream,6,0.768,DSL,OH,MIDWEST,ISP,28,-5,-4
10252,Comcast,8,2,CABLE,AZ,WEST,SK / ISP,28,-7,-7
10253,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10254,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10256,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10257,Comcast,15,2,CABLE,CA,WEST,ISP,30,-8,-7
10258,Windstream,12,0.768,DSL,KY,SOUTH,ISP,30,-6,-5
10259,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10260,Windstream,3,0.768,DSL,SC,SOUTH,ISP,27,-5,-4
10261,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10262,Windstream,3,0.768,DSL,KY,SOUTH,ISP,30,-5,-4
10263,Frontier,3,0.384,DSL,MN,MIDWEST,ISP,30,-6,-5
10264,Mediacom,12,1,CABLE,IA,MIDWEST,ISP,30,-6,-5
10265,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10266,Windstream,6,0.768,DSL,NC,SOUTH,ISP,30,-5,-4
10267,Windstream,3,0.768,DSL,FL,SOUTH,ISP,30,-5,-4
10268,Windstream,3,0.768,DSL,KY,SOUTH,SK,30,-5,-4
10269,Windstream,1.5,0.384,DSL,NC,SOUTH,ISP,30,-5,-4
10271,Comcast,25,4,CABLE,MN,MIDWEST,ISP,30,-6,-5
10274,TimeWarner,10,1,CABLE,NE,MIDWEST,ISP,30,-6,-5
10275,Qwest,7,0.896,DSL,WA,WEST,ISP,23,-8,-7
10277,Comcast,15,2,CABLE,UT,WEST,ISP,30,-7,-6
10278,Windstream,3,0.768,DSL,TX,SOUTH,SK,30,-6,-5
10279,Windstream,12,0.768,DSL,TX,SOUTH,ISP,30,-6,-5
10280,Windstream,6,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10283,TimeWarner,15,1,CABLE,WI,MIDWEST,ISP,30,-6,-5
10284,Windstream,3,0.768,DSL,AR,SOUTH,ISP,30,-6,-5
10285,Windstream,6,0.768,DSL,OK,SOUTH,ISP,30,-6,-5
10286,Comcast,15,2,CABLE,MA,NORTHEAST,ISP,30,-5,-5
10287,Windstream,3,0.768,DSL,GA,SOUTH,ISP,30,-5,-4
10291,TimeWarner,15,2,CABLE,CA,WEST,ISP,30,-8,-7
10292,TimeWarner,15,1,CABLE,OH,MIDWEST,ISP,22,-5,-4
10294,Comcast,15,2,CABLE,VA,SOUTH,ISP,30,-5,-4
10296,Verizon,25,25,FIBER,TX,SOUTH,SK / ISP,30,-6,-5
10298,Verizon DSL,1,0.384,DSL,PA,NORTHEAST,ISP,30,-5,-4
10299,Verizon DSL,1,0.384,DSL,PA,NORTHEAST,ISP,30,-5,-4
10300,TimeWarner,30,5,CABLE,NY,NORTHEAST,SK,30,-5,-4
10302,Verizon DSL,3,0.768,DSL,VA,SOUTH,ISP,23,-5,-4
10303,TimeWarner,50,5,CABLE,OH,MIDWEST,ISP,23,-5,-4
10304,Verizon,25,25,FIBER,FL,SOUTH,SK / ISP,30,-5,-4
10305,Comcast,25,4,CABLE,MA,NORTHEAST,ISP,30,-5,-5
10306,TimeWarner,3,0.512,CABLE,TX,SOUTH,SK / ISP,30,-6,-5
10307,TimeWarner,15,2,CABLE,NY,NORTHEAST,SK / ISP,30,-5,-4
10308,Verizon DSL,1,0.384,DSL,PA,NORTHEAST,ISP,22,-5,-4
10309,Verizon,10,2,FIBER,MD,SOUTH,ISP,30,-5,-4
10310,AT&T,6,0.768,DSL,AR,SOUTH,ISP,30,-6,-5
10312,TimeWarner,15,1,CABLE,OH,MIDWEST,ISP,28,-5,-4
10313,Cablevision,15,2,CABLE,NY,NORTHEAST,SK,16,-5,-4
10314,Verizon DSL,1,0.384,DSL,CA,WEST,ISP,30,-8,-7
10316,TimeWarner,10,1,CABLE,SC,SOUTH,SK / ISP,30,-5,-4
10318,Miscellaneous,0,0,N/A,VA,SOUTH,ISP,30,-5,-4
10319,TimeWarner,20,2,CABLE,NY,NORTHEAST,SK / ISP,27,-5,-4
