Unit ID,ISP,Technology,State,Census,timezone_offset,timezone_offset_dst,Download,Upload,Whitebox Model
27069,Frontier,Fiber,OR,West,-8,-7,50,50,wr741nd
27122,Frontier,Fiber,OR,West,-8,-7,100,100,wr1043nd
27147,Windstream,DSL,NM,West,-7,-6,3,0.768,wr741nd
27168,Frontier,Fiber,CA,West,-8,-7,150,150,wr1043nd
27182,CenturyLink,DSL,CO,West,-7,-6,40,5,wr741nd
27198,Cox,Cable,AZ,West,-7,-7,30,3,wr741nd
27211,Frontier,Fiber,CA,West,-8,-7,75,75,wr741nd
27240,Comcast,Cable,CO,West,-7,-6,75,5,wr741nd
27241,CenturyLink,DSL,CO,West,-7,-6,12,0.896,wr741nd
27255,Windstream,DSL,NM,West,-7,-6,25,1.5,wr741nd
27273,CenturyLink,DSL,CO,West,-7,-6,20,0.896,wr1043nd
27274,CenturyLink,DSL,ID,West,-7,-6,12,0.896,wr1043nd
27276,Comcast,Cable,WA,West,-8,-7,25,5,wr1043nd
27281,Frontier,Fiber,CA,West,-8,-7,100,100,wr1043nd
27337,Mediacom,Cable,IA,Midwest,-6,-5,60,5,wr1043nd
27338,Mediacom,Cable,IA,Midwest,-6,-5,100,10,wr1043nd
27345,Mediacom,Cable,IA,Midwest,-6,-5,100,10,wr1043nd
27367,Frontier,Fiber,TX,South,-6,-5,100,100,wr1043nd
27390,Frontier,DSL,OH,Midwest,-5,-4,6,0.768,wr741nd
27403,Frontier,DSL,OH,Midwest,-5,-4,6,0.768,wr741nd
27416,Frontier,DSL,OH,Midwest,-5,-4,3,0.768,wr741nd
27452,Mediacom,Cable,IA,Midwest,-6,-5,60,5,wr741nd
27526,Mediacom,Cable,IA,Midwest,-6,-5,60,5,wr741nd
27550,CenturyLink,DSL,WI,Midwest,-6,-5,25,2,wr741nd
27662,Mediacom,Cable,IA,Midwest,-6,-5,100,10,wr1043nd
27678,Comcast,Cable,IL,Midwest,-6,-5,150,10,wr1043nd
27681,Mediacom,Cable,IL,Midwest,-6,-5,100,10,wr1043nd
27741,CenturyLink,DSL,TX,South,-6,-5,25,2,wr741nd
27784,Frontier,DSL,OH,Midwest,-5,-4,6,0.768,wr741nd
27797,Frontier,DSL,OH,Midwest,-5,-4,3,0.768,wr741nd
27804,Frontier,DSL,OH,Midwest,-5,-4,6,0.768,wr741nd
27807,CenturyLink,DSL,IN,Midwest,-5,-4,60,5,wr741nd
27831,Mediacom,Cable,IA,Midwest,-6,-5,60,5,wr741nd
27906,Frontier,DSL,WI,Midwest,-6,-5,12,1,wr741nd
27911,Frontier,DSL,MN,Midwest,-6,-5,10,1,wr741nd
27912,Frontier,DSL,MN,Midwest,-6,-5,12,1,wr741nd
27917,Frontier,DSL,MN,Midwest,-6,-5,6,0.384,wr741nd
27919,Frontier,DSL,MN,Midwest,-6,-5,12,2,wr741nd
27934,Frontier,DSL,IL,Midwest,-6,-5,12,1,wr741nd
27941,Frontier,DSL,IL,Midwest,-6,-5,6,1,wr741nd
28053,Verizon,Fiber,VA,South,-5,-4,100,100,wnr3500l-high
28054,Comcast,Cable,PA,Northeast,-5,-4,60,5,wnr3500l-high
28093,Charter,Cable,MI,Midwest,-5,-4,100,10,wr1043nd
28097,Mediacom,Cable,IA,Midwest,-6,-5,60,5,wr741nd
28140,Cox,Cable,AZ,West,-7,-7,30,3,wr741nd
28209,CenturyLink,DSL,PA,Northeast,-5,-4,25,2,wr741nd
28241,Comcast,Cable,NJ,Northeast,-5,-4,60,5,wr741nd
28244,Verizon,Fiber,PA,Northeast,-5,-4,100,100,wr1043nd
28245,Windstream,DSL,PA,Northeast,-5,-4,25,1.5,wr1043nd
28702,Charter,Cable,KY,South,-5,-4,100,10,wr1043nd
28729,Charter,Cable,MI,Midwest,-5,-4,100,10,wr1043nd
28773,Mediacom,Cable,MO,Midwest,-6,-5,60,5,wr741nd
28798,Windstream,DSL,TX,South,-6,-5,25,1.1,wr741nd
28862,Frontier,Fiber,WA,West,-8,-7,50,50,wr741nd
28936,Frontier,DSL,IL,Midwest,-6,-5,6,0.768,wr1043nd
28970,Comcast,Cable,CO,West,-7,-6,60,5,wr1043nd
28973,Frontier,DSL,ID,West,-8,-7,3,0.768,wr1043nd
29590,Windstream,DSL,OH,Midwest,-5,-4,10,1,wr1043nd
29591,Windstream,DSL,OH,Midwest,-5,-4,15,1.5,wr1043nd
29599,CenturyLink,DSL,ID,West,-7,-6,40,20,wr1043nd
29605,CenturyLink,DSL,MN,Midwest,-6,-5,10,0.768,wr1043nd
29624,Frontier,Fiber,TX,South,-6,-5,50,50,wr1043nd
29670,Cox,Cable,AZ,West,-7,-7,150,10,wr1043nd
29686,CenturyLink,DSL,NM,West,-7,-6,5,0.896,wr1043nd
29688,Frontier,DSL,NV,West,-8,-7,3,0.768,wr1043nd
29723,Windstream,DSL,GA,South,-5,-4,10,1,wr1043nd
29731,Charter,Cable,CA,West,-8,-7,100,10,wr1043nd
29743,Frontier,DSL,WA,West,-8,-7,3,0.768,wr1043nd
29744,Comcast,Cable,WA,West,-8,-7,150,5,wr1043nd
29753,Frontier,Fiber,WA,West,-8,-7,50,50,wr1043nd
30637,Charter,Cable,MI,Midwest,-5,-4,100,10,wr1043nd
87304,CenturyLink,DSL,MT,West,-7,-6,1.5,0.256,wr741ndv4
132354,Optimum,Cable,NY,Northeast,-5,-4,75,35,wr741ndv4
150222,CenturyLink,DSL,AZ,West,-7,-7,7,0.896,wr741ndv4
186934,Charter,Cable,MI,Midwest,-5,-4,100,10,wdr3600
207290,Verizon,Fiber,NJ,Northeast,-5,-4,75,75,wr741ndv4
209694,CenturyLink,DSL,MO,Midwest,-6,-5,8,0.768,wr741ndv4
210444,CenturyLink,DSL,AZ,West,-7,-7,5,0.896,wr741ndv4
210462,Frontier,Fiber,OR,West,-8,-7,50,50,wr741ndv4
210920,CenturyLink,DSL,CO,West,-7,-6,12,0.896,wr741ndv4
211226,Comcast,Cable,FL,South,-5,-4,60,5,wr741ndv4
211528,CenturyLink,DSL,AZ,West,-7,-7,40,5,wr741ndv4
211530,Frontier,Fiber,CA,West,-8,-7,50,50,wr741ndv4
213472,CenturyLink,DSL,IA,Midwest,-6,-5,20,0.896,wr741ndv4
213498,CenturyLink,DSL,MN,Midwest,-6,-5,10,0.768,wr741ndv4
213548,CenturyLink,DSL,CO,West,-7,-6,12,0.896,wr741ndv4
213582,CenturyLink,DSL,NM,West,-7,-6,40,5,wr741ndv4
213662,CenturyLink,DSL,WA,West,-8,-7,40,5,wr741ndv4
213670,CenturyLink,DSL,CO,West,-7,-6,12,0.896,wr741ndv4
214144,Comcast,Cable,MD,South,-5,-4,250,10,wdr3600
214520,Windstream,DSL,IA,Midwest,-6,-5,25,1.5,wr741ndv4
214546,CenturyLink,DSL,MN,Midwest,-6,-5,40,20,wr741ndv4
214624,Frontier,Fiber,OR,West,-8,-7,50,50,wr741ndv4
214628,Frontier,Fiber,OR,West,-8,-7,50,50,wr741ndv4
214634,Frontier,Fiber,OR,West,-8,-7,75,75,wr741ndv4
214684,CenturyLink,DSL,MO,Midwest,-6,-5,25,2,wr741ndv4
215084,Comcast,Cable,CO,West,-7,-6,60,5,wr741ndv4
215230,Frontier,DSL,MN,Midwest,-6,-5,12,1,wr741ndv4
215250,CenturyLink,DSL,AZ,West,-7,-7,40,2,wr741ndv4
215298,Frontier,Fiber,WA,West,-8,-7,75,75,wr741ndv4
215314,Comcast,Cable,CO,West,-7,-6,60,5,wr741ndv4
215700,CenturyLink,DSL,NM,West,-7,-6,20,0.896,wr741ndv4
215708,CenturyLink,DSL,ID,West,-8,-7,10,0.768,wr741ndv4
215716,CenturyLink,DSL,NC,South,-5,-4,8,0.768,wr741ndv4
215738,Comcast,Cable,NM,West,-7,-6,70,5,wr741ndv4
215998,CenturyLink,DSL,NM,West,-7,-6,40,5,wdr3600
216030,Windstream,DSL,PA,Northeast,-5,-4,3,0.768,wr741ndv4
216034,Windstream,DSL,GA,South,-5,-4,20,1.5,wr741ndv4
216122,CenturyLink,DSL,VA,South,-5,-4,40,5,wr741ndv4
216148,Frontier,DSL,NY,Northeast,-5,-4,6,0.768,wr741ndv4
216614,Frontier,Fiber,OR,West,-8,-7,50,50,wr741ndv4
216668,Comcast,Cable,CO,West,-7,-6,60,5,wr741ndv4
216710,Frontier,DSL,wa,West,-8,-7,6,0.768,wdr3600
216718,Charter,Cable,OH,Midwest,-5,-4,100,10,wdr3600
216720,Windstream,DSL,NC,South,-5,-4,10,1.1,wdr3600
216722,Comcast,Cable,FL,South,-5,-4,150,10,wdr3600
216760,Cox,Cable,CA,West,-8,-7,300,30,wdr3600
216778,Cox,Cable,AZ,West,-7,-7,200,10,wdr3600
216800,Verizon,Fiber,MD,South,-5,-4,75,75,wdr3600
216812,Windstream,DSL,OH,Midwest,-5,-4,25,1.5,wdr3600
216820,Frontier,DSL,NC,South,-5,-4,3,0.384,wdr3600
217196,Frontier,DSL,CA,West,-8,-7,6,0.384,wr741ndv4
217202,Mediacom,Cable,IA,Midwest,-6,-5,200,20,wdr3600
217204,Optimum,Cable,NJ,Northeast,-5,-4,300,35,wdr3600
217759,Frontier,DSL,CA,West,-8,-7,10,1,wr741ndv4
232350,Charter,Cable,OR,West,-8,-7,300,20,wdr3600
232364,Windstream,DSL,OH,Midwest,-5,-4,25,1.5,wdr3600
232408,Windstream,DSL,IA,Midwest,-6,-5,25,1.5,wr741ndv4
232428,Verizon,Fiber,NJ,Northeast,-5,-4,75,75,wr741ndv4
232938,CenturyLink,DSL,UT,West,-7,-6,40,5,wr741ndv4
233006,CenturyLink,DSL,WA,West,-8,-7,20,5,wr741ndv4
233010,Frontier,Fiber,OR,West,-8,-7,50,50,wr741ndv4
234162,Frontier,Fiber,WA,West,-8,-7,50,10,wr741ndv4
234180,Frontier,Fiber,WA,West,-8,-7,50,50,wr741ndv4
234206,CenturyLink,DSL,CO,West,-7,-6,60,5,wr741ndv4
234276,CenturyLink,DSL,AZ,West,-7,-7,20,0.896,wr741ndv4
234798,Windstream,DSL,OH,Midwest,-5,-4,20,1.5,wdr3600
234802,CenturyLink,DSL,MO,Midwest,-6,-5,1.5,0.256,wdr3600
234826,Frontier,DSL,ID,West,-7,-6,10,1,wr741ndv4
235328,Frontier,Fiber,OR,West,-8,-7,50,50,wr741ndv4
241847,Charter,Cable,MN,Midwest,-6,-5,200,10,wdr3600
241889,Charter,Cable,NC,South,-5,-4,200,20,wdr3600
241891,Cox,Cable,OH,Midwest,-5,-4,200,10,wdr3600
243216,Comcast,Cable,NH,Northeast,-5,-4,250,10,wdr3600
243300,Comcast,Cable,FL,South,-5,-4,100,5,wdr3600
244816,Frontier,Fiber,OR,West,-8,-7,50,50,wr741ndv4
248166,Frontier,Fiber,WA,West,-8,-7,200,200,wdr3600
256968,Charter,Cable,CA,West,-8,-7,100,10,wdr3600
256980,Charter,Cable,TX,South,-6,-5,200,20,wdr3600
362340,Frontier,Fiber,FL,South,-5,-4,75,75,wdr3600
444644,Charter,Cable,NC,South,-5,-4,200,10,wdr3600
506836,Frontier,Fiber,OR,West,-8,-7,50,50,wr741ndv4
510154,Cox,Cable,AZ,West,-7,-7,30,3,wdr3600
510160,Frontier,Fiber,WA,West,-8,-7,50,50,wr741ndv4
528788,Comcast,Cable,MA,Northeast,-5,-4,150,5,wdr3600
566342,Charter,Cable,MO,Midwest,-6,-5,200,10,wdr3600
566354,Verizon,Fiber,MD,South,-5,-4,75,75,wr741ndv4
573248,Verizon,Fiber,VA,South,-5,-4,75,75,wr741ndv4
578296,Charter,Cable,TX,South,-6,-5,100,10,wdr3600
589696,Optimum,Cable,NY,Northeast,-5,-4,200,35,wdr3600
589700,Optimum,Cable,NJ,Northeast,-5,-4,400,35,wdr3600
589702,Optimum,Cable,NY,Northeast,-5,-4,400,35,wdr3600
589704,Charter,Cable,Il,Midwest,-6,-5,100,5,wdr3600
589720,Optimum,Cable,NJ,Northeast,-5,-4,300,35,wdr3600
589734,Comcast,Cable,MA,Northeast,-5,-4,250,10,wdr3600
589748,Optimum,Cable,NJ,Northeast,-5,-4,200,35,wdr3600
589766,Optimum,Cable,NJ,Northeast,-5,-4,100,35,wdr3600
589820,Optimum,Cable,NJ,Northeast,-5,-4,400,35,wdr3600
598598,Charter,Cable,MI,Midwest,-5,-4,100,10,wdr3600
598644,Optimum,Cable,NJ,Northeast,-5,-4,100,35,wdr3600
598658,Optimum,Cable,NJ,Northeast,-5,-4,200,35,wdr3600
598678,Optimum,Cable,NJ,Northeast,-5,-4,100,35,wdr3600
598720,Optimum,Cable,NJ,Northeast,-5,-4,400,35,wdr3600
598742,Optimum,Cable,NJ,Northeast,-5,-4,300,35,wdr3600
598744,Optimum,Cable,NJ,Northeast,-5,-4,100,35,wdr3600
598776,Optimum,Cable,NJ,Northeast,-5,-4,200,35,wdr3600
598778,Optimum,Cable,NJ,Northeast,-5,-4,100,35,wdr3600
598798,Optimum,Cable,NY,Northeast,-5,-4,100,35,wdr3600
599690,Optimum,Cable,NY,Northeast,-5,-4,100,35,wdr3600
599712,Optimum,Cable,NY,Northeast,-5,-4,400,35,wdr3600
599720,Optimum,Cable,NY,Northeast,-5,-4,400,35,wdr3600
599758,Verizon,Fiber,VA,South,-5,-4,100,100,wr1043nd
599762,Verizon,Fiber,VA,South,-5,-4,100,100,wr1043nd
599770,CenturyLink,DSL,NC,South,-5,-4,10,0.768,wr741ndv4
599808,CenturyLink,DSL,FL,South,-5,-4,10,0.768,wr741ndv4
599812,Windstream,DSL,KY,South,-5,-4,10,1.1,wr741ndv4
599858,CenturyLink,DSL,MO,Midwest,-6,-5,20,2,wr1043nd
599874,Frontier,Fiber,TX,South,-6,-5,75,75,wr1043nd
599880,CenturyLink,DSL,TX,South,-6,-5,8,0.768,wr741ndv4
599930,CenturyLink,DSL,OR,West,-8,-7,40,20,wr1043nd
599952,Charter,Cable,OH,Midwest,-5,-4,100,10,wr1043nd
600880,Cox,Cable,NE,Midwest,-6,-5,150,10,wdr3600
600882,Charter,Cable,PA,Northeast,-5,-4,100,10,wdr3600
605946,Comcast,Cable,PA,Northeast,-5,-4,150,5,wr1043nd
608582,Optimum,Cable,CT,Northeast,-5,-4,100,35,wdr3600
614084,CenturyLink,DSL,IA,Midwest,-6,-5,10,1,wr741ndv4
614150,Charter,Cable,TX,South,-6,-5,200,10,wdr3600
614236,Optimum,Cable,NJ,Northeast,-5,-4,200,35,wdr3600
614978,CenturyLink,DSL,NC,South,-5,-4,25,2,wr1043nd
615000,Comcast,Cable,PA,Northeast,-5,-4,60,5,wr741ndv4
615224,Comcast,Cable,WA,West,-8,-7,75,5,wr1043nd
615232,Optimum,Cable,NJ,Northeast,-5,-4,300,35,wdr3600
615248,Windstream,DSL,TX,South,-6,-5,30,1.5,wr741ndv4
615258,CenturyLink,DSL,CO,West,-7,-6,40,2,wr741ndv4
615260,CenturyLink,DSL,CO,West,-7,-6,12,0.896,wr1043nd
615354,Comcast,Cable,MI,Midwest,-5,-4,60,5,wr741ndv4
615404,Comcast,Cable,VA,South,-5,-4,60,5,wr741ndv4
615438,Comcast,Cable,GA,South,-5,-4,60,5,wr741ndv4
615484,Windstream,DSL,KY,South,-5,-4,20,1.5,wr741ndv4
615570,Windstream,DSL,AR,South,-6,-5,25,1.5,wr741ndv4
619826,Frontier,DSL,OH,Midwest,-5,-4,3,0.768,wr741ndv4
619840,Windstream,DSL,NE,Midwest,-6,-5,6,1,wr741ndv4
620664,Charter,Cable,MO,Midwest,-6,-5,100,10,wdr3600
620666,CenturyLink,DSL,MN,Midwest,-6,-5,60,5,wdr3600
620682,Cox,Cable,AZ,West,-7,-7,300,30,wdr3600
621668,CenturyLink,DSL,CO,West,-7,-6,40,5,wr741ndv4
625894,Charter,Cable,NC,South,-5,-4,100,10,wdr3600
625896,Charter,Cable,MA,Northeast,-5,-4,100,10,wdr3600
625898,Charter,Cable,NV,West,-8,-7,100,10,wdr3600
625940,CenturyLink,DSL,CO,West,-7,-6,20,2,wr741ndv4
625944,Comcast,Cable,CA,West,-8,-7,75,5,wr741ndv4
625968,Comcast,Cable,WA,West,-8,-7,75,5,wr741ndv4
626778,Cox,Cable,VA,South,-5,-4,150,10,wdr3600
626788,Charter,Cable,NY,Northeast,-5,-4,300,20,wdr3600
631652,Comcast,Cable,FL,South,-5,-4,150,10,wdr3600
633010,Optimum,Cable,NJ,Northeast,-5,-4,75,35,wr741ndv4
634636,Charter,Cable,CA,West,-8,-7,200,10,wdr3600
636358,Comcast,Cable,NM,West,-7,-6,75,5,wr741ndv4
636364,CenturyLink,DSL,OR,West,-8,-7,1.5,0.896,wr741ndv4
636368,Comcast,Cable,WA,West,-8,-7,75,5,wr741ndv4
637784,Comcast,Cable,TN,South,-6,-5,60,5,wdr3600
638368,Optimum,Cable,NY,Northeast,-5,-4,200,35,wdr3600
638372,Verizon,Fiber,MA,Northeast,-5,-4,100,100,wdr3600
638376,Optimum,Cable,NJ,Northeast,-5,-4,100,35,wdr3600
649216,Charter,Cable,TX,South,-6,-5,200,10,wdr3600
654734,Optimum,Cable,NY,Northeast,-5,-4,200,35,wdr3600
656776,Optimum,Cable,NY,Northeast,-5,-4,400,35,wdr3600
656778,Charter,Cable,AL,South,-6,-5,400,20,wdr3600
656782,Verizon,Fiber,DC,South,-5,-4,100,100,wdr3600
656870,Windstream,DSL,KY,South,-5,-4,10,1,wr741ndv4
657038,Frontier,Fiber,CA,West,-8,-7,75,75,wdr3600
657040,Mediacom,Cable,GA,South,-5,-4,100,10,wdr3600
657938,Charter,Cable,CA,West,-8,-7,200,10,wdr3600
658042,Charter,Cable,HI,West,-10,-10,200,10,wdr3600
658048,Charter,Cable,HI,West,-10,-10,100,10,wdr3600
658054,Charter,Cable,HI,West,-10,-10,300,20,wdr3600
658316,Cox,Cable,AZ,West,-7,-7,200,10,wdr3600
658330,Charter,Cable,MA,Northeast,-5,-4,400,20,wdr3600
658420,Windstream,DSL,KY,South,-6,-5,25,1.5,wdr3600
658474,Charter,Cable,HI,West,-10,-10,200,20,wdr3600
658551,Charter,Cable,HI,West,-10,-10,200,10,wdr3600
658577,Charter,Cable,HI,West,-10,-10,200,10,wdr3600
659056,Comcast,Cable,WA,West,-8,-7,75,5,wdr3600
660266,Comcast,Cable,NJ,Northeast,-5,-4,250,10,wdr3600
660268,Frontier,Fiber,FL,South,-5,-4,75,75,wdr3600
660296,Comcast,Cable,MA,Northeast,-5,-4,250,10,wdr3600
660300,Optimum,Cable,NJ,Northeast,-5,-4,100,35,wdr3600
660302,Verizon,Fiber,NJ,Northeast,-5,-4,100,100,wdr3600
660866,Charter,Cable,NC,South,-5,-4,100,10,wdr3600
660966,Cox,Cable,AZ,West,-7,-7,150,10,wdr3600
660970,CenturyLink,DSL,CO,West,-7,-6,20,2,wr741ndv4
660982,Charter,Cable,CA,West,-8,-7,200,10,wdr3600
661056,Charter,Cable,CT,Northeast,-5,-4,100,10,wdr3600
661058,CenturyLink,DSL,AZ,West,-7,-7,20,0.896,wdr3600
661060,Verizon,Fiber,VA,South,-5,-4,100,100,wdr3600
661090,Comcast,Cable,WA,West,-8,-7,175,5,wdr3600
661092,Mediacom,Cable,IA,Midwest,-6,-5,100,10,wdr3600
661122,Charter,Cable,TX,South,-6,-5,200,10,wdr3600
661124,Charter,Cable,CA,West,-8,-7,200,10,wdr3600
661128,Charter,Cable,NC,South,-5,-4,200,10,wdr3600
662404,Cox,Cable,LA,South,-6,-5,300,30,wdr3600
662412,Cox,Cable,AZ,West,-7,-7,30,3,wdr3600
663122,Comcast,Cable,TN,South,-6,-5,150,10,wdr3600
663416,Mediacom,Cable,FL,South,-5,-4,100,10,wdr3600
663420,Charter,Cable,MO,Midwest,-6,-5,200,10,wdr3600
665186,CenturyLink,DSL,MO,Midwest,-6,-5,25,2,wdr3600
665188,Charter,Cable,TX,South,-7,-6,100,10,wdr3600
665196,Cox,Cable,NE,Midwest,-6,-5,200,10,wdr3600
665198,Frontier,Fiber,CA,West,-8,-7,75,75,wdr3600
665200,Charter,Cable,WI,Midwest,-6,-5,100,10,wdr3600
665210,Charter,Cable,WI,Midwest,-6,-5,100,10,wdr3600
665718,Mediacom,Cable,IL,Midwest,-6,-5,200,20,wdr3600
668494,Cox,Cable,AZ,West,-7,-7,300,30,wdr3600
669080,Charter,Cable,MO,Midwest,-6,-5,300,20,wdr3600
670115,Charter,Cable,WI,Midwest,-6,-5,100,10,wdr3600
675970,Comcast,Cable,MI,Midwest,-5,-4,150,10,wdr3600
675974,Charter,Cable,MA,Northeast,-5,-4,100,10,wdr3600
676020,Comcast,Cable,CA,West,-8,-7,150,10,wdr3600
676064,Comcast,Cable,IN,Midwest,-5,-4,150,10,wdr3600
775728,Comcast,Cable,TN,South,-5,-4,250,20,wdr3600
775730,Charter,Cable,CA,West,-8,-7,200,10,wdr3600
775732,Charter,Cable,NC,South,-5,-4,200,10,wdr3600
775810,Charter,Cable,HI,West,-10,-10,300,20,wdr3600
775816,Frontier,Fiber,TX,South,-6,-5,75,75,wdr3600
796858,Charter,Cable,HI,West,-10,-10,300,20,wdr3600
797068,Charter,Cable,NY,Northeast,-5,-4,200,10,wdr3600
797080,Verizon,Fiber,NY,Northeast,-5,-4,100,100,wdr3600
797082,Optimum,Cable,NY,Northeast,-5,-4,400,35,wdr3600
797090,Charter,Cable,PA,Northeast,-5,-4,100,10,wdr3600
797156,Frontier,Fiber,FL,South,-5,-4,200,200,wdr3600
