Unit ID,ISP,Technology,State,Census,timezone_offset,timezone_offset_dst,Download,Download Lower Bound,Download Upper Bound,Upload
10578,TWC,Cable,OH,Midwest,-5,-4,20,,,2
10579,Wildblue/ViaSat,Satellite,TX,South,-6,-5,12,,,3
10583,AT&T IPBB,DSL,TX,South,-6,-5,24,,,3
10589,Comcast,Cable,UT,West,-7,-6,75,,,10
10602,Charter,Cable,GA,South,-5,-4,60,,,5
10604,Cox,Cable,OK,South,-6,-5,50,,,5
10621,Charter,Cable,MN,Midwest,-6,-5,60,,,5
10628,TWC,Cable,ME,Northeast,-5,-4,20,,,2
10629,Charter,Cable,TN,South,-5,-4,60,,,5
10637,Cox,Cable,AR,South,-6,-5,15,,,1
10638,Charter,Cable,MO,Midwest,-6,-5,100,,,5
10640,Charter,Cable,LA,South,-6,-5,60,,,5
10641,Comcast,Cable,FL,South,-5,-4,75,,,10
10646,Charter,Cable,AL,South,-6,-5,60,,,5
10652,Charter,Cable,CA,West,-8,-7,60,,,5
10654,Charter,Cable,CA,West,-8,-7,60,,,5
10661,Charter,Cable,GA,South,-5,-4,60,,,5
10663,Charter,Cable,MI,Midwest,-5,-4,60,,,5
10675,CenturyLink,DSL,WI,Midwest,-6,-5,20,,,0.896
10678,Charter,Cable,WI,Midwest,-6,-5,60,,,4
10685,Charter,Cable,MI,Midwest,-5,-4,60,,,4
10698,Charter,Cable,NC,South,-5,-4,60,,,5
10702,Charter,Cable,SC,South,-5,-4,60,,,4
10719,Charter,Cable,MO,Midwest,-6,-5,100,,,4
10722,Charter,Cable,WA,West,-8,-7,60,,,5
10729,AT&T IPBB,DSL,IN,Midwest,-5,-4,6,,,1
10730,TWC,Cable,KY,South,-5,-4,30,,,5
10745,CenturyLink,DSL,UT,West,-7,-6,40,,,5
10760,TWC,Cable,NY,Northeast,-5,-4,30,,,5
10763,Charter,Cable,NV,West,-8,-7,60,,,5
10764,Charter,Cable,MN,Midwest,-6,-5,60,,,5
10766,Charter,Cable,MI,Midwest,-5,-4,60,,,4
10769,TWC,Cable,KY,South,-5,-4,100,,,10
10772,Optimum,Cable,NJ,Northeast,-6,-5,60,,,25
10780,TWC,UVERSE,CA,West,-8,-7,18,,,1.5
10791,TWC,Cable,NY,Northeast,-5,-4,50,,,5
10793,AT&T IPBB,DSL,IN,Midwest,-5,-4,12,,,1
10801,Verizon DSL,DSL,NJ,Northeast,-6,-5,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
10807,Charter,Cable,NV,West,-8,-7,60,,,5
10814,Charter,Cable,MO,Midwest,-6,-5,100,,,5
10815,Charter,Cable,WI,Midwest,-6,-5,60,,,5
10817,TWC,Cable,NC,South,-5,-4,50,,,5
10823,TWC,Cable,IN,Midwest,-5,-4,15,,,1
10830,Charter,Cable,MI,Midwest,-5,-4,60,,,5
10835,Frontier DSL,DSL,WI,Midwest,-6,-5,12,,,1
10844,Charter,Cable,GA,South,-5,-4,60,,,5
10847,Cox,Cable,AZ,West,-7,-7,25,,,5
10853,CenturyLink,DSL,UT,West,-7,-6,7,,,0.896
10856,Frontier DSL,DSL,CA,West,-8,-7,15,,,1
10867,AT&T IPBB,DSL,CA,West,-8,-7,45,,,6
10868,Charter,Cable,MO,Midwest,-6,-5,60,,,4
10886,Comcast,Cable,MA,Northeast,-5,-4,150,,,10
10900,Charter,Cable,VA,South,-5,-4,60,,,5
10904,Charter,Cable,AL,South,-6,-5,60,,,5
10906,Charter,Cable,OR,West,-8,-7,60,,,5
10907,TWC,Cable,OH,Midwest,-5,-4,15,,,1
10910,AT&T IPBB,DSL,KY,South,-5,-4,12,,,1.5
10911,AT&T IPBB,DSL,CA,West,-8,-7,6,,,0.768
10926,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
10932,Charter,Cable,TN,South,-5,-4,60,,,5
10952,CenturyLink,DSL,MI,Midwest,-5,-4,10,,,0.768
10964,Charter,Cable,IL,Midwest,-6,-5,100,,,5
10971,Charter,Cable,NE,Midwest,-6,-5,60,,,5
10985,TWC,Cable,NY,Northeast,-5,-4,15,,,1
11001,Comcast,Cable,MI,Midwest,-5,-4,75,,,10
11012,Verizon Fiber,Fiber,NJ,Northeast,-6,-5,75,,,75
11015,TWC,Cable,OH,Midwest,-5,-4,6,,,1
11018,Comcast,Cable,MI,Midwest,-5,-4,75,,,10
11021,Charter,Cable,WA,West,-8,-7,60,,,5
11025,Charter,Cable,LA,South,-6,-5,60,,,4
11030,Charter,Cable,WA,West,-8,-7,60,,,5
11035,Comcast,Cable,MA,Northeast,-5,-4,25,,,5
11038,Charter,Cable,MO,Midwest,-6,-5,100,,,5
11042,Charter,Cable,WI,Midwest,-6,-5,60,,,4
11044,Comcast,Cable,UT,West,-7,-6,75,,,5
11047,Frontier DSL,DSL,CA,West,-8,-7,1.5,,,0.384
11048,Charter,Cable,TN,South,-5,-4,60,,,4
11052,TWC,Cable,NY,Northeast,-5,-4,30,,,5
11059,Charter,Cable,GA,South,-5,-4,60,,,5
11062,Charter,Cable,NC,South,-5,-4,60,,,5
11064,TWC,Cable,CA,West,-8,-7,30,,,5
11065,Charter,Cable,TN,South,-5,-4,60,,,5
11066,Charter,Cable,CA,West,-8,-7,60,,,5
11077,Optimum,Cable,CA,West,-8,-7,25,,,5
11081,Charter,Cable,NC,South,-5,-4,60,,,5
11086,Charter,Cable,SC,South,-5,-4,60,,,5
11088,Charter,Cable,TX,South,-6,-5,60,,,5
11094,Verizon Fiber,Fiber,NJ,Northeast,-6,-5,50,,,50
11096,Charter,Cable,SC,South,-5,-4,60,,,5
11100,Charter,Cable,MN,Midwest,-6,-5,60,,,5
11106,TWC,Cable,IN,Midwest,-5,-4,2,,,1
11108,Charter,Cable,MI,Midwest,-5,-4,60,,,5
11110,Charter,Cable,OR,West,-8,-7,60,,,5
11111,Comcast,Cable,FL,South,-5,-4,75,,,10
11112,TWC,Cable,CA,West,-8,-7,30,,,5
11120,Charter,Cable,MN,Midwest,-6,-5,60,,,5
11122,AT&T IPBB,DSL,SC,South,-5,-4,12,,,1
11123,AT&T IPBB,DSL,OH,Midwest,-5,-4,12,,,1.5
11130,Cox,Cable,CT,Northeast,-5,-4,15,,,1
11131,Charter,Cable,WI,Midwest,-6,-5,60,,,5
11147,Comcast,Cable,TN,South,-5,-4,25,,,5
11148,TWC,Cable,CA,West,-8,-7,20,,,2
11149,Charter,Cable,AL,South,-6,-5,60,,,5
11151,Charter,Cable,WI,Midwest,-6,-5,60,,,5
11158,Charter,Cable,MO,Midwest,-6,-5,100,,,5
11161,Cox,Cable,AZ,West,-7,-7,15,,,1
11171,Charter,Cable,TN,South,-5,-4,20,,,5
11176,Charter,Cable,AL,South,-6,-5,60,,,5
11178,Charter,Cable,MI,Midwest,-5,-4,60,,,5
11184,Verizon DSL,DSL,PA,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
11189,Charter,Cable,MI,Midwest,-5,-4,60,,,5
11192,TWC,Cable,WI,Midwest,-6,-5,15,,,1
11194,Charter,Cable,SC,South,-5,-4,60,,,5
11199,Charter,Cable,OR,West,-8,-7,60,,,5
11203,Comcast,Cable,IL,Midwest,-6,-5,75,,,10
11209,Charter,Cable,MN,Midwest,-6,-5,60,,,5
11213,Charter,Cable,CA,West,-8,-7,60,,,5
11214,TWC,Cable,NY,Northeast,-5,-4,20,,,2
11216,Charter,Cable,SC,South,-5,-4,60,,,5
11223,Charter,Cable,CO,West,-7,-6,60,,,5
11230,TWC,Cable,CA,West,-8,-7,50,,,5
11236,TWC,Cable,NC,South,-5,-4,50,,,5
11242,Charter,Cable,NC,South,-5,-4,60,,,4
11244,CenturyLink,Cable,AZ,West,-7,-7,50,,,5
11249,TWC,Cable,HI,West,-10,-10,100,,,20
11268,Cox,Cable,OK,South,-6,-5,25,,,5
11274,Cox,Cable,NE,Midwest,-6,-5,15,,,1
11275,Charter,Cable,MO,Midwest,-6,-5,100,,,4
11276,TWC,Cable,NC,South,-5,-4,15,,,1
11285,Charter,Cable,TN,South,-5,-4,60,,,5
11287,Comcast,Cable,NJ,Northeast,-6,-5,25,,,5
11288,Charter,Cable,AL,South,-6,-5,60,,,5
11290,Charter,Cable,WA,West,-8,-7,60,,,5
11294,Comcast,Cable,PA,Northeast,-5,-4,25,,,5
11298,Charter,Cable,CA,West,-8,-7,60,,,5
11301,Comcast,Cable,FL,South,-5,-4,75,,,10
11310,Verizon Fiber,Fiber,MD,South,-5,-4,50,,,50
11311,Charter,Cable,GA,South,-5,-4,60,,,5
11316,CenturyLink,DSL,MO,Midwest,-6,-5,10,,,0.768
11317,Verizon DSL,DSL,NY,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
11318,Charter,Cable,TX,South,-6,-5,60,,,5
11324,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
11332,Charter,Cable,MI,Midwest,-5,-4,60,,,4
11336,Charter,Cable,MI,Midwest,-5,-4,60,,,4
11339,Cox,Cable,FL,South,-5,-4,15,,,1
11342,Verizon Fiber,Fiber,VA,South,-5,-4,25,,,25
11349,TWC,Cable,CA,West,-8,-7,30,,,5
11366,AT&T IPBB,DSL,IL,Midwest,-6,-5,6,,,1
11367,Charter,Cable,AL,South,-6,-5,60,,,4
11375,Charter,Cable,MN,Midwest,-6,-5,60,,,5
11378,AT&T DSL,DSL,OK,South,-6,-5,6,,,0.512
11382,Comcast,Cable,GA,South,-5,-4,25,,,5
11386,Comcast,Cable,MA,Northeast,-5,-4,25,,,5
11390,Charter,Cable,MN,Midwest,-6,-5,60,,,5
11396,Comcast,Cable,CA,West,-8,-7,100,,,5
11404,Charter,Cable,MI,Midwest,-5,-4,60,,,5
11411,Charter,Cable,MN,Midwest,-6,-5,60,,,5
11413,Verizon Fiber,Fiber,PA,Northeast,-5,-4,50,,,50
11418,Charter,Cable,NC,South,-5,-4,60,,,5
11422,Cox,Cable,NV,West,-8,-7,25,,,5
11423,Charter,Cable,MI,Midwest,-5,-4,60,,,5
11434,Comcast,Cable,CA,West,-8,-7,75,,,5
11438,Charter,Cable,CA,West,-8,-7,60,,,5
11439,Comcast,Cable,NE,Midwest,-6,-5,105,,,10
11443,Charter,Cable,NV,West,-8,-7,60,,,4
11453,Frontier Fiber,Fiber,CA,West,-8,-7,50,,,50
11457,Verizon Fiber,Fiber,VA,South,-5,-4,25,,,25
11474,AT&T IPBB,DSL,IL,Midwest,-6,-5,45,,,6
11484,Cox,Cable,VA,South,-5,-4,15,,,2
11493,TWC,Cable,NE,Midwest,-6,-5,15,,,1
11494,Windstream,DSL,GA,South,-5,-4,3,,,0.768
11495,Comcast,Cable,IL,Midwest,-6,-5,25,,,5
11502,Windstream,DSL,NC,South,-5,-4,3,,,0.768
11504,Comcast,Cable,MN,Midwest,-6,-5,50,,,5
11506,Windstream,DSL,NC,South,-5,-4,6,,,0.768
11507,Windstream,DSL,FL,South,-5,-4,6,,,0.768
11520,Cincinnati Bell,Cable,OH,Midwest,-5,-4,20,,,2
11522,Frontier DSL,DSL,PA,Northeast,-5,-4,6,,,0.768
11524,AT&T IPBB,DSL,NC,South,-5,-4,18,,,1.5
11530,Verizon Fiber,Fiber,PA,Northeast,-5,-4,25,,,25
11531,Verizon DSL,DSL,MA,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
11534,CenturyLink,DSL,WI,Midwest,-6,-5,10,,,0.768
11541,Charter,Cable,MO,Midwest,-6,-5,100,,,5
11542,Charter,Cable,WA,West,-8,-7,60,,,5
11550,Comcast,Cable,NC,South,-5,-4,50,,,10
11551,Charter,Cable,NC,South,-5,-4,60,,,4
11558,Charter,Cable,MI,Midwest,-5,-4,60,,,5
11560,Charter,Cable,WA,West,-8,-7,60,,,5
11567,Charter,Cable,WI,Midwest,-6,-5,60,,,5
11582,Charter,Cable,OR,West,-8,-7,60,,,4
11583,Charter,Cable,NC,South,-5,-4,60,,,5
11585,TWC,Cable,GA,South,-5,-4,50,,,5
11588,CenturyLink,DSL,UT,West,-7,-6,20,,,5
11592,Charter,Cable,WI,Midwest,-6,-5,60,,,5
11595,CenturyLink,DSL,ID,West,-8,-7,7,,,0.896
11596,Charter,Cable,MO,Midwest,-6,-5,100,,,4
11599,Charter,Cable,MI,Midwest,-5,-4,60,,,5
11600,Cox,Cable,RI,Northeast,-5,-4,50,,,5
11603,TWC,Cable,TX,South,-6,-5,30,,,5
11605,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
11609,Frontier DSL,DSL,CA,West,-8,-7,3,,,0.768
11612,Comcast,Cable,OR,West,-8,-7,25,,,5
11620,Verizon Fiber,Fiber,CA,West,-8,-7,25,,,25
11624,TWC,Cable,NY,Northeast,-5,-4,15,,,1
11626,Charter,Cable,MO,Midwest,-6,-5,100,,,4
11658,TWC,Cable,NY,Northeast,-5,-4,15,,,1
11673,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
11708,Optimum,Cable,NJ,Northeast,-6,-5,25,,,5
11709,TWC,Cable,TX,South,-6,-5,100,,,20
11710,TWC,Cable,HI,West,-10,-10,50,,,5
11713,Charter,Cable,CA,West,-8,-7,60,,,5
11716,CenturyLink,DSL,WI,Midwest,-6,-5,3,,,0.512
11718,CenturyLink,DSL,NV,West,-8,-7,20,,,2
11720,TWC,Cable,NY,Northeast,-5,-4,50,,,5
11727,TWC,Cable,TX,South,-6,-5,50,,,5
11733,AT&T IPBB,DSL,OH,Midwest,-5,-4,18,,,1.5
11743,Charter,Cable,NY,Northeast,-5,-4,100,,,5
11751,Charter,Cable,MI,Midwest,-5,-4,60,,,5
11875,TWC,Cable,NC,South,-5,-4,50,,,5
11878,Frontier DSL,DSL,CA,West,-8,-7,3,,,0.768
11879,TWC,Cable,MN,Midwest,-6,-5,50,,,5
11880,Verizon DSL,DSL,NY,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
11886,TWC,Cable,NH,Northeast,-5,-4,30,,,5
11895,Frontier DSL,DSL,PA,Northeast,-5,-4,3,,,0.384
11902,AT&T IPBB,DSL,CA,West,-8,-7,18,,,1.5
11910,Cox,Cable,KS,Midwest,-6,-5,15,,,1
11911,AT&T IPBB,DSL,KY,South,-5,-4,24,,,3
11912,TWC,Cable,NE,Midwest,-6,-5,100,,,10
11921,Frontier DSL,DSL,FL,South,-5,-4,3,,,0.768
11932,CenturyLink,DSL,UT,West,-7,-6,20,,,0.896
11942,Charter,Cable,WI,Midwest,-6,-5,60,,,4
11943,Comcast,Cable,MN,Midwest,-6,-5,75,,,5
11945,Charter,Cable,MO,Midwest,-6,-5,100,,,5
11946,Comcast,Cable,MI,Midwest,-5,-4,50,,,10
11955,Mediacom,Cable,IA,Midwest,-6,-5,15,,,1
11957,Optimum,Cable,NY,Northeast,-5,-4,101,,,35
11959,Mediacom,Cable,IA,Midwest,-6,-5,100,,,10
11970,AT&T IPBB,DSL,MI,Midwest,-5,-4,24,,,3
11971,Comcast,Cable,GA,South,-5,-4,75,,,10
11973,CenturyLink,DSL,IA,Midwest,-6,-5,12,,,0.896
11977,TWC,Cable,NY,Northeast,-5,-4,15,,,1
11981,TWC,Cable,NY,Northeast,-5,-4,20,,,2
11986,TWC,Cable,NY,Northeast,-5,-4,2,,,1
12004,Frontier Fiber,Fiber,CA,West,-8,-7,75,,,75
12023,Frontier Fiber,Fiber,TX,South,-6,-5,50,,,50
12033,TWC,Cable,CA,West,-8,-7,100,,,10
12041,Charter,Cable,WI,Midwest,-6,-5,60,,,5
12042,Charter,Cable,WI,Midwest,-6,-5,60,,,5
12043,Charter,Cable,MI,Midwest,-5,-4,60,,,5
12044,Charter,Cable,MI,Midwest,-5,-4,60,,,5
12046,Charter,Cable,VA,South,-5,-4,60,,,5
12048,Charter,Cable,SC,South,-5,-4,60,,,5
12056,Charter,Cable,MN,Midwest,-6,-5,60,,,4
12067,Charter,Cable,NV,West,-8,-7,60,,,5
12069,Charter,Cable,MN,Midwest,-6,-5,60,,,5
12070,Charter,Cable,IL,Midwest,-6,-5,100,,,5
12083,Charter,Cable,OR,West,-8,-7,60,,,4
12084,Charter,Cable,MO,Midwest,-6,-5,100,,,5
12088,Charter,Cable,MI,Midwest,-5,-4,60,,,4
12089,Charter,Cable,TN,South,-5,-4,60,,,5
12091,Optimum,Cable,NJ,Northeast,-6,-5,25,,,5
12093,Charter,Cable,MI,Midwest,-5,-4,60,,,5
12109,Charter,Cable,NC,South,-5,-4,60,,,5
12110,Charter,Cable,WI,Midwest,-6,-5,60,,,4
12115,Charter,Cable,MN,Midwest,-6,-5,60,,,4
12116,Optimum,Cable,UT,West,-7,-6,30,,,5
12120,Optimum,Cable,NY,Northeast,-5,-4,50,,,25
12126,Charter,Cable,MI,Midwest,-5,-4,60,,,5
12139,Charter,Cable,SC,South,-5,-4,60,,,4
12140,Charter,Cable,MN,Midwest,-6,-5,60,,,4
12141,AT&T DSL,DSL,FL,South,-5,-4,6,,,0.512
12149,Charter,Cable,NC,South,-5,-4,60,,,4
12160,Charter,Cable,TX,South,-6,-5,60,,,5
12165,Charter,Cable,TN,South,-5,-4,60,,,5
12177,Charter,Cable,GA,South,-5,-4,60,,,5
12179,Charter,Cable,OR,West,-8,-7,60,,,5
12182,AT&T IPBB,DSL,IL,Midwest,-6,-5,45,,,6
12186,CenturyLink,DSL,SC,South,-5,-4,10,,,0.768
12194,Verizon Fiber,Fiber,VA,South,-5,-4,50,,,50
12196,Charter,Cable,NC,South,-5,-4,60,,,4
12206,Charter,Cable,MI,Midwest,-5,-4,60,,,4
12207,Charter,Cable,MI,Midwest,-5,-4,60,,,5
12209,Charter,Cable,WI,Midwest,-6,-5,60,,,5
12214,Charter,Cable,NV,West,-8,-7,60,,,5
12216,Charter,Cable,NC,South,-5,-4,60,,,5
12217,Charter,Cable,OR,West,-8,-7,60,,,5
12218,Charter,Cable,IL,Midwest,-6,-5,100,,,5
12219,Charter,Cable,MI,Midwest,-5,-4,60,,,4
12232,Cox,Cable,LA,South,-6,-5,100,,,10
12236,CenturyLink,DSL,UT,West,-7,-6,40,,,5
12238,TWC,Cable,OH,Midwest,-5,-4,30,,,5
12239,Cox,Cable,AZ,West,-7,-7,100,,,10
12242,Charter,Cable,OR,West,-8,-7,60,,,5
12246,Verizon DSL,DSL,VA,South,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
12266,Frontier DSL,DSL,CA,West,-8,-7,15,,,1
12268,TWC,Cable,CA,West,-8,-7,3,,,1
12271,TWC,Cable,NC,South,-5,-4,50,,,5
12276,Mediacom,Cable,IA,Midwest,-6,-5,15,,,1
12281,AT&T IPBB,DSL,CA,West,-8,-7,45,,,6
12296,Comcast,Cable,PA,Northeast,-5,-4,105,,,10
12302,TWC,Cable,OH,Midwest,-5,-4,15,,,1
12317,Charter,Cable,CA,West,-8,-7,60,,,4
12320,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
12325,TWC,Cable,OH,Midwest,-5,-4,15,,,1
12328,Frontier DSL,DSL,IL,Midwest,-6,-5,1.5,,,0.384
12332,TWC,Cable,NC,South,-5,-4,100,,,20
12333,TWC,Cable,WI,Midwest,-6,-5,20,,,2
12350,TWC,Cable,CA,West,-8,-7,30,,,5
12351,TWC,Cable,NY,Northeast,-5,-4,3,,,1
12352,Comcast,Cable,CA,West,-8,-7,25,,,5
12363,TWC,Cable,NY,Northeast,-5,-4,15,,,1
12364,TWC,Cable,NY,Northeast,-5,-4,20,,,2
12374,TWC,Cable,CA,West,-8,-7,100,,,20
12382,Charter,Cable,MN,Midwest,-6,-5,60,,,5
12388,Charter,Cable,WI,Midwest,-6,-5,60,,,5
12394,Charter,Cable,MI,Midwest,-5,-4,60,,,5
12397,TWC,Cable,NY,Northeast,-5,-4,50,,,5
12403,TWC,Cable,PA,Northeast,-5,-4,20,,,2
12412,Charter,Cable,MN,Midwest,-6,-5,60,,,4
12413,TWC,Cable,OH,Midwest,-5,-4,15,,,1
12414,Cox,Cable,VA,South,-5,-4,15,,,1
12424,Verizon Fiber,Fiber,NY,Northeast,-5,-4,75,,,75
12425,TWC,Cable,CA,West,-8,-7,100,,,10
12430,Charter,Cable,WA,West,-8,-7,60,,,5
12441,CenturyLink,DSL,FL,South,-5,-4,10,,,0.768
12443,Mediacom,Cable,MO,Midwest,-6,-5,15,,,1
12444,Comcast,Cable,IL,Midwest,-6,-5,25,,,5
12445,CenturyLink,DSL,MO,Midwest,-6,-5,10,,,0.768
12455,TWC,Cable,OH,Midwest,-5,-4,30,,,5
12458,Charter,Cable,CA,West,-8,-7,60,,,5
12460,Cincinnati Bell DSL,DSL,OH,Midwest,-5,-4,5,,,0.768
12472,Charter,Cable,WI,Midwest,-6,-5,60,,,4
12473,Charter,Cable,CA,West,-8,-7,60,,,5
12478,TWC,Cable,CA,West,-8,-7,100,,,10
12485,Cox,Cable,VA,South,-5,-4,25,,,5
12486,Cox,Cable,KS,Midwest,-6,-5,25,,,5
12495,Verizon Fiber,Fiber,NY,Northeast,-5,-4,50,,,50
12496,Charter,Cable,CA,West,-8,-7,60,,,5
12501,TWC,Cable,OH,Midwest,-5,-4,30,,,5
12512,Verizon DSL,DSL,VA,South,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
12514,Comcast,Cable,CA,West,-8,-7,25,,,5
12517,Verizon DSL,DSL,PA,Northeast,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
12521,TWC,Cable,CA,West,-8,-7,100,,,10
12522,CenturyLink,DSL,MN,Midwest,-6,-5,5,,,0.896
12532,Cox,Cable,VA,South,-5,-4,5,,,1
12555,Comcast,Cable,VA,South,-5,-4,25,,,5
12565,TWC,Cable,PA,Northeast,-5,-4,15,,,1
12566,CenturyLink,DSL,MN,Midwest,-6,-5,12,,,0.896
12568,TWC,Cable,OH,Midwest,-5,-4,50,,,5
12570,Cox,Cable,OK,South,-6,-5,5,,,1
12581,CenturyLink,DSL,WA,West,-8,-7,10,,,0.768
12582,Verizon Fiber,Fiber,VA,South,-5,-4,25,,,25
12584,TWC,Cable,NY,Northeast,-5,-4,30,,,5
12585,Verizon Fiber,Fiber,VA,South,-5,-4,50,,,50
12588,TWC,Cable,TX,South,-6,-5,20,,,2
12589,TWC,Cable,TX,South,-6,-5,200,,,20
12601,Verizon DSL,DSL,MA,Northeast,-5,-4,[0.5 - 1.0],0.5,1,0.384
12608,Cox,Cable,NE,Midwest,-6,-5,50,,,5
12612,Windstream,DSL,FL,South,-5,-4,12,,,0.768
12618,Mediacom,Cable,GA,South,-5,-4,100,,,10
12624,TWC,Cable,CA,West,-8,-7,50,,,5
12626,TWC,Cable,NY,Northeast,-5,-4,30,,,5
12635,TWC,Cable,FL,South,-5,-4,50,,,5
12640,Verizon DSL,DSL,NJ,Northeast,-6,-5,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
12646,TWC,Cable,CA,West,-8,-7,50,,,5
12656,TWC,Cable,NY,Northeast,-5,-4,15,,,1
12669,TWC,Cable,NC,South,-5,-4,50,,,5
12681,Comcast,Cable,CA,West,-8,-7,150,,,10
12692,Comcast,Cable,PA,Northeast,-5,-4,25,,,5
12708,TWC,Cable,CA,West,-8,-7,100,,,10
12739,Charter,Cable,WA,West,-8,-7,60,,,4
12742,TWC,Cable,CA,West,-8,-7,100,,,10
12743,TWC,Cable,CA,West,-8,-7,50,,,5
12750,Comcast,Cable,VA,South,-5,-4,75,,,5
12757,Verizon Fiber,Fiber,MA,Northeast,-5,-4,50,,,50
12763,Verizon Fiber,Fiber,MA,Northeast,-5,-4,50,,,50
12765,Verizon Fiber,Fiber,VA,South,-5,-4,50,,,50
12777,Charter,Cable,WI,Midwest,-6,-5,60,,,5
12781,Charter,Cable,CA,West,-8,-7,60,,,5
12786,TWC,Cable,OH,Midwest,-5,-4,50,,,5
12810,Charter,Cable,TX,South,-6,-5,60,,,5
12813,CenturyLink,DSL,NV,West,-8,-7,10,,,0.768
12821,TWC,Cable,OH,Midwest,-5,-4,15,,,1
12831,TWC,Cable,OH,Midwest,-5,-4,30,,,5
12833,TWC,Cable,SC,South,-5,-4,20,,,2
12834,TWC,Cable,CA,West,-8,-7,50,,,5
12838,TWC,Cable,PA,Northeast,-5,-4,2,,,1
12841,TWC,Cable,CA,West,-8,-7,50,,,5
12842,TWC,Cable,NC,South,-5,-4,50,,,5
12854,Frontier Fiber,Fiber,CA,West,-8,-7,50,,,50
12874,TWC,Cable,NY,Northeast,-5,-4,2,,,1
12875,TWC,Cable,CA,West,-8,-7,3,,,1
12883,TWC,Cable,NC,South,-5,-4,100,,,10
12887,TWC,Cable,OH,Midwest,-5,-4,15,,,1
12891,CenturyLink,DSL,IA,Midwest,-6,-5,20,,,0.896
12893,CenturyLink,DSL,SD,Midwest,-6,-5,1.5,,,0.896
12906,TWC,Cable,CA,West,-8,-7,100,,,10
12912,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
12915,CenturyLink,DSL,MN,Midwest,-6,-5,12,,,0.896
12926,Verizon DSL,DSL,VA,South,-5,-4,[1.1 - 3.0],1.1,3,[0.384 - 0.768]
12927,CenturyLink,DSL,MN,Midwest,-6,-5,1.5,,,0.896
12929,Cox,Cable,OK,South,-6,-5,50,,,5
12931,TWC,Cable,CA,West,-8,-7,50,,,5
12957,CenturyLink,DSL,WA,West,-8,-7,8,,,0.768
12959,Frontier Fiber,Fiber,CA,West,-8,-7,75,,,75
12960,Cox,Cable,NV,West,-8,-7,50,,,5
12962,TWC,Cable,CA,West,-8,-7,50,,,5
12979,Verizon Fiber,Fiber,MD,South,-5,-4,75,,,75
12981,Charter,Cable,NC,South,-5,-4,60,,,5
13008,AT&T IPBB,DSL,CA,West,-8,-7,12,,,1.5
13017,TWC,Cable,OH,Midwest,-5,-4,15,,,1
13019,TWC,Cable,OH,Midwest,-5,-4,20,,,2
13020,Comcast,Cable,VA,South,-5,-4,25,,,5
13021,Verizon Fiber,Fiber,VA,South,-5,-4,75,,,75
13027,Verizon Fiber,Fiber,VA,South,-5,-4,50,,,50
13047,CenturyLink,DSL,FL,South,-5,-4,10,,,0.768
13066,TWC,Cable,CT,Northeast,-5,-4,50,,,5
13075,TWC,Cable,TX,South,-6,-5,3,,,1
13076,Cox,Cable,FL,South,-5,-4,25,,,5
13078,Cox,Cable,LA,South,-6,-5,50,,,5
13081,Verizon Fiber,Fiber,VA,South,-5,-4,75,,,75
13083,Verizon Fiber,Fiber,MD,South,-5,-4,25,,,25
13086,TWC,Cable,OH,Midwest,-5,-4,30,,,5
13090,Charter,Cable,WI,Midwest,-6,-5,60,,,5
13092,Cox,Cable,NE,Midwest,-6,-5,50,,,5
13093,Cox,Cable,AZ,West,-7,-7,15,,,1
13109,AT&T IPBB,DSL,TX,South,-6,-5,18,,,1.5
13117,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
13121,Comcast,Cable,WA,West,-8,-7,25,,,5
13136,Comcast,Cable,FL,South,-5,-4,75,,,10
13147,CenturyLink,DSL,AZ,West,-7,-7,1.5,,,0.896
13149,Optimum,Cable,NY,Northeast,-5,-4,60,,,25
13150,Verizon Fiber,Fiber,PA,Northeast,-5,-4,50,,,50
13155,CenturyLink,DSL,CO,West,-7,-6,7,,,0.896
13157,Cox,Cable,OK,South,-6,-5,150,,,10
13175,TWC,Cable,SC,South,-5,-4,15,,,1
13177,Mediacom,Cable,IL,Midwest,-6,-5,100,,,10
13178,Frontier Fiber,Fiber,CA,West,-8,-7,75,,,75
13188,Cox,Cable,VA,South,-5,-4,100,,,10
13192,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
13200,CenturyLink,DSL,MN,Midwest,-6,-5,5,,,0.896
13222,Optimum,Cable,NJ,Northeast,-6,-5,25,,,5
