Unit ID,ISP,Technology,State,Census,timezone_offset,timezone_offset_dst,Download,Download Lower Bound,Download Upper Bound,Upload
380,Charter,Cable,MO,Midwest,-6,-5,100,,,5
382,AT&T DSL,DSL,SC,South,-5,-4,3,,,0.384
390,Verizon Fiber,Fiber,KY,South,-5,-4,75,,,75
396,CenturyLink,DSL,CA,West,-8,-7,40,,,5
414,Comcast,Cable,WA,West,-8,-7,25,,,5
422,Comcast,Cable,WA,West,-8,-7,75,,,5
429,TWC,Cable,CA,West,-8,-7,200,,,20
437,TWC,Cable,CA,West,-8,-7,50,,,5
447,Verizon Fiber,Fiber,PA,Northeast,-5,-4,50,,,50
458,Cox,Cable,NJ,Northeast,-6,-5,100,,,10
463,Comcast,Cable,IL,Midwest,-6,-5,75,,,10
464,AT&T IPBB,DSL,OH,Midwest,-5,-4,18,,,1.5
468,Charter,Cable,MO,Midwest,-6,-5,100,,,4
471,Comcast,Cable,IL,Midwest,-6,-5,105,,,20
475,Comcast,Cable,IL,Midwest,-6,-5,75,,,10
477,Verizon Fiber,Fiber,NJ,Northeast,-6,-5,50,,,50
482,AT&T IPBB,DSL,CA,West,-8,-7,24,,,3
488,Mediacom,Cable,CA,West,-8,-7,50,,,5
494,Cox,Cable,VA,South,-5,-4,50,,,5
507,AT&T IPBB,DSL,IL,Midwest,-6,-5,12,,,1
509,TWC,Cable,CA,West,-8,-7,20,,,2
517,Cox,Cable,AZ,West,-7,-7,50,,,5
519,TWC,Cable,NC,South,-5,-4,100,,,10
521,Charter,Cable,NV,West,-8,-7,60,,,5
522,Verizon Fiber,Fiber,VA,South,-5,-4,25,,,25
525,Cox,Cable,AZ,West,-7,-7,50,,,5
528,AT&T IPBB,DSL,CA,West,-8,-7,6,,,1
533,Verizon DSL,DSL,MA,Northeast,-5,-4,[0.5 - 1.0],0.5,1,0.384
537,TWC,Cable,IL,Midwest,-6,-5,30,,,5
545,Comcast,Cable,NJ,Northeast,-6,-5,200,,,10
548,Comcast,Cable,CA,West,-8,-7,100,,,5
549,Charter,Cable,WI,Midwest,-6,-5,60,,,4
559,Comcast,Cable,UT,West,-7,-6,105,,,10
562,Cox,Cable,AZ,West,-7,-7,5,,,1
563,AT&T IPBB,DSL,CA,West,-8,-7,6,,,1
566,Comcast,Cable,NH,Northeast,-5,-4,25,,,5
567,Mediacom,Cable,MO,Midwest,-6,-5,100,,,10
569,Cox,Cable,OK,South,-6,-5,50,,,5
576,Verizon Fiber,Fiber,PA,Northeast,-5,-4,75,,,75
585,TWC,Cable,CA,West,-8,-7,20,,,20
590,CenturyLink,DSL,UT,West,-7,-6,12,,,0.896
595,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
602,CenturyLink,DSL,CO,West,-7,-6,1.5,,,0.896
612,Charter,Cable,MI,Midwest,-5,-4,60,,,5
617,TWC,Cable,NY,Northeast,-5,-4,15,,,1
622,Frontier Fiber,Fiber,CA,West,-8,-7,25,,,25
623,AT&T IPBB,DSL,MI,Midwest,-5,-4,45,,,6
628,Optimum,Cable,NJ,Northeast,-6,-5,101,,,35
634,Optimum,Cable,NJ,Northeast,-6,-5,60,,,25
635,Verizon Fiber,Fiber,VA,South,-5,-4,50,,,50
636,Frontier Fiber,Fiber,TX,South,-6,-5,75,,,75
656,TWC,Cable,NY,Northeast,-5,-4,15,,,1
661,Charter,Cable,MI,Midwest,-5,-4,60,,,5
665,CenturyLink,DSL,IA,Midwest,-6,-5,40,,,20
671,CenturyLink,DSL,CO,West,-7,-6,20,,,5
683,CenturyLink,DSL,AL,South,-6,-5,10,,,0.768
687,TWC,Cable,CA,West,-8,-7,50,,,5
700,Optimum,Cable,NJ,Northeast,-6,-5,101,,,35
701,Charter,Cable,GA,South,-5,-4,100,,,5
702,CenturyLink,DSL,AZ,West,-7,-7,20,,,0.896
703,Verizon Fiber,Fiber,PA,Northeast,-5,-4,75,,,75
705,Cox,Cable,LA,South,-6,-5,25,,,5
706,Comcast,Cable,NJ,Northeast,-6,-5,75,,,5
709,Frontier Fiber,Fiber,OR,West,-8,-7,50,,,50
715,Verizon Fiber,Fiber,NY,Northeast,-5,-4,75,,,75
723,AT&T IPBB,DSL,SC,South,-5,-4,45,,,6
728,Charter,Cable,WI,Midwest,-6,-5,60,,,4
732,TWC,Cable,PA,Northeast,-5,-4,50,,,5
733,Comcast,Cable,PA,Northeast,-5,-4,75,,,5
745,Verizon Fiber,Fiber,NY,Northeast,-5,-4,50,,,50
750,Comcast,Cable,WA,West,-8,-7,75,,,5
753,Optimum,Cable,NJ,Northeast,-6,-5,25,,,5
757,AT&T IPBB,DSL,IL,Midwest,-6,-5,6,,,1
758,Comcast,Cable,MN,Midwest,-6,-5,105,,,10
763,Verizon Fiber,Fiber,MD,South,-5,-4,50,,,50
764,Comcast,Cable,CO,West,-7,-6,50,,,5
766,Cox,Cable,OR,West,-8,-7,5,,,1
767,Comcast,Cable,CO,West,-7,-6,50,,,5
778,TWC,Cable,CA,West,-8,-7,50,,,5
782,CenturyLink,DSL,FL,South,-5,-4,10,,,0.768
785,Frontier Fiber,Fiber,CA,West,-8,-7,25,,,25
786,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
790,AT&T IPBB,DSL,CA,West,-8,-7,6,,,0.512
793,CenturyLink,DSL,OH,Midwest,-5,-4,3,,,0.512
794,Verizon Fiber,Fiber,NY,Northeast,-5,-4,75,,,75
799,TWC,Cable,CA,West,-8,-7,10,,,1
812,Verizon Fiber,Fiber,MD,South,-5,-4,100,,,100
820,TWC,Cable,ME,Northeast,-5,-4,15,,,1
823,CenturyLink,DSL,WA,West,-8,-7,12,,,0.896
834,Frontier Fiber,Fiber,CA,West,-8,-7,50,,,50
836,Frontier Fiber,Fiber,WA,West,-8,-7,25,,,25
839,CenturyLink,DSL,CO,West,-7,-6,40,,,20
844,Comcast,Cable,PA,Northeast,-5,-4,75,,,5
846,AT&T IPBB,DSL,IN,Midwest,-5,-4,18,,,1.5
852,Comcast,Cable,MI,Midwest,-5,-4,75,,,10
858,Verizon Fiber,Fiber,VA,South,-5,-4,75,,,75
861,Comcast,Cable,MI,Midwest,-5,-4,105,,,20
863,TWC,Cable,OH,Midwest,-5,-4,15,,,1
866,Comcast,Cable,CT,Northeast,-5,-4,25,,,5
870,Comcast,Cable,CA,West,-8,-7,25,,,5
872,Verizon Fiber,Fiber,NY,Northeast,-5,-4,50,,,50
875,AT&T IPBB,DSL,AL,South,-6,-5,24,,,3
882,AT&T IPBB,DSL,TX,South,-6,-5,24,,,3
925,CenturyLink,DSL,MO,Midwest,-6,-5,4,,,0.512
943,Mediacom,Cable,IL,Midwest,-6,-5,100,,,10
954,Optimum,Cable,NJ,Northeast,-6,-5,25,,,5
969,TWC,Cable,CA,West,-8,-7,100,,,20
970,Verizon Fiber,Fiber,VA,South,-5,-4,25,,,25
974,Comcast,Cable,CA,West,-8,-7,100,,,5
976,Comcast,Cable,NM,West,-7,-6,50,,,5
979,TWC,Cable,ID,West,-8,-7,20,,,2
980,Comcast,Cable,IN,Midwest,-5,-4,25,,,5
986,TWC,Cable,WI,Midwest,-6,-5,15,,,1
988,AT&T IPBB,DSL,NC,South,-5,-4,12,,,1.5
992,Windstream,DSL,GA,South,-5,-4,12,,,0.768
997,Comcast,Cable,TN,South,-5,-4,75,,,10
999,Charter,Cable,MO,Midwest,-6,-5,100,,,5
1001,Charter,Cable,MI,Midwest,-5,-4,60,,,5
1009,Comcast,Cable,DE,South,-5,-4,200,,,10
1014,Verizon Fiber,Fiber,NJ,Northeast,-6,-5,75,,,75
1023,TWC,Cable,OH,Midwest,-5,-4,50,,,5
1027,TWC,Cable,OH,Midwest,-5,-4,15,,,1
1028,Optimum,Cable,NY,Northeast,-5,-4,101,,,35
1031,Frontier Fiber,Fiber,CA,West,-8,-7,25,,,25
1034,Verizon Fiber,Fiber,MD,South,-5,-4,25,,,25
1040,TWC,Cable,CA,West,-8,-7,50,,,5
1041,TWC,Cable,CA,West,-8,-7,50,,,5
1052,Cox,Cable,VA,South,-5,-4,50,,,5
1058,TWC,Cable,NC,South,-5,-4,10,,,1
1059,Optimum,Cable,NY,Northeast,-5,-4,101,,,35
1067,Comcast,Cable,IL,Midwest,-6,-5,75,,,10
1070,Charter,Cable,MI,Midwest,-5,-4,60,,,5
1074,CenturyLink,DSL,FL,South,-5,-4,1.5,,,0.256
1076,AT&T DSL,DSL,FL,South,-5,-4,3,,,0.384
1079,Comcast,Cable,MN,Midwest,-6,-5,50,,,5
1080,Comcast,Cable,MN,Midwest,-6,-5,150,,,10
1087,AT&T IPBB,DSL,AR,South,-6,-5,12,,,1.5
1097,Comcast,Cable,NJ,Northeast,-6,-5,25,,,5
1115,CenturyLink,DSL,OH,Midwest,-5,-4,6,,,0.512
1122,TWC,Cable,AZ,West,-7,-7,50,,,5
1162,Optimum,Cable,CT,Northeast,-5,-4,50,,,25
1164,Charter,Cable,Unknown,Unknown,Unknown,Unknown,60,,,4
1165,Verizon Fiber,Fiber,VA,South,-5,-4,75,,,75
1166,Optimum,Cable,NJ,Northeast,-6,-5,60,,,25
1168,Comcast,Cable,FL,South,-5,-4,75,,,10
1170,Charter,Cable,WI,Midwest,-6,-5,60,,,5
1171,Cox,Cable,KS,Midwest,-6,-5,5,,,1
1193,AT&T IPBB,DSL,CA,West,-8,-7,18,,,1.5
1196,Comcast,Cable,TN,South,-5,-4,75,,,10
1197,Charter,Cable,WI,Midwest,-6,-5,60,,,5
1203,AT&T IPBB,DSL,IL,Midwest,-6,-5,12,,,1
1217,TWC,Cable,OH,Midwest,-5,-4,15,,,1
1220,Frontier Fiber,Fiber,CA,West,-8,-7,50,,,50
1229,Comcast,Cable,MN,Midwest,-6,-5,150,,,20
1233,Comcast,Cable,IL,Midwest,-6,-5,75,,,10
1234,Cox,Cable,LA,South,-6,-5,50,,,5
1235,Verizon Fiber,Fiber,VA,South,-5,-4,50,,,50
1237,TWC,Cable,NY,Northeast,-5,-4,20,,,2
1240,Charter,Cable,MN,Midwest,-6,-5,60,,,5
1249,CenturyLink,DSL,IN,Midwest,-5,-4,1.5,,,0.512
1268,CenturyLink,DSL,MO,Midwest,-6,-5,4,,,0.512
1269,Cox,Cable,AZ,West,-7,-7,100,,,10
1278,AT&T IPBB,DSL,TX,South,-6,-5,18,,,1.5
1281,Comcast,Cable,KY,South,-5,-4,200,,,10
1287,Frontier Fiber,Fiber,CA,West,-8,-7,75,,,75
1295,CenturyLink,DSL,AZ,West,-7,-7,40,,,20
1297,Verizon Fiber,Fiber,MD,South,-5,-4,75,,,75
1301,Cox,Cable,CA,West,-8,-7,25,,,5
3681,TWC,Cable,Unknown,Unknown,Unknown,Unknown,15,,,1
5055,Verizon Fiber,Fiber,Unknown,Unknown,Unknown,Unknown,75,,,75
5195,Comcast,Cable,FL,South,-5,-4,75,,,10
5199,Cox,Cable,AZ,West,-7,-7,50,,,5
5205,Comcast,Cable,MA,Northeast,-5,-4,100,,,5
5207,TWC,Cable,NY,Northeast,-5,-4,15,,,1
5211,Verizon Fiber,Fiber,PA,Northeast,-5,-4,75,,,75
5212,Comcast,Cable,MI,Midwest,-5,-4,105,,,20
5216,Frontier Fiber,Fiber,TX,South,-6,-5,50,,,50
5223,AT&T DSL,DSL,CA,West,-8,-7,0.768,,,0.384
5245,Comcast,Cable,AZ,West,-7,-7,75,,,5
5247,Verizon Fiber,Fiber,PA,Northeast,-5,-4,50,,,50
5248,Comcast,Cable,NJ,Northeast,-6,-5,25,,,5
5267,AT&T IPBB,DSL,TX,South,-6,-5,45,,,6
5270,Comcast,Cable,CA,West,-8,-7,75,,,5
5274,TWC,Cable,NY,Northeast,-5,-4,100,,,10
5277,TWC,Cable,NY,Northeast,-5,-4,50,,,5
5278,AT&T DSL,DSL,IL,Midwest,-6,-5,3,,,0.384
5281,Comcast,Cable,AZ,West,-7,-7,150,,,10
5285,TWC,Cable,OH,Midwest,-5,-4,50,,,5
5288,CenturyLink,DSL,NM,West,-7,-6,7,,,0.896
5291,TWC,Cable,WI,Midwest,-6,-5,15,,,1
5293,Comcast,Cable,OR,West,-8,-7,150,,,10
5294,Comcast,Cable,CO,West,-7,-6,150,,,10
5299,CenturyLink,DSL,CO,West,-7,-6,12,,,5
5300,TWC,Cable,VA,South,-5,-4,50,,,5
5301,TWC,Cable,TX,South,-6,-5,50,,,5
5308,Comcast,Cable,IL,Midwest,-6,-5,75,,,10
5313,Optimum,Cable,VA,South,-5,-4,60,,,25
5318,Optimum,Cable,NY,Northeast,-5,-4,25,,,5
5321,TWC,Cable,NC,South,-5,-4,50,,,5
5325,Comcast,Cable,IL,Midwest,-6,-5,25,,,5
5326,Comcast,Cable,IL,Midwest,-6,-5,25,,,5
5327,AT&T IPBB,DSL,TX,South,-6,-5,24,,,3
5332,TWC,Cable,ME,Northeast,-5,-4,50,,,5
5336,Comcast,Cable,MI,Midwest,-5,-4,50,,,10
5340,Cox,Cable,VA,South,-5,-4,50,,,5
5342,Comcast,Cable,WA,West,-8,-7,105,,,10
5344,Charter,Cable,NC,South,-5,-4,60,,,5
5347,Comcast,Cable,CT,Northeast,-5,-4,25,,,5
5351,TWC,Cable,OH,Midwest,-5,-4,20,,,2
5353,CenturyLink,DSL,WA,West,-8,-7,40,,,5
5354,Comcast,Cable,WA,West,-8,-7,75,,,5
5367,CenturyLink,DSL,WI,Midwest,-6,-5,8,,,0.768
5370,TWC,Cable,TX,South,-6,-5,50,,,5
5373,Charter,Cable,WI,Midwest,-6,-5,60,,,4
5376,Verizon Fiber,Fiber,VA,South,-5,-4,75,,,75
5381,Comcast,Cable,CO,West,-7,-6,25,,,5
5386,TWC,Cable,MA,Northeast,-5,-4,20,,,2
5388,Comcast,Cable,ME,Northeast,-5,-4,25,,,5
5390,Comcast,Cable,CA,West,-8,-7,105,,,20
5394,Frontier Fiber,Fiber,CA,West,-8,-7,50,,,50
5395,Verizon Fiber,Fiber,VA,South,-5,-4,50,,,50
5397,Cox,Cable,CA,West,-8,-7,50,,,5
5407,Verizon Fiber,Fiber,NJ,Northeast,-6,-5,50,,,50
5431,TWC,Cable,FL,South,-5,-4,50,,,5
5440,Comcast,Cable,MD,South,-5,-4,25,,,5
5462,TWC,Cable,CA,West,-8,-7,50,,,5
5467,Comcast,Cable,OR,West,-8,-7,75,,,5
5469,TWC,Cable,NY,Northeast,-5,-4,50,,,5
5483,Comcast,Cable,DE,South,-5,-4,150,,,10
5486,Comcast,Cable,VA,South,-5,-4,150,,,10
5493,Comcast,Cable,WA,West,-8,-7,105,,,10
5507,Comcast,Cable,TN,South,-5,-4,25,,,5
5511,TWC,Cable,NY,Northeast,-5,-4,20,,,2
5518,Comcast,Cable,WA,West,-8,-7,50,,,5
5519,Comcast,Cable,MI,Midwest,-5,-4,100,,,10
5521,Verizon Fiber,Fiber,MD,South,-5,-4,75,,,75
5525,Cox,Cable,AZ,West,-7,-7,50,,,5
5537,CenturyLink,DSL,WI,Midwest,-6,-5,1.5,,,0.256
5542,CenturyLink,DSL,MO,Midwest,-6,-5,5,,,0.896
5543,Comcast,Cable,MD,South,-5,-4,100,,,5
5549,Frontier Fiber,Fiber,TX,South,-6,-5,25,,,25
5552,Comcast,Cable,CA,West,-8,-7,75,,,5
5554,TWC,Cable,FL,South,-5,-4,2,,,1
5559,CenturyLink,DSL,AL,South,-6,-5,3,,,0.512
5563,Cox,Cable,VA,South,-5,-4,25,,,5
5567,Comcast,Cable,WA,West,-8,-7,150,,,10
5568,Comcast,Cable,CA,West,-8,-7,100,,,5
5569,TWC,Cable,NY,Northeast,-5,-4,20,,,2
5571,AT&T DSL,DSL,SC,South,-5,-4,3,,,0.384
5573,TWC,Cable,OH,Midwest,-5,-4,15,,,1
5582,Comcast,Cable,PA,Northeast,-5,-4,200,,,10
5584,AT&T IPBB,DSL,MO,Midwest,-6,-5,24,,,3
5585,Comcast,Cable,NM,West,-7,-6,150,,,10
5590,Cox,Cable,AZ,West,-7,-7,15,,,1
5596,AT&T IPBB,DSL,TN,South,-5,-4,12,,,1.5
5600,Verizon Fiber,Fiber,VA,South,-5,-4,25,,,25
5604,Comcast,Cable,NM,West,-7,-6,50,,,5
5606,Verizon Fiber,Fiber,VA,South,-5,-4,25,,,25
5616,AT&T IPBB,DSL,CA,West,-8,-7,12,,,1
5623,CenturyLink,DSL,AZ,West,-7,-7,7,,,0.896
5626,Comcast,Cable,OR,West,-8,-7,105,,,10
5635,Comcast,Cable,PA,Northeast,-5,-4,100,,,5
5641,TWC,Cable,TX,South,-6,-5,100,,,10
5642,Comcast,Cable,CO,West,-7,-6,105,,,10
5655,AT&T IPBB,DSL,TX,South,-6,-5,6,,,1
5656,Cox,Cable,AZ,West,-7,-7,150,,,10
5667,TWC,Cable,NC,South,-5,-4,100,,,10
5693,AT&T IPBB,DSL,FL,South,-5,-4,12,,,1.5
5695,Charter,Cable,GA,South,-5,-4,60,,,4
5697,Comcast,Cable,UT,West,-7,-6,105,,,10
5703,AT&T IPBB,DSL,WI,Midwest,-6,-5,18,,,1.5
5711,Verizon Fiber,Fiber,NY,Northeast,-5,-4,75,,,75
5713,TWC,Cable,NC,South,-5,-4,100,,,10
5714,TWC,Cable,SC,South,-5,-4,15,,,1
5723,AT&T IPBB,DSL,PA,Northeast,-5,-4,24,,,3
5726,TWC,Cable,TX,South,-6,-5,50,,,5
5728,CenturyLink,DSL,WA,West,-8,-7,20,,,0.896
5730,Cox,Cable,CA,West,-8,-7,50,,,5
5734,Comcast,Cable,CO,West,-7,-6,25,,,5
5737,Cox,Cable,AZ,West,-7,-7,50,,,5
5741,Comcast,Cable,CA,West,-8,-7,100,,,5
5743,TWC,Cable,SC,South,-5,-4,30,,,5
5748,TWC,Cable,TX,South,-6,-5,50,,,5
5749,Comcast,Cable,CT,Northeast,-5,-4,150,,,10
5753,Optimum,Cable,NJ,Northeast,-6,-5,30,,,5
5757,AT&T IPBB,DSL,CA,West,-8,-7,18,,,1.5
5762,Cox,Cable,OK,South,-6,-5,15,,,1
5765,AT&T IPBB,DSL,CA,West,-8,-7,45,,,6
5767,Cox,Cable,CA,West,-8,-7,15,,,1
5772,Comcast,Cable,MD,South,-5,-4,200,,,10
5774,Comcast,Cable,NM,West,-7,-6,25,,,5
5781,TWC,Cable,MA,Northeast,-5,-4,15,,,1
5787,TWC,Cable,CA,West,-8,-7,100,,,20
5794,Charter,Cable,MA,Northeast,-5,-4,60,,,5
5795,TWC,Cable,FL,South,-5,-4,50,,,5
5820,Mediacom,Cable,MO,Midwest,-6,-5,15,,,1
5823,Comcast,Cable,IN,Midwest,-5,-4,75,,,10
5826,CenturyLink,DSL,CO,West,-7,-6,20,,,0.896
5831,Mediacom,Cable,IA,Midwest,-6,-5,50,,,5
5835,TWC,Cable,NC,South,-5,-4,50,,,5
5836,Cox,Cable,AZ,West,-7,-7,50,,,5
5838,TWC,Cable,NY,Northeast,-5,-4,20,,,2
5841,Cox,Cable,VA,South,-5,-4,50,,,5
5842,AT&T IPBB,DSL,TN,South,-5,-4,18,,,1.5
5844,CenturyLink,DSL,OR,West,-8,-7,1.5,,,0.896
5851,CenturyLink,DSL,AZ,West,-7,-7,7,,,0.896
5859,CenturyLink,DSL,CO,West,-7,-6,7,,,0.896
5860,AT&T IPBB,DSL,AR,South,-6,-5,45,,,6
5864,Verizon Fiber,Fiber,NJ,Northeast,-6,-5,50,,,50
5871,Comcast,Cable,CO,West,-7,-6,105,,,10
5872,Comcast,Cable,CA,West,-8,-7,100,,,5
5875,Verizon Fiber,Fiber,VA,South,-5,-4,75,,,75
5881,Comcast,Cable,OR,West,-8,-7,105,,,10
5888,Mediacom,Cable,IA,Midwest,-6,-5,15,,,1
5889,TWC,Cable,NY,Northeast,-5,-4,20,,,2
5894,Comcast,Cable,TX,South,-6,-5,50,,,10
5906,Verizon Fiber,Fiber,VA,South,-5,-4,100,,,100
5909,Comcast,Cable,UT,West,-7,-6,50,,,5
5927,Comcast,Cable,IL,Midwest,-6,-5,25,,,5
5929,Charter,Cable,MN,Midwest,-6,-5,60,,,4
5930,Cox,Cable,AZ,West,-7,-7,150,,,10
5938,Cox,Cable,AZ,West,-7,-7,50,,,5
5952,Comcast,Cable,PA,Northeast,-5,-4,100,,,5
5953,Comcast,Cable,TX,South,-6,-5,105,,,10
5955,Optimum,Cable,CT,Northeast,-5,-4,50,,,25
5964,Comcast,Cable,VA,South,-5,-4,25,,,5
5965,TWC,Cable,TX,South,-6,-5,50,,,5
5977,Charter,Cable,WA,West,-8,-7,60,,,4
5980,Comcast,Cable,CT,Northeast,-5,-4,200,,,10
5985,Comcast,Cable,MD,South,-5,-4,25,,,5
5986,Comcast,Cable,WV,South,-5,-4,105,,,10
5996,Comcast,Cable,WA,West,-8,-7,25,,,5
6011,Comcast,Cable,AL,South,-6,-5,75,,,10
6024,AT&T IPBB,DSL,TX,South,-6,-5,18,,,1.5
6027,CenturyLink,DSL,CO,West,-7,-6,40,,,5
6028,Charter,Cable,MN,Midwest,-6,-5,60,,,5
6037,TWC,Cable,OH,Midwest,-5,-4,2,,,1
6040,Comcast,Cable,CO,West,-7,-6,105,,,10
6047,TWC,Cable,CA,West,-8,-7,50,,,5
6053,CenturyLink,DSL,OR,West,-8,-7,12,,,0.896
6057,Verizon Fiber,Fiber,MD,South,-5,-4,50,,,50
6066,Verizon DSL,DSL,PA,Northeast,-5,-4,[0.5 - 1.0],0.5,1,0.384
6077,Comcast,Cable,VA,South,-5,-4,25,,,5
6081,Comcast,Cable,PA,Northeast,-5,-4,200,,,10
6082,Comcast,Cable,CA,West,-8,-7,75,,,5
6085,Verizon Fiber,Fiber,PA,Northeast,-5,-4,75,,,75
6088,Comcast,Cable,IN,Midwest,-5,-4,75,,,10
6091,Frontier Fiber,Fiber,WA,West,-8,-7,50,,,50
6097,Comcast,Cable,MI,Midwest,-5,-4,75,,,10
6098,Verizon Fiber,Fiber,VA,South,-5,-4,50,,,50
6099,Comcast,Cable,OR,West,-8,-7,50,,,5
6101,AT&T IPBB,DSL,MO,Midwest,-6,-5,24,,,3
6106,CenturyLink,DSL,AZ,West,-7,-7,7,,,0.896
6112,Comcast,Cable,MI,Midwest,-5,-4,75,,,10
6120,AT&T IPBB,DSL,CA,West,-8,-7,24,,,3
6123,CenturyLink,DSL,CO,West,-7,-6,40,,,5
6124,Charter,Cable,GA,South,-5,-4,60,,,5
6129,AT&T IPBB,DSL,TX,South,-6,-5,12,,,1.5
6139,AT&T IPBB,DSL,WI,Midwest,-6,-5,18,,,1.5
6140,TWC,Cable,CA,West,-8,-7,3,,,1
6150,TWC,Cable,CA,West,-8,-7,100,,,10
6153,Comcast,Cable,MA,Northeast,-5,-4,25,,,5
6162,TWC,Cable,CA,West,-8,-7,100,,,20
6167,Verizon Fiber,Fiber,PA,Northeast,-5,-4,50,,,50
6169,Cox,Cable,CA,West,-8,-7,50,,,5
6176,Comcast,Cable,GA,South,-5,-4,75,,,15
6177,Verizon Fiber,Fiber,NJ,Northeast,-6,-5,50,,,50
6184,Comcast,Cable,MS,South,-6,-5,75,,,10
6185,Comcast,Cable,PA,Northeast,-5,-4,25,,,5
6189,Comcast,Cable,VA,South,-5,-4,150,,,10
6190,Comcast,Cable,UT,West,-7,-6,150,,,10
6205,TWC,Cable,CA,West,-8,-7,100,,,10
6216,Frontier Fiber,Fiber,TX,South,-6,-5,25,,,25
6218,Comcast,Cable,TN,South,-5,-4,75,,,10
6230,Cox,Cable,OK,South,-6,-5,5,,,1
6233,Verizon Fiber,Fiber,PA,Northeast,-5,-4,75,,,75
6235,Comcast,Cable,PA,Northeast,-5,-4,25,,,5
6241,Comcast,Cable,CT,Northeast,-5,-4,25,,,5
6244,TWC,Cable,NY,Northeast,-5,-4,15,,,1
6260,Comcast,Cable,CA,West,-8,-7,25,,,5
6270,AT&T IPBB,DSL,WI,Midwest,-6,-5,45,,,6
6278,TWC,Cable,TX,South,-6,-5,20,,,2
6285,Verizon Fiber,Fiber,NY,Northeast,-5,-4,75,,,75
6290,TWC,Cable,ME,Northeast,-5,-4,2,,,1
6301,TWC,Cable,OH,Midwest,-5,-4,15,,,1
6304,Frontier DSL,DSL,CA,West,-8,-7,6,,,0.384
6305,AT&T IPBB,DSL,MO,Midwest,-6,-5,6,,,1
6309,Comcast,Cable,OR,West,-8,-7,50,,,5
6310,Optimum,Cable,NJ,Northeast,-6,-5,50,,,25
6314,CenturyLink,DSL,ID,West,-8,-7,40,,,5
6316,Comcast,Cable,PA,Northeast,-5,-4,25,,,5
6317,Comcast,Cable,CA,West,-8,-7,75,,,5
6329,Comcast,Cable,MN,Midwest,-6,-5,50,,,5
6333,Comcast,Cable,IN,Midwest,-5,-4,25,,,5
6338,Verizon Fiber,Fiber,MA,Northeast,-5,-4,50,,,50
6341,Comcast,Cable,PA,Northeast,-5,-4,25,,,5
6351,TWC,Cable,OH,Midwest,-5,-4,15,,,1
6364,Comcast,Cable,CA,West,-8,-7,100,,,5
6370,Cox,Cable,AZ,West,-7,-7,50,,,5
6374,Cox,Cable,NV,West,-8,-7,100,,,10
6375,Cox,Cable,LA,South,-6,-5,25,,,5
6383,TWC,Cable,WI,Midwest,-6,-5,15,,,1
6390,Cox,Cable,KS,Midwest,-6,-5,50,,,5
6396,Comcast,Cable,IL,Midwest,-6,-5,75,,,10
6397,Comcast,Cable,MI,Midwest,-5,-4,75,,,10
6403,Verizon Fiber,Fiber,MA,Northeast,-5,-4,50,,,50
6412,Comcast,Cable,MA,Northeast,-5,-4,100,,,5
6420,AT&T IPBB,DSL,TX,South,-6,-5,24,,,3
6424,Frontier DSL,DSL,FL,South,-5,-4,1,,,0.384
6435,AT&T DSL,DSL,CA,West,-8,-7,6,,,0.768
6441,AT&T DSL,DSL,TX,South,-6,-5,3,,,0.384
6444,TWC,Cable,OR,West,-8,-7,50,,,5
6450,Verizon Fiber,Fiber,NY,Northeast,-5,-4,25,,,25
6453,AT&T IPBB,DSL,CA,West,-8,-7,6,,,0.512
6457,Verizon Fiber,Fiber,MD,South,-5,-4,75,,,75
6458,Comcast,Cable,GA,South,-5,-4,75,,,10
6470,CenturyLink,DSL,NM,West,-7,-6,20,,,0.896
6488,AT&T IPBB,DSL,OH,Midwest,-5,-4,18,,,1.5
6489,AT&T IPBB,DSL,TN,South,-5,-4,12,,,1
6490,Comcast,Cable,IL,Midwest,-6,-5,25,,,5
6494,Cox,Cable,AZ,West,-7,-7,25,,,5
6512,Verizon Fiber,Fiber,VA,South,-5,-4,75,,,75
6521,Frontier Fiber,Fiber,OR,West,-8,-7,25,,,25
6523,Comcast,Cable,IN,Midwest,-5,-4,75,,,10
6524,Comcast,Cable,MD,South,-5,-4,200,,,10
6525,TWC,Cable,WI,Midwest,-6,-5,15,,,1
6535,TWC,Cable,WI,Midwest,-6,-5,15,,,1
6536,Cox,Cable,AZ,West,-7,-7,15,,,1
6548,Comcast,Cable,WI,Midwest,-6,-5,150,,,10
6553,Optimum,Cable,NY,Northeast,-5,-4,50,,,25
6568,Comcast,Cable,NM,West,-7,-6,150,,,10
6576,AT&T IPBB,DSL,TX,South,-6,-5,18,,,1.5
6581,AT&T IPBB,DSL,MI,Midwest,-5,-4,45,,,6
6613,Comcast,Cable,CA,West,-8,-7,25,,,5
6615,Comcast,Cable,TN,South,-5,-4,25,,,5
6634,TWC,Cable,TX,South,-6,-5,50,,,5
6642,TWC,Cable,FL,South,-5,-4,200,,,20
6647,Comcast,Cable,CO,West,-7,-6,75,,,5
6655,Cox,Cable,VA,South,-5,-4,50,,,5
6657,Comcast,Cable,ID,West,-8,-7,75,,,10
6659,Comcast,Cable,IN,Midwest,-5,-4,75,,,10
6660,AT&T IPBB,DSL,IL,Midwest,-6,-5,6,,,1
6664,Comcast,Cable,VT,Northeast,-6,-5,25,,,5
