"Top 3 values of operator_technology","dtime per 30 days","Median Latency (ms)"
Cable,"2017-03-25","170.203"
Cable,"2017-04-24","169.415"
Cable,"2017-05-24","160.351"
Cable,"2017-06-23","165.222"
Cable,"2017-07-23","154.108"
Cable,"2017-08-22","153.023"
Cable,"2017-09-21","137.591"
Cable,"2017-10-21","141.893"
Cable,"2017-11-20","138.542"
Cable,"2017-12-20","128.107"
Cable,"2018-01-19","114.461"
Cable,"2018-02-18","115.465"
Cable,"2018-03-20","114.275"
Cable,"2018-04-19","120.589"
Cable,"2018-05-19","117.506"
Cable,"2018-06-18","115.363"
Cable,"2018-07-18","119.415"
Cable,"2018-08-17","100.262"
Cable,"2018-09-16","92.23"
Cable,"2018-10-16","96.043"
Cable,"2018-11-15","93.213"
Cable,"2018-12-15","89.769"
Cable,"2019-01-14","92.398"
Cable,"2019-02-13","96.89"
Cable,"2019-03-15","96.529"
Cable,"2019-04-14","98.835"
Cable,"2019-05-14","82.824"
Cable,"2019-06-13","88.023"
Cable,"2019-07-13","94.825"
Cable,"2019-08-12","95.116"
Cable,"2019-09-11","98.163"
Cable,"2019-10-11","92.94"
Cable,"2019-11-10","90.122"
Cable,"2019-12-10","85.947"
Cable,"2020-01-09","86.201"
Cable,"2020-02-08","86.841"
Cable,"2020-03-09","90.565"
Cable,"2020-04-08","91.296"
Cable,"2020-05-08","93.224"
Cable,"2020-06-07","94.042"
Cable,"2020-07-07","92.752"
Cable,"2020-08-06","98.702"
Cable,"2020-09-05",null
Cable,"2020-10-05","83.389"
Cable,"2020-11-04","87.839"
Cable,"2020-12-04","89.886"
Cable,"2021-01-03","86.152"
Cable,"2021-02-02","83.018"
Cable,"2021-03-04","80.098"
Cable,"2021-04-03","83.076"
Cable,"2021-05-03","80.275"
Cable,"2021-06-02","83.797"
Cable,"2021-07-02","81.715"
Cable,"2021-08-01","79.471"
Cable,"2021-08-31","81.072"
Cable,"2021-09-30","83.091"
Cable,"2021-10-30","86.316"
Cable,"2021-11-29","86.97"
Cable,"2021-12-29","88.715"
Cable,"2022-01-28","89.375"
Cable,"2022-02-27","89.061"
Cable,"2022-03-29","83.326"
Cable,"2022-04-28","85.325"
Cable,"2022-05-28","86.672"
Cable,"2022-06-27","83.55"
Cable,"2022-07-27","83.581"
Cable,"2022-08-26","79.848"
Cable,"2022-09-25",null
Cable,"2022-10-25","79.018"
Cable,"2022-11-24","75.771"
Cable,"2022-12-24","74.666"
Cable,"2023-01-23","72.771"
Cable,"2023-02-22","71.998"
Cable,"2023-03-24","74.204"
Cable,"2023-04-23","69.873"
Cable,"2023-05-23","74.761"
Cable,"2023-06-22","73.555"
Cable,"2023-07-22","67.543"
DSL,"2010-12-27",null
DSL,"2011-01-26","173.544"
DSL,"2011-02-25","175.194"
DSL,"2011-03-27","180.74"
DSL,"2011-04-26","185.347"
DSL,"2011-05-26","198.664"
DSL,"2011-06-25","192.024"
DSL,"2011-07-25","189.906"
DSL,"2011-08-24","181.671"
DSL,"2011-09-23","200.54"
DSL,"2011-10-23","202.57"
DSL,"2011-11-22","205.681"
DSL,"2011-12-22","214.966"
DSL,"2012-01-21","215.519"
DSL,"2012-02-20","200.401"
DSL,"2012-03-21","196.397"
DSL,"2012-04-20","196.917"
DSL,"2012-05-20","198.341"
DSL,"2012-06-19","188.781"
DSL,"2012-07-19","197.422"
DSL,"2012-08-18","200.905"
DSL,"2012-09-17","209.435"
DSL,"2012-10-17","211.606"
DSL,"2012-11-16","195.979"
DSL,"2012-12-16","202.617"
DSL,"2013-01-15","207.473"
DSL,"2013-02-14","202.008"
DSL,"2013-03-16","201.082"
DSL,"2013-04-15","198.334"
DSL,"2013-05-15","193.681"
DSL,"2013-06-14","187.292"
DSL,"2013-07-14","187.252"
DSL,"2013-08-13","188.869"
DSL,"2013-09-12","181.429"
DSL,"2013-10-12","175.946"
DSL,"2013-11-11","172.826"
DSL,"2013-12-11","159.564"
DSL,"2014-01-10","160.008"
DSL,"2014-02-09","154.533"
DSL,"2014-03-11","152.909"
DSL,"2014-04-10","148.513"
DSL,"2014-05-10","145.179"
DSL,"2014-06-09","152.372"
DSL,"2014-07-09","146.291"
DSL,"2014-08-08","138.013"
DSL,"2014-09-07","136.946"
DSL,"2014-10-07","133.496"
DSL,"2014-11-06","129.711"
DSL,"2014-12-06","132.519"
DSL,"2015-01-05","190.26"
DSL,"2015-02-04","193.065"
DSL,"2015-03-06","191.555"
DSL,"2015-04-05","197.163"
DSL,"2015-05-05","196.312"
DSL,"2015-06-04","186.123"
DSL,"2015-07-04","183.449"
DSL,"2015-08-03","181.168"
DSL,"2015-09-02","185.771"
DSL,"2015-10-02","178.493"
DSL,"2015-11-01","177.412"
DSL,"2015-12-01","177.172"
DSL,"2015-12-31","113.916"
DSL,"2016-01-30","113.576"
DSL,"2016-02-29","111.258"
DSL,"2016-03-30","109.988"
DSL,"2016-04-29","110.977"
DSL,"2016-05-29","107.563"
DSL,"2016-06-28","116.172"
DSL,"2016-07-28","118.664"
DSL,"2016-08-27","118.516"
DSL,"2016-09-26","118.603"
DSL,"2016-10-26","115.044"
DSL,"2016-11-25","120.059"
DSL,"2016-12-25","144.877"
DSL,"2017-01-24","162.315"
DSL,"2017-02-23","161.923"
DSL,"2017-03-25","166.474"
DSL,"2017-04-24","166.424"
DSL,"2017-05-24","158.295"
DSL,"2017-06-23","159.053"
DSL,"2017-07-23","170.749"
DSL,"2017-08-22","176.405"
DSL,"2017-09-21","165.105"
DSL,"2017-10-21","161.722"
DSL,"2017-11-20","156.796"
DSL,"2017-12-20","150.65"
DSL,"2018-01-19","148.375"
DSL,"2018-02-18","145.635"
DSL,"2018-03-20","148.749"
DSL,"2018-04-19","144.914"
DSL,"2018-05-19","151.539"
DSL,"2018-06-18","146.76"
DSL,"2018-07-18","132.111"
DSL,"2018-08-17","134.46"
DSL,"2018-09-16","126.613"
DSL,"2018-10-16","126.402"
DSL,"2018-11-15","121.375"
DSL,"2018-12-15","121.278"
DSL,"2019-01-14","124.241"
DSL,"2019-02-13","125.484"
DSL,"2019-03-15","116.349"
DSL,"2019-04-14","115.296"
DSL,"2019-05-14","121.348"
DSL,"2019-06-13","118.423"
DSL,"2019-07-13","120.419"
DSL,"2019-08-12","119.52"
DSL,"2019-09-11","117.482"
DSL,"2019-10-11","112.736"
DSL,"2019-11-10","118.218"
DSL,"2019-12-10","117.028"
DSL,"2020-01-09","113.875"
DSL,"2020-02-08","111.983"
DSL,"2020-03-09","118.353"
DSL,"2020-04-08","114.08"
DSL,"2020-05-08","111.829"
DSL,"2020-06-07","111.879"
DSL,"2020-07-07","113.972"
DSL,"2020-08-06","90.858"
DSL,"2020-09-05",null
DSL,"2020-10-05","83.634"
DSL,"2020-11-04","86.064"
DSL,"2020-12-04","84.897"
DSL,"2021-01-03","80.578"
DSL,"2021-02-02","82.457"
DSL,"2021-03-04","79.888"
DSL,"2021-04-03","80.873"
DSL,"2021-05-03","86.676"
DSL,"2021-06-02","83.503"
DSL,"2021-07-02","82.545"
DSL,"2021-08-01","83.464"
DSL,"2021-08-31","82.255"
DSL,"2021-09-30","83.937"
DSL,"2021-10-30","84.715"
DSL,"2021-11-29","86.633"
DSL,"2021-12-29","87.004"
DSL,"2022-01-28","87.62"
DSL,"2022-02-27","86.648"
DSL,"2022-03-29","86.406"
DSL,"2022-04-28","85.657"
DSL,"2022-05-28","87.656"
DSL,"2022-06-27","87.353"
DSL,"2022-07-27","88.379"
DSL,"2022-08-26","86.855"
DSL,"2022-09-25",null
DSL,"2022-10-25","77.517"
DSL,"2022-11-24","75.517"
DSL,"2022-12-24","80.818"
DSL,"2023-01-23","81.02"
DSL,"2023-02-22","80.159"
DSL,"2023-03-24","77.721"
DSL,"2023-04-23","79.397"
DSL,"2023-05-23","80.582"
DSL,"2023-06-22","81.028"
DSL,"2023-07-22","78.84"
Fiber,"2010-12-27",null
Fiber,"2011-01-26","185.658"
Fiber,"2011-02-25","162.822"
Fiber,"2011-03-27","152.689"
Fiber,"2011-04-26","156.448"
Fiber,"2011-05-26","164.169"
Fiber,"2011-06-25","159.469"
Fiber,"2011-07-25","146.18"
Fiber,"2011-08-24","174.298"
Fiber,"2011-09-23","196.553"
Fiber,"2011-10-23","191.74"
Fiber,"2011-11-22","186.403"
Fiber,"2011-12-22","191.957"
Fiber,"2012-01-21","203.653"
Fiber,"2012-02-20","220.434"
Fiber,"2012-03-21","189.156"
Fiber,"2012-04-20","178.892"
Fiber,"2012-05-20","178.284"
Fiber,"2012-06-19","175.465"
Fiber,"2012-07-19","172.091"
Fiber,"2012-08-18","172.218"
Fiber,"2012-09-17","171.852"
Fiber,"2012-10-17","170.105"
Fiber,"2012-11-16","168.94"
Fiber,"2012-12-16","167.606"
Fiber,"2013-01-15","167.035"
Fiber,"2013-02-14","164.397"
Fiber,"2013-03-16","160.679"
Fiber,"2013-04-15","158.699"
Fiber,"2013-05-15","156.816"
Fiber,"2013-06-14","153.664"
Fiber,"2013-07-14","153.886"
Fiber,"2013-08-13","156.089"
Fiber,"2013-09-12","160.432"
Fiber,"2013-10-12","161.6"
Fiber,"2013-11-11","160.835"
Fiber,"2013-12-11","162.238"
Fiber,"2014-01-10","162.513"
Fiber,"2014-02-09","160.791"
Fiber,"2014-03-11","156.825"
Fiber,"2014-04-10","153.431"
Fiber,"2014-05-10","152.39"
Fiber,"2014-06-09","154.739"
Fiber,"2014-07-09","152.966"
Fiber,"2014-08-08","149.389"
Fiber,"2014-09-07","147.694"
Fiber,"2014-10-07","141.443"
Fiber,"2014-11-06","140.399"
Fiber,"2014-12-06","138.5"
Fiber,"2015-01-05","135.258"
Fiber,"2015-02-04","133.608"
Fiber,"2015-03-06","128.894"
Fiber,"2015-04-05","128.744"
Fiber,"2015-05-05","126.94"
Fiber,"2015-06-04","122.867"
Fiber,"2015-07-04","121.406"
Fiber,"2015-08-03","118.834"
Fiber,"2015-09-02","113.897"
Fiber,"2015-10-02","113.919"
Fiber,"2015-11-01","111.498"
Fiber,"2015-12-01","109.637"
Fiber,"2015-12-31","105.937"
Fiber,"2016-01-30","103.012"
Fiber,"2016-02-29","101.505"
Fiber,"2016-03-30","100.883"
Fiber,"2016-04-29","100.039"
Fiber,"2016-05-29","97.804"
Fiber,"2016-06-28","94.687"
Fiber,"2016-07-28","93.909"
Fiber,"2016-08-27","94.255"
Fiber,"2016-09-26","93.632"
Fiber,"2016-10-26","92.131"
Fiber,"2016-11-25","91.791"
Fiber,"2016-12-25","92.542"
Fiber,"2017-01-24","91.707"
Fiber,"2017-02-23","90.623"
Fiber,"2017-03-25","89.787"
Fiber,"2017-04-24","88.751"
Fiber,"2017-05-24","86.87"
Fiber,"2017-06-23","88.175"
Fiber,"2017-07-23","88.768"
Fiber,"2017-08-22","88.346"
Fiber,"2017-09-21","88.486"
Fiber,"2017-10-21","88.392"
Fiber,"2017-11-20","88.931"
Fiber,"2017-12-20","88.917"
Fiber,"2018-01-19","89.115"
Fiber,"2018-02-18","89.091"
Fiber,"2018-03-20","88.44"
Fiber,"2018-04-19","89.233"
Fiber,"2018-05-19","87.221"
Fiber,"2018-06-18","87.181"
Fiber,"2018-07-18","86.9"
Fiber,"2018-08-17","83.908"
Fiber,"2018-09-16","76.095"
Fiber,"2018-10-16","76.253"
Fiber,"2018-11-15","70.997"
Fiber,"2018-12-15","72.057"
Fiber,"2019-01-14","74.257"
Fiber,"2019-02-13","71.748"
Fiber,"2019-03-15","70.044"
Fiber,"2019-04-14","68.701"
Fiber,"2019-05-14","59.833"
Fiber,"2019-06-13","57.586"
Fiber,"2019-07-13","57.028"
Fiber,"2019-08-12","55.164"
Fiber,"2019-09-11","57.57"
Fiber,"2019-10-11","56.066"
Fiber,"2019-11-10","54.9"
Fiber,"2019-12-10","60.355"
Fiber,"2020-01-09","60.93"
Fiber,"2020-02-08","59.424"
Fiber,"2020-03-09",61
Fiber,"2020-04-08","58.939"
Fiber,"2020-05-08","57.295"
Fiber,"2020-06-07","55.814"
Fiber,"2020-07-07","53.757"
Fiber,"2020-08-06","38.351"
Fiber,"2020-09-05",null
Fiber,"2020-10-05","31.039"
Fiber,"2020-11-04","39.644"
Fiber,"2020-12-04","42.727"
Fiber,"2021-01-03","42.519"
Fiber,"2021-02-02","40.967"
Fiber,"2021-03-04","40.441"
Fiber,"2021-04-03","41.108"
Fiber,"2021-05-03","39.344"
Fiber,"2021-06-02","32.493"
Fiber,"2021-07-02","31.781"
Fiber,"2021-08-01","29.719"
Fiber,"2021-08-31","31.686"
Fiber,"2021-09-30","30.996"
Fiber,"2021-10-30","30.583"
Fiber,"2021-11-29","30.736"
Fiber,"2021-12-29","29.268"
Fiber,"2022-01-28","30.443"
Fiber,"2022-02-27","31.089"
Fiber,"2022-03-29","29.601"
Fiber,"2022-04-28","29.923"
Fiber,"2022-05-28","30.147"
Fiber,"2022-06-27","28.382"
Fiber,"2022-07-27","28.816"
Fiber,"2022-08-26","28.485"
Fiber,"2022-09-25",null
Fiber,"2022-10-25","28.067"
Fiber,"2022-11-24","27.572"
Fiber,"2022-12-24","27.785"
Fiber,"2023-01-23","28.719"
Fiber,"2023-02-22","26.153"
Fiber,"2023-03-24","26.089"
Fiber,"2023-04-23","25.165"
Fiber,"2023-05-23","29.67"
Fiber,"2023-06-22","30.162"
Fiber,"2023-07-22","26.131"
