"Top 3 values of operator_technology","dtime per 30 days","Median Latency (ms)"
Cable,"2021-08-01","156.647"
Cable,"2021-08-31","150.266"
Cable,"2021-09-30","156.873"
Cable,"2021-10-30","157.311"
Cable,"2021-11-29","157.411"
Cable,"2021-12-29","153.464"
Cable,"2022-01-28","154.848"
Cable,"2022-02-27","153.037"
Cable,"2022-03-29","155.478"
Cable,"2022-04-28","156.219"
Cable,"2022-05-28","155.331"
Cable,"2022-06-27","157.089"
Cable,"2022-07-27","153.819"
Cable,"2022-08-26","155.68"
Cable,"2022-09-25",null
Cable,"2022-10-25","151.877"
Cable,"2022-11-24","148.065"
Cable,"2022-12-24","149.571"
Cable,"2023-01-23","150.291"
Cable,"2023-02-22","149.473"
Cable,"2023-03-24","153.186"
Cable,"2023-04-23","151.38"
Cable,"2023-05-23","148.635"
Cable,"2023-06-22","144.344"
Cable,"2023-07-22","145.423"
DSL,"2010-12-27",null
DSL,"2011-01-26","1,090.125"
DSL,"2011-02-25","1,106.678"
DSL,"2011-03-27","1,115.486"
DSL,"2011-04-26","1,153.486"
DSL,"2011-05-26","1,210.827"
DSL,"2011-06-25","1,209.014"
DSL,"2011-07-25","1,192.733"
DSL,"2011-08-24","1,056.616"
DSL,"2011-09-23","1,013.185"
DSL,"2011-10-23","1,033.01"
DSL,"2011-11-22","1,031.586"
DSL,"2011-12-22","1,036.915"
DSL,"2012-01-21","1,039.951"
DSL,"2012-02-20","1,029.3"
DSL,"2012-03-21","1,013.966"
DSL,"2012-04-20","1,009.692"
DSL,"2012-05-20","1,006.726"
DSL,"2012-06-19","1,013.438"
DSL,"2012-07-19","1,002.371"
DSL,"2012-08-18","1,003.192"
DSL,"2012-09-17","989.102"
DSL,"2012-10-17","987.808"
DSL,"2012-11-16","988.535"
DSL,"2012-12-16","988.87"
DSL,"2013-01-15","917.176"
DSL,"2013-02-14","909.837"
DSL,"2013-03-16","912.302"
DSL,"2013-04-15","904.075"
DSL,"2013-05-15","897.816"
DSL,"2013-06-14","892.459"
DSL,"2013-07-14","900.894"
DSL,"2013-08-13","898.017"
DSL,"2013-09-12","900.037"
DSL,"2013-10-12","896.793"
DSL,"2013-11-11","896.151"
DSL,"2013-12-11","890.096"
DSL,"2014-01-10","887.893"
DSL,"2014-02-09","843.979"
DSL,"2014-03-11","810.259"
DSL,"2014-04-10","799.417"
DSL,"2014-05-10","799.911"
DSL,"2014-06-09","812.691"
DSL,"2014-07-09","782.152"
DSL,"2014-08-08","750.543"
DSL,"2014-09-07","754.848"
DSL,"2014-10-07","739.207"
DSL,"2014-11-06","733.665"
DSL,"2014-12-06","727.804"
DSL,"2015-01-05","859.578"
DSL,"2015-02-04","860.935"
DSL,"2015-03-06","875.952"
DSL,"2015-04-05","858.7"
DSL,"2015-05-05","852.376"
DSL,"2015-06-04","860.461"
DSL,"2015-07-04","847.565"
DSL,"2015-08-03","836.581"
DSL,"2015-09-02","795.355"
DSL,"2015-10-02","782.175"
DSL,"2015-11-01","790.823"
DSL,"2015-12-01","794.342"
DSL,"2015-12-31","653.961"
DSL,"2016-01-30","660.956"
DSL,"2016-02-29","654.529"
DSL,"2016-03-30","669.352"
DSL,"2016-04-29","662.569"
DSL,"2016-05-29","647.466"
DSL,"2016-06-28",null
DSL,"2016-07-28","683.959"
DSL,"2016-08-27","724.294"
DSL,"2016-09-26","736.188"
DSL,"2016-10-26","730.969"
DSL,"2016-11-25","736.197"
DSL,"2016-12-25","913.635"
DSL,"2017-01-24","1,084.779"
DSL,"2017-02-23","1,074.539"
DSL,"2017-03-25","1,059.808"
DSL,"2017-04-24","1,001.668"
DSL,"2017-05-24","951.494"
DSL,"2017-06-23","915.811"
DSL,"2017-07-23","1,002.679"
DSL,"2017-08-22","942.672"
DSL,"2017-09-21","875.05"
DSL,"2017-10-21","832.965"
DSL,"2017-11-20","812.415"
DSL,"2017-12-20","729.589"
DSL,"2018-01-19","685.255"
DSL,"2018-02-18","694.736"
DSL,"2018-03-20","730.076"
DSL,"2018-04-19","752.031"
DSL,"2018-05-19","707.48"
DSL,"2018-06-18","658.217"
DSL,"2018-07-18","560.68"
DSL,"2018-08-17","553.463"
DSL,"2018-09-16","531.613"
DSL,"2018-10-16","523.749"
DSL,"2018-11-15","522.642"
DSL,"2018-12-15","547.823"
DSL,"2019-01-14","549.805"
DSL,"2019-02-13","550.985"
DSL,"2019-03-15","537.05"
DSL,"2019-04-14","537.912"
DSL,"2019-05-14","551.752"
DSL,"2019-06-13","489.776"
DSL,"2019-07-13","499.941"
DSL,"2019-08-12","466.051"
DSL,"2019-09-11","467.793"
DSL,"2019-10-11","447.413"
DSL,"2019-11-10","429.877"
DSL,"2019-12-10","510.227"
DSL,"2020-01-09","550.31"
DSL,"2020-02-08","538.169"
DSL,"2020-03-09","525.869"
DSL,"2020-04-08","513.296"
DSL,"2020-05-08","477.789"
DSL,"2020-06-07","575.294"
DSL,"2020-07-07","589.164"
DSL,"2020-08-06","473.194"
DSL,"2020-09-05",null
DSL,"2020-10-05","374.874"
DSL,"2020-11-04","365.051"
DSL,"2020-12-04","361.05"
DSL,"2021-01-03","404.4"
DSL,"2021-02-02","425.434"
DSL,"2021-03-04","404.302"
DSL,"2021-04-03","445.574"
DSL,"2021-05-03","527.413"
DSL,"2021-06-02","518.244"
DSL,"2021-07-02","542.14"
DSL,"2021-08-01","557.897"
DSL,"2021-08-31","535.378"
DSL,"2021-09-30","539.805"
DSL,"2021-10-30","523.715"
DSL,"2021-11-29","495.044"
DSL,"2021-12-29","489.327"
DSL,"2022-01-28","467.77"
DSL,"2022-02-27","469.662"
DSL,"2022-03-29","458.399"
DSL,"2022-04-28","442.158"
DSL,"2022-05-28","419.555"
DSL,"2022-06-27","420.85"
DSL,"2022-07-27","402.917"
DSL,"2022-08-26","391.407"
DSL,"2022-09-25",null
DSL,"2022-10-25","361.852"
DSL,"2022-11-24","353.876"
DSL,"2022-12-24","357.227"
DSL,"2023-01-23","353.081"
DSL,"2023-02-22","341.546"
DSL,"2023-03-24","270.218"
DSL,"2023-04-23","293.561"
DSL,"2023-05-23","264.441"
DSL,"2023-06-22","260.004"
DSL,"2023-07-22","250.402"
Fiber,"2010-12-27",null
Fiber,"2011-01-26","141.878"
Fiber,"2011-02-25","143.09"
Fiber,"2011-03-27","141.895"
Fiber,"2011-04-26","145.192"
Fiber,"2011-05-26","150.043"
Fiber,"2011-06-25","150.583"
Fiber,"2011-07-25","150.226"
Fiber,"2011-08-24","155.271"
Fiber,"2011-09-23","164.697"
Fiber,"2011-10-23","163.264"
Fiber,"2011-11-22","160.739"
Fiber,"2011-12-22","158.649"
Fiber,"2012-01-21","170.731"
Fiber,"2012-02-20","201.313"
Fiber,"2012-03-21","151.441"
Fiber,"2012-04-20","141.369"
Fiber,"2012-05-20","138.969"
Fiber,"2012-06-19","139.49"
Fiber,"2012-07-19","140.676"
Fiber,"2012-08-18","143.859"
Fiber,"2012-09-17","142.309"
Fiber,"2012-10-17","142.447"
Fiber,"2012-11-16","142.443"
Fiber,"2012-12-16","143.871"
Fiber,"2013-01-15","140.586"
Fiber,"2013-02-14","138.13"
Fiber,"2013-03-16","136.507"
Fiber,"2013-04-15","137.016"
Fiber,"2013-05-15","135.557"
Fiber,"2013-06-14","136.804"
Fiber,"2013-07-14","137.391"
Fiber,"2013-08-13","137.106"
Fiber,"2013-09-12","141.589"
Fiber,"2013-10-12","141.741"
Fiber,"2013-11-11","142.413"
Fiber,"2013-12-11","146.15"
Fiber,"2014-01-10","143.731"
Fiber,"2014-02-09","144.661"
Fiber,"2014-03-11","140.825"
Fiber,"2014-04-10","140.723"
Fiber,"2014-05-10","139.594"
Fiber,"2014-06-09","142.739"
Fiber,"2014-07-09","136.484"
Fiber,"2014-08-08","123.895"
Fiber,"2014-09-07","122.829"
Fiber,"2014-10-07","125.383"
Fiber,"2014-11-06","124.198"
Fiber,"2014-12-06","123.714"
Fiber,"2015-01-05","121.886"
Fiber,"2015-02-04","121.748"
Fiber,"2015-03-06","122.556"
Fiber,"2015-04-05","121.328"
Fiber,"2015-05-05","121.144"
Fiber,"2015-06-04","121.436"
Fiber,"2015-07-04","120.498"
Fiber,"2015-08-03","120.908"
Fiber,"2015-09-02","119.351"
Fiber,"2015-10-02","118.85"
Fiber,"2015-11-01","118.259"
Fiber,"2015-12-01","117.334"
Fiber,"2015-12-31","118.551"
Fiber,"2016-01-30","112.15"
Fiber,"2016-02-29","112.449"
Fiber,"2016-03-30","118.75"
Fiber,"2016-04-29","112.15"
Fiber,"2016-05-29","103.987"
Fiber,"2016-06-28",null
Fiber,"2016-07-28","117.203"
Fiber,"2016-08-27","131.821"
Fiber,"2016-09-26","129.996"
Fiber,"2016-10-26","129.329"
Fiber,"2016-11-25","127.614"
Fiber,"2016-12-25","130.106"
Fiber,"2017-01-24","130.61"
Fiber,"2017-02-23","128.551"
Fiber,"2017-03-25","127.879"
Fiber,"2017-04-24","127.235"
Fiber,"2017-05-24","126.842"
Fiber,"2017-06-23","126.835"
Fiber,"2017-07-23","114.492"
Fiber,"2017-08-22","106.954"
Fiber,"2017-09-21","106.962"
Fiber,"2017-10-21","105.964"
Fiber,"2017-11-20","101.734"
Fiber,"2017-12-20","100.735"
Fiber,"2018-01-19","96.779"
Fiber,"2018-02-18","95.533"
Fiber,"2018-03-20","94.054"
Fiber,"2018-04-19","91.38"
Fiber,"2018-05-19","88.748"
Fiber,"2018-06-18","87.36"
Fiber,"2018-07-18","85.089"
Fiber,"2018-08-17","79.372"
Fiber,"2018-09-16","73.459"
Fiber,"2018-10-16","69.482"
Fiber,"2018-11-15","68.629"
Fiber,"2018-12-15","69.932"
Fiber,"2019-01-14","65.288"
Fiber,"2019-02-13","65.026"
Fiber,"2019-03-15","61.887"
Fiber,"2019-04-14","62.03"
Fiber,"2019-05-14","56.625"
Fiber,"2019-06-13","53.899"
Fiber,"2019-07-13","46.708"
Fiber,"2019-08-12","41.153"
Fiber,"2019-09-11","40.615"
Fiber,"2019-10-11","40.064"
Fiber,"2019-11-10","43.657"
Fiber,"2019-12-10","45.718"
Fiber,"2020-01-09","64.514"
Fiber,"2020-02-08","61.931"
Fiber,"2020-03-09","64.028"
Fiber,"2020-04-08","66.584"
Fiber,"2020-05-08","62.218"
Fiber,"2020-06-07","60.816"
Fiber,"2020-07-07","62.193"
Fiber,"2020-08-06","36.296"
Fiber,"2020-09-05",null
Fiber,"2020-10-05","28.268"
Fiber,"2020-11-04","34.44"
Fiber,"2020-12-04","36.787"
Fiber,"2021-01-03","37.944"
Fiber,"2021-02-02","32.624"
Fiber,"2021-03-04","38.051"
Fiber,"2021-04-03","43.012"
Fiber,"2021-05-03","31.913"
Fiber,"2021-06-02","25.475"
Fiber,"2021-07-02","25.655"
Fiber,"2021-08-01","25.866"
Fiber,"2021-08-31","26.014"
Fiber,"2021-09-30","26.544"
Fiber,"2021-10-30","26.35"
Fiber,"2021-11-29","24.514"
Fiber,"2021-12-29","25.345"
Fiber,"2022-01-28","24.556"
Fiber,"2022-02-27","24.043"
Fiber,"2022-03-29","23.786"
Fiber,"2022-04-28","23.825"
Fiber,"2022-05-28","24.293"
Fiber,"2022-06-27","25.046"
Fiber,"2022-07-27","24.223"
Fiber,"2022-08-26","23.788"
Fiber,"2022-09-25",null
Fiber,"2022-10-25","23.374"
Fiber,"2022-11-24","22.872"
Fiber,"2022-12-24","22.754"
Fiber,"2023-01-23","22.661"
Fiber,"2023-02-22","21.321"
Fiber,"2023-03-24","20.674"
Fiber,"2023-04-23","20.833"
Fiber,"2023-05-23","23.191"
Fiber,"2023-06-22","23.563"
Fiber,"2023-07-22","22.468"
